i,c,id,s,f
Blue Cross of Northeastern Pennsylvania,Monroe County,"Monroe, PA",PA,42089
Geisinger Health Plan,Monroe County,"Monroe, PA",PA,42089
"HealthAmerica Pennsylvania, Inc.",Monroe County,"Monroe, PA",PA,42089
Geisinger Choice,Monroe County,"Monroe, PA",PA,42089
Aetna,Montgomery County,"Montgomery, PA",PA,42091
UnitedHealthcare,Montgomery County,"Montgomery, PA",PA,42091
Independence Blue Cross,Montgomery County,"Montgomery, PA",PA,42091
Geisinger Health Plan,Montour County,"Montour, PA",PA,42093
Highmark Health Insurance Company,Montour County,"Montour, PA",PA,42093
"Keystone Health Plan Central, A Capital BlueCross Company",Montour County,"Montour, PA",PA,42093
Geisinger Choice,Montour County,"Montour, PA",PA,42093
"HealthAmerica Pennsylvania, Inc.",Montour County,"Montour, PA",PA,42093
Capital BlueCross,Montour County,"Montour, PA",PA,42093
Highmark Inc.,Montour County,"Montour, PA",PA,42093
Capital BlueCross,Northampton County,"Northampton, PA",PA,42095
Geisinger Health Plan,Northampton County,"Northampton, PA",PA,42095
"Keystone Health Plan Central, A Capital BlueCross Company",Northampton County,"Northampton, PA",PA,42095
Aetna,Northampton County,"Northampton, PA",PA,42095
Geisinger Choice,Northampton County,"Northampton, PA",PA,42095
Highmark Inc.,Northampton County,"Northampton, PA",PA,42095
Highmark Health Insurance Company,Northampton County,"Northampton, PA",PA,42095
Highmark Inc.,Northumberland County,"Northumberland, PA",PA,42097
Geisinger Health Plan,Northumberland County,"Northumberland, PA",PA,42097
"HealthAmerica Pennsylvania, Inc.",Northumberland County,"Northumberland, PA",PA,42097
"Keystone Health Plan Central, A Capital BlueCross Company",Northumberland County,"Northumberland, PA",PA,42097
Geisinger Choice,Northumberland County,"Northumberland, PA",PA,42097
Capital BlueCross,Northumberland County,"Northumberland, PA",PA,42097
Highmark Health Insurance Company,Northumberland County,"Northumberland, PA",PA,42097
Highmark Health Insurance Company,Perry County,"Perry, PA",PA,42099
Capital BlueCross,Perry County,"Perry, PA",PA,42099
Highmark Inc.,Perry County,"Perry, PA",PA,42099
"Keystone Health Plan Central, A Capital BlueCross Company",Perry County,"Perry, PA",PA,42099
Geisinger Health Plan,Perry County,"Perry, PA",PA,42099
Geisinger Choice,Perry County,"Perry, PA",PA,42099
"HealthAmerica Pennsylvania, Inc.",Perry County,"Perry, PA",PA,42099
Independence Blue Cross,Philadelphia County,"Philadelphia, PA",PA,42101
Aetna,Philadelphia County,"Philadelphia, PA",PA,42101
UnitedHealthcare,Philadelphia County,"Philadelphia, PA",PA,42101
"HealthAmerica Pennsylvania, Inc.",Pike County,"Pike, PA",PA,42103
Blue Cross of Northeastern Pennsylvania,Pike County,"Pike, PA",PA,42103
Geisinger Health Plan,Pike County,"Pike, PA",PA,42103
Geisinger Choice,Pike County,"Pike, PA",PA,42103
"UPMC Health Options, Inc.",Potter County,"Potter, PA",PA,42105
"HealthAmerica Pennsylvania, Inc.",Potter County,"Potter, PA",PA,42105
Geisinger Health Plan,Potter County,"Potter, PA",PA,42105
Geisinger Choice,Potter County,"Potter, PA",PA,42105
Highmark Inc.,Potter County,"Potter, PA",PA,42105
Highmark Health Insurance Company,Potter County,"Potter, PA",PA,42105
Geisinger Health Plan,Schuylkill County,"Schuylkill, PA",PA,42107
"Keystone Health Plan Central, A Capital BlueCross Company",Schuylkill County,"Schuylkill, PA",PA,42107
Geisinger Choice,Schuylkill County,"Schuylkill, PA",PA,42107
Capital BlueCross,Schuylkill County,"Schuylkill, PA",PA,42107
Highmark Health Insurance Company,Schuylkill County,"Schuylkill, PA",PA,42107
Highmark Inc.,Schuylkill County,"Schuylkill, PA",PA,42107
"HealthAmerica Pennsylvania, Inc.",Schuylkill County,"Schuylkill, PA",PA,42107
"HealthAmerica Pennsylvania, Inc.",Snyder County,"Snyder, PA",PA,42109
Capital BlueCross,Snyder County,"Snyder, PA",PA,42109
Highmark Inc.,Snyder County,"Snyder, PA",PA,42109
Geisinger Choice,Snyder County,"Snyder, PA",PA,42109
Geisinger Health Plan,Snyder County,"Snyder, PA",PA,42109
"Keystone Health Plan Central, A Capital BlueCross Company",Snyder County,"Snyder, PA",PA,42109
Highmark Health Insurance Company,Snyder County,"Snyder, PA",PA,42109
Geisinger Choice,Somerset County,"Somerset, PA",PA,42111
UnitedHealthcare,Somerset County,"Somerset, PA",PA,42111
"UPMC Health Options, Inc.",Somerset County,"Somerset, PA",PA,42111
Highmark Health Insurance Company,Somerset County,"Somerset, PA",PA,42111
"HealthAmerica Pennsylvania, Inc.",Somerset County,"Somerset, PA",PA,42111
Geisinger Health Plan,Somerset County,"Somerset, PA",PA,42111
Highmark Inc.,Somerset County,"Somerset, PA",PA,42111
Blue Cross of Northeastern Pennsylvania,Sullivan County,"Sullivan, PA",PA,42113
Geisinger Health Plan,Sullivan County,"Sullivan, PA",PA,42113
"HealthAmerica Pennsylvania, Inc.",Sullivan County,"Sullivan, PA",PA,42113
Geisinger Choice,Sullivan County,"Sullivan, PA",PA,42113
Blue Cross of Northeastern Pennsylvania,Susquehanna County,"Susquehanna, PA",PA,42115
Geisinger Health Plan,Susquehanna County,"Susquehanna, PA",PA,42115
"HealthAmerica Pennsylvania, Inc.",Susquehanna County,"Susquehanna, PA",PA,42115
Geisinger Choice,Susquehanna County,"Susquehanna, PA",PA,42115
"HealthAmerica Pennsylvania, Inc.",Tioga County,"Tioga, PA",PA,42117
Geisinger Health Plan,Tioga County,"Tioga, PA",PA,42117
Blue Cross of Northeastern Pennsylvania,Tioga County,"Tioga, PA",PA,42117
Geisinger Choice,Tioga County,"Tioga, PA",PA,42117
"Keystone Health Plan Central, A Capital BlueCross Company",Union County,"Union, PA",PA,42119
Capital BlueCross,Union County,"Union, PA",PA,42119
Geisinger Health Plan,Union County,"Union, PA",PA,42119
Highmark Health Insurance Company,Union County,"Union, PA",PA,42119
Geisinger Choice,Union County,"Union, PA",PA,42119
Highmark Inc.,Union County,"Union, PA",PA,42119
"HealthAmerica Pennsylvania, Inc.",Union County,"Union, PA",PA,42119
"UPMC Health Options, Inc.",Venango County,"Venango, PA",PA,42121
Highmark Inc.,Venango County,"Venango, PA",PA,42121
UnitedHealthcare,Venango County,"Venango, PA",PA,42121
"HealthAmerica Pennsylvania, Inc.",Venango County,"Venango, PA",PA,42121
Highmark Health Insurance Company,Venango County,"Venango, PA",PA,42121
Highmark Inc.,Warren County,"Warren, PA",PA,42123
"HealthAmerica Pennsylvania, Inc.",Warren County,"Warren, PA",PA,42123
"UPMC Health Options, Inc.",Warren County,"Warren, PA",PA,42123
Highmark Health Insurance Company,Warren County,"Warren, PA",PA,42123
UnitedHealthcare,Washington County,"Washington, PA",PA,42125
"HealthAmerica Pennsylvania, Inc.",Washington County,"Washington, PA",PA,42125
Highmark Health Insurance Company,Washington County,"Washington, PA",PA,42125
Highmark Inc.,Washington County,"Washington, PA",PA,42125
"UPMC Health Options, Inc.",Washington County,"Washington, PA",PA,42125
Geisinger Choice,Wayne County,"Wayne, PA",PA,42127
Geisinger Health Plan,Wayne County,"Wayne, PA",PA,42127
"HealthAmerica Pennsylvania, Inc.",Wayne County,"Wayne, PA",PA,42127
Blue Cross of Northeastern Pennsylvania,Wayne County,"Wayne, PA",PA,42127
UnitedHealthcare,Westmoreland County,"Westmoreland, PA",PA,42129
"UPMC Health Options, Inc.",Westmoreland County,"Westmoreland, PA",PA,42129
Highmark Health Insurance Company,Westmoreland County,"Westmoreland, PA",PA,42129
"HealthAmerica Pennsylvania, Inc.",Westmoreland County,"Westmoreland, PA",PA,42129
Highmark Inc.,Westmoreland County,"Westmoreland, PA",PA,42129
Geisinger Health Plan,Wyoming County,"Wyoming, PA",PA,42131
Blue Cross of Northeastern Pennsylvania,Wyoming County,"Wyoming, PA",PA,42131
Geisinger Choice,Wyoming County,"Wyoming, PA",PA,42131
"HealthAmerica Pennsylvania, Inc.",Wyoming County,"Wyoming, PA",PA,42131
Geisinger Choice,York County,"York, PA",PA,42133
Capital BlueCross,York County,"York, PA",PA,42133
Highmark Inc.,York County,"York, PA",PA,42133
"HealthAmerica Pennsylvania, Inc.",York County,"York, PA",PA,42133
Highmark Health Insurance Company,York County,"York, PA",PA,42133
Geisinger Health Plan,York County,"York, PA",PA,42133
"Keystone Health Plan Central, A Capital BlueCross Company",York County,"York, PA",PA,42133
Consumers' Choice Health Plan,Abbeville County,"Abbeville, SC",SC,45001
BlueChoice HealthPlan,Abbeville County,"Abbeville, SC",SC,45001
BlueCross BlueShield of South Carolina,Abbeville County,"Abbeville, SC",SC,45001
BlueChoice HealthPlan,Aiken County,"Aiken, SC",SC,45003
BlueCross BlueShield of South Carolina,Aiken County,"Aiken, SC",SC,45003
Consumers' Choice Health Plan,Aiken County,"Aiken, SC",SC,45003
BlueChoice HealthPlan,Allendale County,"Allendale, SC",SC,45005
Consumers' Choice Health Plan,Allendale County,"Allendale, SC",SC,45005
BlueCross BlueShield of South Carolina,Allendale County,"Allendale, SC",SC,45005
BlueCross BlueShield of South Carolina,Anderson County,"Anderson, SC",SC,45007
BlueChoice HealthPlan,Anderson County,"Anderson, SC",SC,45007
Consumers' Choice Health Plan,Anderson County,"Anderson, SC",SC,45007
Consumers' Choice Health Plan,Bamberg County,"Bamberg, SC",SC,45009
BlueChoice HealthPlan,Bamberg County,"Bamberg, SC",SC,45009
BlueCross BlueShield of South Carolina,Bamberg County,"Bamberg, SC",SC,45009
BlueCross BlueShield of South Carolina,Barnwell County,"Barnwell, SC",SC,45011
Consumers' Choice Health Plan,Barnwell County,"Barnwell, SC",SC,45011
BlueChoice HealthPlan,Barnwell County,"Barnwell, SC",SC,45011
Consumers' Choice Health Plan,Beaufort County,"Beaufort, SC",SC,45013
BlueCross BlueShield of South Carolina,Beaufort County,"Beaufort, SC",SC,45013
BlueChoice HealthPlan,Beaufort County,"Beaufort, SC",SC,45013
"Coventry Health Care of the Carolinas, Inc.",Berkeley County,"Berkeley, SC",SC,45015
BlueCross BlueShield of South Carolina,Berkeley County,"Berkeley, SC",SC,45015
Consumers' Choice Health Plan,Berkeley County,"Berkeley, SC",SC,45015
BlueChoice HealthPlan,Berkeley County,"Berkeley, SC",SC,45015
BlueCross BlueShield of South Carolina,Calhoun County,"Calhoun, SC",SC,45017
"Coventry Health Care of the Carolinas, Inc.",Calhoun County,"Calhoun, SC",SC,45017
BlueChoice HealthPlan,Calhoun County,"Calhoun, SC",SC,45017
Consumers' Choice Health Plan,Calhoun County,"Calhoun, SC",SC,45017
BlueChoice HealthPlan,Charleston County,"Charleston, SC",SC,45019
"Coventry Health Care of the Carolinas, Inc.",Charleston County,"Charleston, SC",SC,45019
Consumers' Choice Health Plan,Charleston County,"Charleston, SC",SC,45019
BlueCross BlueShield of South Carolina,Charleston County,"Charleston, SC",SC,45019
BlueCross BlueShield of South Carolina,Cherokee County,"Cherokee, SC",SC,45021
Consumers' Choice Health Plan,Cherokee County,"Cherokee, SC",SC,45021
BlueChoice HealthPlan,Cherokee County,"Cherokee, SC",SC,45021
Consumers' Choice Health Plan,Chester County,"Chester, SC",SC,45023
BlueCross BlueShield of South Carolina,Chester County,"Chester, SC",SC,45023
BlueChoice HealthPlan,Chester County,"Chester, SC",SC,45023
BlueCross BlueShield of South Carolina,Chesterfield County,"Chesterfield, SC",SC,45025
BlueChoice HealthPlan,Chesterfield County,"Chesterfield, SC",SC,45025
Consumers' Choice Health Plan,Chesterfield County,"Chesterfield, SC",SC,45025
BlueCross BlueShield of South Carolina,Clarendon County,"Clarendon, SC",SC,45027
BlueChoice HealthPlan,Clarendon County,"Clarendon, SC",SC,45027
Consumers' Choice Health Plan,Clarendon County,"Clarendon, SC",SC,45027
BlueCross BlueShield of South Carolina,Colleton County,"Colleton, SC",SC,45029
Consumers' Choice Health Plan,Colleton County,"Colleton, SC",SC,45029
BlueChoice HealthPlan,Colleton County,"Colleton, SC",SC,45029
BlueChoice HealthPlan,Darlington County,"Darlington, SC",SC,45031
BlueCross BlueShield of South Carolina,Darlington County,"Darlington, SC",SC,45031
Consumers' Choice Health Plan,Darlington County,"Darlington, SC",SC,45031
BlueChoice HealthPlan,Dillon County,"Dillon, SC",SC,45033
Consumers' Choice Health Plan,Dillon County,"Dillon, SC",SC,45033
BlueCross BlueShield of South Carolina,Dillon County,"Dillon, SC",SC,45033
BlueCross BlueShield of South Carolina,Dorchester County,"Dorchester, SC",SC,45035
BlueChoice HealthPlan,Dorchester County,"Dorchester, SC",SC,45035
Consumers' Choice Health Plan,Dorchester County,"Dorchester, SC",SC,45035
"Coventry Health Care of the Carolinas, Inc.",Dorchester County,"Dorchester, SC",SC,45035
BlueChoice HealthPlan,Edgefield County,"Edgefield, SC",SC,45037
BlueCross BlueShield of South Carolina,Edgefield County,"Edgefield, SC",SC,45037
Consumers' Choice Health Plan,Edgefield County,"Edgefield, SC",SC,45037
BlueChoice HealthPlan,Fairfield County,"Fairfield, SC",SC,45039
Consumers' Choice Health Plan,Fairfield County,"Fairfield, SC",SC,45039
"Coventry Health Care of the Carolinas, Inc.",Fairfield County,"Fairfield, SC",SC,45039
BlueCross BlueShield of South Carolina,Fairfield County,"Fairfield, SC",SC,45039
BlueCross BlueShield of South Carolina,Florence County,"Florence, SC",SC,45041
"Coventry Health Care of the Carolinas, Inc.",Florence County,"Florence, SC",SC,45041
Consumers' Choice Health Plan,Florence County,"Florence, SC",SC,45041
BlueChoice HealthPlan,Florence County,"Florence, SC",SC,45041
BlueCross BlueShield of South Carolina,Georgetown County,"Georgetown, SC",SC,45043
Consumers' Choice Health Plan,Georgetown County,"Georgetown, SC",SC,45043
BlueChoice HealthPlan,Georgetown County,"Georgetown, SC",SC,45043
Consumers' Choice Health Plan,Greenville County,"Greenville, SC",SC,45045
BlueChoice HealthPlan,Greenville County,"Greenville, SC",SC,45045
"Coventry Health Care of the Carolinas, Inc.",Greenville County,"Greenville, SC",SC,45045
BlueCross BlueShield of South Carolina,Greenville County,"Greenville, SC",SC,45045
BlueCross BlueShield of South Carolina,Greenwood County,"Greenwood, SC",SC,45047
BlueChoice HealthPlan,Greenwood County,"Greenwood, SC",SC,45047
Consumers' Choice Health Plan,Greenwood County,"Greenwood, SC",SC,45047
BlueCross BlueShield of South Carolina,Hampton County,"Hampton, SC",SC,45049
Consumers' Choice Health Plan,Hampton County,"Hampton, SC",SC,45049
BlueChoice HealthPlan,Hampton County,"Hampton, SC",SC,45049
BlueCross BlueShield of South Carolina,Horry County,"Horry, SC",SC,45051
BlueChoice HealthPlan,Horry County,"Horry, SC",SC,45051
Consumers' Choice Health Plan,Horry County,"Horry, SC",SC,45051
BlueCross BlueShield of South Carolina,Jasper County,"Jasper, SC",SC,45053
BlueChoice HealthPlan,Jasper County,"Jasper, SC",SC,45053
Consumers' Choice Health Plan,Jasper County,"Jasper, SC",SC,45053
BlueCross BlueShield of South Carolina,Kershaw County,"Kershaw, SC",SC,45055
BlueChoice HealthPlan,Kershaw County,"Kershaw, SC",SC,45055
"Coventry Health Care of the Carolinas, Inc.",Kershaw County,"Kershaw, SC",SC,45055
Consumers' Choice Health Plan,Kershaw County,"Kershaw, SC",SC,45055
BlueChoice HealthPlan,Lancaster County,"Lancaster, SC",SC,45057
"Coventry Health Care of the Carolinas, Inc.",Lancaster County,"Lancaster, SC",SC,45057
Consumers' Choice Health Plan,Lancaster County,"Lancaster, SC",SC,45057
BlueCross BlueShield of South Carolina,Lancaster County,"Lancaster, SC",SC,45057
Consumers' Choice Health Plan,Laurens County,"Laurens, SC",SC,45059
BlueCross BlueShield of South Carolina,Laurens County,"Laurens, SC",SC,45059
BlueChoice HealthPlan,Laurens County,"Laurens, SC",SC,45059
BlueCross BlueShield of South Carolina,Lee County,"Lee, SC",SC,45061
Consumers' Choice Health Plan,Lee County,"Lee, SC",SC,45061
BlueChoice HealthPlan,Lee County,"Lee, SC",SC,45061
BlueCross BlueShield of South Carolina,Lexington County,"Lexington, SC",SC,45063
BlueChoice HealthPlan,Lexington County,"Lexington, SC",SC,45063
"Coventry Health Care of the Carolinas, Inc.",Lexington County,"Lexington, SC",SC,45063
Consumers' Choice Health Plan,Lexington County,"Lexington, SC",SC,45063
Consumers' Choice Health Plan,McCormick County,"McCormick, SC",SC,45065
BlueCross BlueShield of South Carolina,McCormick County,"McCormick, SC",SC,45065
BlueChoice HealthPlan,McCormick County,"McCormick, SC",SC,45065
BlueCross BlueShield of South Carolina,Marion County,"Marion, SC",SC,45067
BlueChoice HealthPlan,Marion County,"Marion, SC",SC,45067
Consumers' Choice Health Plan,Marion County,"Marion, SC",SC,45067
BlueCross BlueShield of South Carolina,Marlboro County,"Marlboro, SC",SC,45069
Consumers' Choice Health Plan,Marlboro County,"Marlboro, SC",SC,45069
BlueChoice HealthPlan,Marlboro County,"Marlboro, SC",SC,45069
Consumers' Choice Health Plan,Newberry County,"Newberry, SC",SC,45071
BlueCross BlueShield of South Carolina,Newberry County,"Newberry, SC",SC,45071
BlueChoice HealthPlan,Newberry County,"Newberry, SC",SC,45071
"Coventry Health Care of the Carolinas, Inc.",Newberry County,"Newberry, SC",SC,45071
BlueCross BlueShield of South Carolina,Oconee County,"Oconee, SC",SC,45073
Consumers' Choice Health Plan,Oconee County,"Oconee, SC",SC,45073
BlueChoice HealthPlan,Oconee County,"Oconee, SC",SC,45073
Consumers' Choice Health Plan,Orangeburg County,"Orangeburg, SC",SC,45075
BlueChoice HealthPlan,Orangeburg County,"Orangeburg, SC",SC,45075
BlueCross BlueShield of South Carolina,Orangeburg County,"Orangeburg, SC",SC,45075
"Coventry Health Care of the Carolinas, Inc.",Orangeburg County,"Orangeburg, SC",SC,45075
BlueChoice HealthPlan,Pickens County,"Pickens, SC",SC,45077
BlueCross BlueShield of South Carolina,Pickens County,"Pickens, SC",SC,45077
Consumers' Choice Health Plan,Pickens County,"Pickens, SC",SC,45077
Consumers' Choice Health Plan,Richland County,"Richland, SC",SC,45079
BlueCross BlueShield of South Carolina,Richland County,"Richland, SC",SC,45079
BlueChoice HealthPlan,Richland County,"Richland, SC",SC,45079
"Coventry Health Care of the Carolinas, Inc.",Richland County,"Richland, SC",SC,45079
Consumers' Choice Health Plan,Saluda County,"Saluda, SC",SC,45081
BlueCross BlueShield of South Carolina,Saluda County,"Saluda, SC",SC,45081
BlueChoice HealthPlan,Saluda County,"Saluda, SC",SC,45081
BlueChoice HealthPlan,Spartanburg County,"Spartanburg, SC",SC,45083
"Coventry Health Care of the Carolinas, Inc.",Spartanburg County,"Spartanburg, SC",SC,45083
Consumers' Choice Health Plan,Spartanburg County,"Spartanburg, SC",SC,45083
BlueCross BlueShield of South Carolina,Spartanburg County,"Spartanburg, SC",SC,45083
BlueCross BlueShield of South Carolina,Sumter County,"Sumter, SC",SC,45085
BlueChoice HealthPlan,Sumter County,"Sumter, SC",SC,45085
Consumers' Choice Health Plan,Sumter County,"Sumter, SC",SC,45085
"Coventry Health Care of the Carolinas, Inc.",Sumter County,"Sumter, SC",SC,45085
Consumers' Choice Health Plan,Union County,"Union, SC",SC,45087
BlueCross BlueShield of South Carolina,Union County,"Union, SC",SC,45087
BlueChoice HealthPlan,Union County,"Union, SC",SC,45087
Consumers' Choice Health Plan,Williamsburg County,"Williamsburg, SC",SC,45089
BlueChoice HealthPlan,Williamsburg County,"Williamsburg, SC",SC,45089
BlueCross BlueShield of South Carolina,Williamsburg County,"Williamsburg, SC",SC,45089
BlueChoice HealthPlan,York County,"York, SC",SC,45091
Consumers' Choice Health Plan,York County,"York, SC",SC,45091
"Coventry Health Care of the Carolinas, Inc.",York County,"York, SC",SC,45091
BlueCross BlueShield of South Carolina,York County,"York, SC",SC,45091
"Avera Health Plans, Inc.",Aurora County,"Aurora, SD",SD,46003
DAKOTACARE,Aurora County,"Aurora, SD",SD,46003
Sanford Health Plan,Aurora County,"Aurora, SD",SD,46003
Sanford Health Plan,Beadle County,"Beadle, SD",SD,46005
DAKOTACARE,Beadle County,"Beadle, SD",SD,46005
"Avera Health Plans, Inc.",Beadle County,"Beadle, SD",SD,46005
Sanford Health Plan,Bennett County,"Bennett, SD",SD,46007
DAKOTACARE,Bennett County,"Bennett, SD",SD,46007
"Avera Health Plans, Inc.",Bennett County,"Bennett, SD",SD,46007
"Avera Health Plans, Inc.",Bon Homme County,"Bon Homme, SD",SD,46009
Sanford Health Plan,Bon Homme County,"Bon Homme, SD",SD,46009
DAKOTACARE,Bon Homme County,"Bon Homme, SD",SD,46009
DAKOTACARE,Brookings County,"Brookings, SD",SD,46011
"Avera Health Plans, Inc.",Brookings County,"Brookings, SD",SD,46011
Sanford Health Plan,Brookings County,"Brookings, SD",SD,46011
DAKOTACARE,Brown County,"Brown, SD",SD,46013
"Avera Health Plans, Inc.",Brown County,"Brown, SD",SD,46013
Sanford Health Plan,Brown County,"Brown, SD",SD,46013
"Avera Health Plans, Inc.",Brule County,"Brule, SD",SD,46015
Sanford Health Plan,Brule County,"Brule, SD",SD,46015
DAKOTACARE,Brule County,"Brule, SD",SD,46015
Sanford Health Plan,Buffalo County,"Buffalo, SD",SD,46017
DAKOTACARE,Buffalo County,"Buffalo, SD",SD,46017
"Avera Health Plans, Inc.",Buffalo County,"Buffalo, SD",SD,46017
"Avera Health Plans, Inc.",Butte County,"Butte, SD",SD,46019
Sanford Health Plan,Butte County,"Butte, SD",SD,46019
DAKOTACARE,Butte County,"Butte, SD",SD,46019
"Avera Health Plans, Inc.",Campbell County,"Campbell, SD",SD,46021
Sanford Health Plan,Campbell County,"Campbell, SD",SD,46021
DAKOTACARE,Campbell County,"Campbell, SD",SD,46021
DAKOTACARE,Charles Mix County,"Charles Mix, SD",SD,46023
"Avera Health Plans, Inc.",Charles Mix County,"Charles Mix, SD",SD,46023
Sanford Health Plan,Charles Mix County,"Charles Mix, SD",SD,46023
"Avera Health Plans, Inc.",Clark County,"Clark, SD",SD,46025
DAKOTACARE,Clark County,"Clark, SD",SD,46025
Sanford Health Plan,Clark County,"Clark, SD",SD,46025
Sanford Health Plan,Clay County,"Clay, SD",SD,46027
"Avera Health Plans, Inc.",Clay County,"Clay, SD",SD,46027
DAKOTACARE,Clay County,"Clay, SD",SD,46027
DAKOTACARE,Codington County,"Codington, SD",SD,46029
Sanford Health Plan,Codington County,"Codington, SD",SD,46029
"Avera Health Plans, Inc.",Codington County,"Codington, SD",SD,46029
"Avera Health Plans, Inc.",Corson County,"Corson, SD",SD,46031
Sanford Health Plan,Corson County,"Corson, SD",SD,46031
DAKOTACARE,Corson County,"Corson, SD",SD,46031
DAKOTACARE,Custer County,"Custer, SD",SD,46033
Sanford Health Plan,Custer County,"Custer, SD",SD,46033
"Avera Health Plans, Inc.",Custer County,"Custer, SD",SD,46033
DAKOTACARE,Davison County,"Davison, SD",SD,46035
"Avera Health Plans, Inc.",Davison County,"Davison, SD",SD,46035
Sanford Health Plan,Davison County,"Davison, SD",SD,46035
DAKOTACARE,Day County,"Day, SD",SD,46037
Sanford Health Plan,Day County,"Day, SD",SD,46037
"Avera Health Plans, Inc.",Day County,"Day, SD",SD,46037
DAKOTACARE,Deuel County,"Deuel, SD",SD,46039
"Avera Health Plans, Inc.",Deuel County,"Deuel, SD",SD,46039
Sanford Health Plan,Deuel County,"Deuel, SD",SD,46039
"Avera Health Plans, Inc.",Dewey County,"Dewey, SD",SD,46041
DAKOTACARE,Dewey County,"Dewey, SD",SD,46041
Sanford Health Plan,Dewey County,"Dewey, SD",SD,46041
DAKOTACARE,Douglas County,"Douglas, SD",SD,46043
"Avera Health Plans, Inc.",Douglas County,"Douglas, SD",SD,46043
Sanford Health Plan,Douglas County,"Douglas, SD",SD,46043
"Avera Health Plans, Inc.",Edmunds County,"Edmunds, SD",SD,46045
DAKOTACARE,Edmunds County,"Edmunds, SD",SD,46045
Sanford Health Plan,Edmunds County,"Edmunds, SD",SD,46045
DAKOTACARE,Fall River County,"Fall River, SD",SD,46047
"Avera Health Plans, Inc.",Fall River County,"Fall River, SD",SD,46047
Sanford Health Plan,Fall River County,"Fall River, SD",SD,46047
DAKOTACARE,Faulk County,"Faulk, SD",SD,46049
Sanford Health Plan,Faulk County,"Faulk, SD",SD,46049
"Avera Health Plans, Inc.",Faulk County,"Faulk, SD",SD,46049
"Avera Health Plans, Inc.",Grant County,"Grant, SD",SD,46051
DAKOTACARE,Grant County,"Grant, SD",SD,46051
Sanford Health Plan,Grant County,"Grant, SD",SD,46051
"Avera Health Plans, Inc.",Gregory County,"Gregory, SD",SD,46053
Sanford Health Plan,Gregory County,"Gregory, SD",SD,46053
DAKOTACARE,Gregory County,"Gregory, SD",SD,46053
Sanford Health Plan,Haakon County,"Haakon, SD",SD,46055
DAKOTACARE,Haakon County,"Haakon, SD",SD,46055
"Avera Health Plans, Inc.",Haakon County,"Haakon, SD",SD,46055
DAKOTACARE,Hamlin County,"Hamlin, SD",SD,46057
"Avera Health Plans, Inc.",Hamlin County,"Hamlin, SD",SD,46057
Sanford Health Plan,Hamlin County,"Hamlin, SD",SD,46057
Sanford Health Plan,Hand County,"Hand, SD",SD,46059
"Avera Health Plans, Inc.",Hand County,"Hand, SD",SD,46059
DAKOTACARE,Hand County,"Hand, SD",SD,46059
Sanford Health Plan,Hanson County,"Hanson, SD",SD,46061
DAKOTACARE,Hanson County,"Hanson, SD",SD,46061
"Avera Health Plans, Inc.",Hanson County,"Hanson, SD",SD,46061
"Avera Health Plans, Inc.",Harding County,"Harding, SD",SD,46063
Sanford Health Plan,Harding County,"Harding, SD",SD,46063
DAKOTACARE,Harding County,"Harding, SD",SD,46063
"Avera Health Plans, Inc.",Hughes County,"Hughes, SD",SD,46065
DAKOTACARE,Hughes County,"Hughes, SD",SD,46065
Sanford Health Plan,Hughes County,"Hughes, SD",SD,46065
"Avera Health Plans, Inc.",Hutchinson County,"Hutchinson, SD",SD,46067
DAKOTACARE,Hutchinson County,"Hutchinson, SD",SD,46067
Sanford Health Plan,Hutchinson County,"Hutchinson, SD",SD,46067
"Avera Health Plans, Inc.",Hyde County,"Hyde, SD",SD,46069
DAKOTACARE,Hyde County,"Hyde, SD",SD,46069
Sanford Health Plan,Hyde County,"Hyde, SD",SD,46069
"Avera Health Plans, Inc.",Jackson County,"Jackson, SD",SD,46071
DAKOTACARE,Jackson County,"Jackson, SD",SD,46071
Sanford Health Plan,Jackson County,"Jackson, SD",SD,46071
DAKOTACARE,Jerauld County,"Jerauld, SD",SD,46073
Sanford Health Plan,Jerauld County,"Jerauld, SD",SD,46073
"Avera Health Plans, Inc.",Jerauld County,"Jerauld, SD",SD,46073
DAKOTACARE,Jones County,"Jones, SD",SD,46075
"Avera Health Plans, Inc.",Jones County,"Jones, SD",SD,46075
Sanford Health Plan,Jones County,"Jones, SD",SD,46075
Sanford Health Plan,Kingsbury County,"Kingsbury, SD",SD,46077
DAKOTACARE,Kingsbury County,"Kingsbury, SD",SD,46077
"Avera Health Plans, Inc.",Kingsbury County,"Kingsbury, SD",SD,46077
"Avera Health Plans, Inc.",Lake County,"Lake, SD",SD,46079
DAKOTACARE,Lake County,"Lake, SD",SD,46079
Sanford Health Plan,Lake County,"Lake, SD",SD,46079
DAKOTACARE,Lawrence County,"Lawrence, SD",SD,46081
"Avera Health Plans, Inc.",Lawrence County,"Lawrence, SD",SD,46081
Sanford Health Plan,Lawrence County,"Lawrence, SD",SD,46081
"Avera Health Plans, Inc.",Lincoln County,"Lincoln, SD",SD,46083
Sanford Health Plan,Lincoln County,"Lincoln, SD",SD,46083
DAKOTACARE,Lincoln County,"Lincoln, SD",SD,46083
"Avera Health Plans, Inc.",Lyman County,"Lyman, SD",SD,46085
Sanford Health Plan,Lyman County,"Lyman, SD",SD,46085
DAKOTACARE,Lyman County,"Lyman, SD",SD,46085
"Avera Health Plans, Inc.",McCook County,"McCook, SD",SD,46087
