i,c,id,s,f
Blue Cross Blue Shield of Texas,Rockwall County,"Rockwall, TX",TX,48397
Blue Cross Blue Shield of Texas,Runnels County,"Runnels, TX",TX,48399
Scott and White Health Plan,Runnels County,"Runnels, TX",TX,48399
FirstCare Health Plans,Runnels County,"Runnels, TX",TX,48399
Blue Cross Blue Shield of Texas,Rusk County,"Rusk, TX",TX,48401
Blue Cross Blue Shield of Texas,Sabine County,"Sabine, TX",TX,48403
Blue Cross Blue Shield of Texas,San Augustine County,"San Augustine, TX",TX,48405
Cigna Healthcare,San Jacinto County,"San Jacinto, TX",TX,48407
Aetna,San Jacinto County,"San Jacinto, TX",TX,48407
Blue Cross Blue Shield of Texas,San Jacinto County,"San Jacinto, TX",TX,48407
Blue Cross Blue Shield of Texas,San Patricio County,"San Patricio, TX",TX,48409
"Humana Health Plan of Texas, Inc.",San Patricio County,"San Patricio, TX",TX,48409
FirstCare Health Plans,San Saba County,"San Saba, TX",TX,48411
Blue Cross Blue Shield of Texas,San Saba County,"San Saba, TX",TX,48411
Scott and White Health Plan,San Saba County,"San Saba, TX",TX,48411
Blue Cross Blue Shield of Texas,Schleicher County,"Schleicher, TX",TX,48413
Scott and White Health Plan,Schleicher County,"Schleicher, TX",TX,48413
FirstCare Health Plans,Scurry County,"Scurry, TX",TX,48415
Blue Cross Blue Shield of Texas,Scurry County,"Scurry, TX",TX,48415
Blue Cross Blue Shield of Texas,Shackelford County,"Shackelford, TX",TX,48417
FirstCare Health Plans,Shackelford County,"Shackelford, TX",TX,48417
Blue Cross Blue Shield of Texas,Shelby County,"Shelby, TX",TX,48419
FirstCare Health Plans,Sherman County,"Sherman, TX",TX,48421
Blue Cross Blue Shield of Texas,Sherman County,"Sherman, TX",TX,48421
Blue Cross Blue Shield of Texas,Smith County,"Smith, TX",TX,48423
FirstCare Health Plans,Somervell County,"Somervell, TX",TX,48425
Cigna Healthcare,Somervell County,"Somervell, TX",TX,48425
Blue Cross Blue Shield of Texas,Somervell County,"Somervell, TX",TX,48425
Scott and White Health Plan,Somervell County,"Somervell, TX",TX,48425
Molina Marketplace,Starr County,"Starr, TX",TX,48427
Blue Cross Blue Shield of Texas,Starr County,"Starr, TX",TX,48427
FirstCare Health Plans,Stephens County,"Stephens, TX",TX,48429
Blue Cross Blue Shield of Texas,Stephens County,"Stephens, TX",TX,48429
Blue Cross Blue Shield of Texas,Sterling County,"Sterling, TX",TX,48431
Scott and White Health Plan,Sterling County,"Sterling, TX",TX,48431
FirstCare Health Plans,Stonewall County,"Stonewall, TX",TX,48433
Blue Cross Blue Shield of Texas,Stonewall County,"Stonewall, TX",TX,48433
Scott and White Health Plan,Sutton County,"Sutton, TX",TX,48435
Blue Cross Blue Shield of Texas,Sutton County,"Sutton, TX",TX,48435
Blue Cross Blue Shield of Texas,Swisher County,"Swisher, TX",TX,48437
FirstCare Health Plans,Swisher County,"Swisher, TX",TX,48437
Cigna Healthcare,Tarrant County,"Tarrant, TX",TX,48439
Aetna,Tarrant County,"Tarrant, TX",TX,48439
Blue Cross Blue Shield of Texas,Tarrant County,"Tarrant, TX",TX,48439
Blue Cross Blue Shield of Texas,Taylor County,"Taylor, TX",TX,48441
FirstCare Health Plans,Taylor County,"Taylor, TX",TX,48441
Blue Cross Blue Shield of Texas,Terrell County,"Terrell, TX",TX,48443
FirstCare Health Plans,Terry County,"Terry, TX",TX,48445
Blue Cross Blue Shield of Texas,Terry County,"Terry, TX",TX,48445
FirstCare Health Plans,Throckmorton County,"Throckmorton, TX",TX,48447
Blue Cross Blue Shield of Texas,Throckmorton County,"Throckmorton, TX",TX,48447
Blue Cross Blue Shield of Texas,Titus County,"Titus, TX",TX,48449
Scott and White Health Plan,Tom Green County,"Tom Green, TX",TX,48451
Blue Cross Blue Shield of Texas,Tom Green County,"Tom Green, TX",TX,48451
Sendero Health Plans,Travis County,"Travis, TX",TX,48453
"Humana Health Plan of Texas, Inc.",Travis County,"Travis, TX",TX,48453
Cigna Healthcare,Travis County,"Travis, TX",TX,48453
Ambetter from Superior Health Plan,Travis County,"Travis, TX",TX,48453
Blue Cross Blue Shield of Texas,Travis County,"Travis, TX",TX,48453
Scott and White Health Plan,Travis County,"Travis, TX",TX,48453
Aetna,Travis County,"Travis, TX",TX,48453
Blue Cross Blue Shield of Texas,Trinity County,"Trinity, TX",TX,48455
Blue Cross Blue Shield of Texas,Tyler County,"Tyler, TX",TX,48457
Aetna,Tyler County,"Tyler, TX",TX,48457
Blue Cross Blue Shield of Texas,Upshur County,"Upshur, TX",TX,48459
FirstCare Health Plans,Upton County,"Upton, TX",TX,48461
Blue Cross Blue Shield of Texas,Upton County,"Upton, TX",TX,48461
Blue Cross Blue Shield of Texas,Uvalde County,"Uvalde, TX",TX,48463
Blue Cross Blue Shield of Texas,Val Verde County,"Val Verde, TX",TX,48465
Blue Cross Blue Shield of Texas,Van Zandt County,"Van Zandt, TX",TX,48467
Blue Cross Blue Shield of Texas,Victoria County,"Victoria, TX",TX,48469
Blue Cross Blue Shield of Texas,Walker County,"Walker, TX",TX,48471
Scott and White Health Plan,Walker County,"Walker, TX",TX,48471
FirstCare Health Plans,Walker County,"Walker, TX",TX,48471
Cigna Healthcare,Walker County,"Walker, TX",TX,48471
Blue Cross Blue Shield of Texas,Waller County,"Waller, TX",TX,48473
Aetna,Waller County,"Waller, TX",TX,48473
Cigna Healthcare,Waller County,"Waller, TX",TX,48473
Scott and White Health Plan,Waller County,"Waller, TX",TX,48473
Community Health Choice,Waller County,"Waller, TX",TX,48473
FirstCare Health Plans,Ward County,"Ward, TX",TX,48475
Blue Cross Blue Shield of Texas,Ward County,"Ward, TX",TX,48475
Blue Cross Blue Shield of Texas,Washington County,"Washington, TX",TX,48477
FirstCare Health Plans,Washington County,"Washington, TX",TX,48477
Scott and White Health Plan,Washington County,"Washington, TX",TX,48477
Cigna Healthcare,Washington County,"Washington, TX",TX,48477
Blue Cross Blue Shield of Texas,Webb County,"Webb, TX",TX,48479
Molina Marketplace,Webb County,"Webb, TX",TX,48479
Blue Cross Blue Shield of Texas,Wharton County,"Wharton, TX",TX,48481
Aetna,Wharton County,"Wharton, TX",TX,48481
FirstCare Health Plans,Wheeler County,"Wheeler, TX",TX,48483
Blue Cross Blue Shield of Texas,Wheeler County,"Wheeler, TX",TX,48483
Blue Cross Blue Shield of Texas,Wichita County,"Wichita, TX",TX,48485
Blue Cross Blue Shield of Texas,Wilbarger County,"Wilbarger, TX",TX,48487
Blue Cross Blue Shield of Texas,Willacy County,"Willacy, TX",TX,48489
Ambetter from Superior Health Plan,Williamson County,"Williamson, TX",TX,48491
"Humana Health Plan of Texas, Inc.",Williamson County,"Williamson, TX",TX,48491
Sendero Health Plans,Williamson County,"Williamson, TX",TX,48491
Aetna,Williamson County,"Williamson, TX",TX,48491
Scott and White Health Plan,Williamson County,"Williamson, TX",TX,48491
Blue Cross Blue Shield of Texas,Williamson County,"Williamson, TX",TX,48491
Cigna Healthcare,Williamson County,"Williamson, TX",TX,48491
Aetna,Wilson County,"Wilson, TX",TX,48493
Blue Cross Blue Shield of Texas,Wilson County,"Wilson, TX",TX,48493
Blue Cross Blue Shield of Texas,Winkler County,"Winkler, TX",TX,48495
FirstCare Health Plans,Winkler County,"Winkler, TX",TX,48495
Blue Cross Blue Shield of Texas,Wise County,"Wise, TX",TX,48497
Cigna Healthcare,Wise County,"Wise, TX",TX,48497
Blue Cross Blue Shield of Texas,Wood County,"Wood, TX",TX,48499
FirstCare Health Plans,Yoakum County,"Yoakum, TX",TX,48501
Blue Cross Blue Shield of Texas,Yoakum County,"Yoakum, TX",TX,48501
Blue Cross Blue Shield of Texas,Young County,"Young, TX",TX,48503
Blue Cross Blue Shield of Texas,Zapata County,"Zapata, TX",TX,48505
Blue Cross Blue Shield of Texas,Zavala County,"Zavala, TX",TX,48507
SelectHealth,Beaver County,"Beaver, UT",UT,49001
Arches Health Plan,Beaver County,"Beaver, UT",UT,49001
BridgeSpan Health Company,Beaver County,"Beaver, UT",UT,49001
Altius Health Plans Inc.,Beaver County,"Beaver, UT",UT,49001
SelectHealth,Box Elder County,"Box Elder, UT",UT,49003
Arches Health Plan,Box Elder County,"Box Elder, UT",UT,49003
Altius Health Plans Inc.,Box Elder County,"Box Elder, UT",UT,49003
BridgeSpan Health Company,Box Elder County,"Box Elder, UT",UT,49003
BridgeSpan Health Company,Cache County,"Cache, UT",UT,49005
SelectHealth,Cache County,"Cache, UT",UT,49005
Arches Health Plan,Cache County,"Cache, UT",UT,49005
Altius Health Plans Inc.,Cache County,"Cache, UT",UT,49005
Altius Health Plans Inc.,Carbon County,"Carbon, UT",UT,49007
Arches Health Plan,Carbon County,"Carbon, UT",UT,49007
BridgeSpan Health Company,Carbon County,"Carbon, UT",UT,49007
SelectHealth,Carbon County,"Carbon, UT",UT,49007
SelectHealth,Daggett County,"Daggett, UT",UT,49009
BridgeSpan Health Company,Daggett County,"Daggett, UT",UT,49009
Altius Health Plans Inc.,Daggett County,"Daggett, UT",UT,49009
Arches Health Plan,Daggett County,"Daggett, UT",UT,49009
BridgeSpan Health Company,Davis County,"Davis, UT",UT,49011
Molina Healthcare of Utah,Davis County,"Davis, UT",UT,49011
SelectHealth,Davis County,"Davis, UT",UT,49011
"Humana Medical Plan of Utah, Inc.",Davis County,"Davis, UT",UT,49011
Arches Health Plan,Davis County,"Davis, UT",UT,49011
Altius Health Plans Inc.,Davis County,"Davis, UT",UT,49011
BridgeSpan Health Company,Duchesne County,"Duchesne, UT",UT,49013
Arches Health Plan,Duchesne County,"Duchesne, UT",UT,49013
SelectHealth,Duchesne County,"Duchesne, UT",UT,49013
Altius Health Plans Inc.,Duchesne County,"Duchesne, UT",UT,49013
BridgeSpan Health Company,Emery County,"Emery, UT",UT,49015
Altius Health Plans Inc.,Emery County,"Emery, UT",UT,49015
Arches Health Plan,Emery County,"Emery, UT",UT,49015
SelectHealth,Emery County,"Emery, UT",UT,49015
BridgeSpan Health Company,Garfield County,"Garfield, UT",UT,49017
Altius Health Plans Inc.,Garfield County,"Garfield, UT",UT,49017
Arches Health Plan,Garfield County,"Garfield, UT",UT,49017
SelectHealth,Garfield County,"Garfield, UT",UT,49017
BridgeSpan Health Company,Grand County,"Grand, UT",UT,49019
Arches Health Plan,Grand County,"Grand, UT",UT,49019
SelectHealth,Grand County,"Grand, UT",UT,49019
Altius Health Plans Inc.,Grand County,"Grand, UT",UT,49019
SelectHealth,Iron County,"Iron, UT",UT,49021
BridgeSpan Health Company,Iron County,"Iron, UT",UT,49021
Arches Health Plan,Iron County,"Iron, UT",UT,49021
Altius Health Plans Inc.,Iron County,"Iron, UT",UT,49021
Arches Health Plan,Juab County,"Juab, UT",UT,49023
BridgeSpan Health Company,Juab County,"Juab, UT",UT,49023
SelectHealth,Juab County,"Juab, UT",UT,49023
Altius Health Plans Inc.,Juab County,"Juab, UT",UT,49023
BridgeSpan Health Company,Kane County,"Kane, UT",UT,49025
Altius Health Plans Inc.,Kane County,"Kane, UT",UT,49025
Arches Health Plan,Kane County,"Kane, UT",UT,49025
SelectHealth,Kane County,"Kane, UT",UT,49025
SelectHealth,Millard County,"Millard, UT",UT,49027
Arches Health Plan,Millard County,"Millard, UT",UT,49027
Altius Health Plans Inc.,Millard County,"Millard, UT",UT,49027
BridgeSpan Health Company,Millard County,"Millard, UT",UT,49027
Altius Health Plans Inc.,Morgan County,"Morgan, UT",UT,49029
Arches Health Plan,Morgan County,"Morgan, UT",UT,49029
BridgeSpan Health Company,Morgan County,"Morgan, UT",UT,49029
SelectHealth,Morgan County,"Morgan, UT",UT,49029
Altius Health Plans Inc.,Piute County,"Piute, UT",UT,49031
BridgeSpan Health Company,Piute County,"Piute, UT",UT,49031
Arches Health Plan,Piute County,"Piute, UT",UT,49031
SelectHealth,Piute County,"Piute, UT",UT,49031
SelectHealth,Rich County,"Rich, UT",UT,49033
BridgeSpan Health Company,Rich County,"Rich, UT",UT,49033
Altius Health Plans Inc.,Rich County,"Rich, UT",UT,49033
Arches Health Plan,Rich County,"Rich, UT",UT,49033
Altius Health Plans Inc.,Salt Lake County,"Salt Lake, UT",UT,49035
Molina Healthcare of Utah,Salt Lake County,"Salt Lake, UT",UT,49035
SelectHealth,Salt Lake County,"Salt Lake, UT",UT,49035
"Humana Medical Plan of Utah, Inc.",Salt Lake County,"Salt Lake, UT",UT,49035
Arches Health Plan,Salt Lake County,"Salt Lake, UT",UT,49035
BridgeSpan Health Company,Salt Lake County,"Salt Lake, UT",UT,49035
BridgeSpan Health Company,San Juan County,"San Juan, UT",UT,49037
SelectHealth,San Juan County,"San Juan, UT",UT,49037
Altius Health Plans Inc.,San Juan County,"San Juan, UT",UT,49037
Arches Health Plan,San Juan County,"San Juan, UT",UT,49037
Arches Health Plan,Sanpete County,"Sanpete, UT",UT,49039
SelectHealth,Sanpete County,"Sanpete, UT",UT,49039
BridgeSpan Health Company,Sanpete County,"Sanpete, UT",UT,49039
Altius Health Plans Inc.,Sanpete County,"Sanpete, UT",UT,49039
Altius Health Plans Inc.,Sevier County,"Sevier, UT",UT,49041
BridgeSpan Health Company,Sevier County,"Sevier, UT",UT,49041
Arches Health Plan,Sevier County,"Sevier, UT",UT,49041
SelectHealth,Sevier County,"Sevier, UT",UT,49041
SelectHealth,Summit County,"Summit, UT",UT,49043
Altius Health Plans Inc.,Summit County,"Summit, UT",UT,49043
Arches Health Plan,Summit County,"Summit, UT",UT,49043
BridgeSpan Health Company,Summit County,"Summit, UT",UT,49043
BridgeSpan Health Company,Tooele County,"Tooele, UT",UT,49045
Altius Health Plans Inc.,Tooele County,"Tooele, UT",UT,49045
SelectHealth,Tooele County,"Tooele, UT",UT,49045
Arches Health Plan,Tooele County,"Tooele, UT",UT,49045
Arches Health Plan,Uintah County,"Uintah, UT",UT,49047
Altius Health Plans Inc.,Uintah County,"Uintah, UT",UT,49047
BridgeSpan Health Company,Uintah County,"Uintah, UT",UT,49047
SelectHealth,Uintah County,"Uintah, UT",UT,49047
Arches Health Plan,Utah County,"Utah, UT",UT,49049
Altius Health Plans Inc.,Utah County,"Utah, UT",UT,49049
Molina Healthcare of Utah,Utah County,"Utah, UT",UT,49049
SelectHealth,Utah County,"Utah, UT",UT,49049
BridgeSpan Health Company,Utah County,"Utah, UT",UT,49049
BridgeSpan Health Company,Wasatch County,"Wasatch, UT",UT,49051
Altius Health Plans Inc.,Wasatch County,"Wasatch, UT",UT,49051
Arches Health Plan,Wasatch County,"Wasatch, UT",UT,49051
SelectHealth,Wasatch County,"Wasatch, UT",UT,49051
Arches Health Plan,Washington County,"Washington, UT",UT,49053
Altius Health Plans Inc.,Washington County,"Washington, UT",UT,49053
BridgeSpan Health Company,Washington County,"Washington, UT",UT,49053
SelectHealth,Washington County,"Washington, UT",UT,49053
Arches Health Plan,Wayne County,"Wayne, UT",UT,49055
Altius Health Plans Inc.,Wayne County,"Wayne, UT",UT,49055
SelectHealth,Wayne County,"Wayne, UT",UT,49055
BridgeSpan Health Company,Wayne County,"Wayne, UT",UT,49055
SelectHealth,Weber County,"Weber, UT",UT,49057
BridgeSpan Health Company,Weber County,"Weber, UT",UT,49057
Molina Healthcare of Utah,Weber County,"Weber, UT",UT,49057
Arches Health Plan,Weber County,"Weber, UT",UT,49057
Altius Health Plans Inc.,Weber County,"Weber, UT",UT,49057
Optima Health Plan,Accomack County,"Accomack, VA",VA,51001
"HealthKeepers, Inc.",Accomack County,"Accomack, VA",VA,51001
"Coventry Health Care of Virginia, Inc",Albemarle County,"Albemarle, VA",VA,51003
Optima Health Plan,Albemarle County,"Albemarle, VA",VA,51003
"HealthKeepers, Inc.",Albemarle County,"Albemarle, VA",VA,51003
Optima Health Plan,Alleghany County,"Alleghany, VA",VA,51005
"HealthKeepers, Inc.",Alleghany County,"Alleghany, VA",VA,51005
Aetna Life Insurance Company,Amelia County,"Amelia, VA",VA,51007
"HealthKeepers, Inc.",Amelia County,"Amelia, VA",VA,51007
Optima Health Plan,Amelia County,"Amelia, VA",VA,51007
Optima Health Plan,Amherst County,"Amherst, VA",VA,51009
"HealthKeepers, Inc.",Amherst County,"Amherst, VA",VA,51009
Optima Health Plan,Appomattox County,"Appomattox, VA",VA,51011
"HealthKeepers, Inc.",Appomattox County,"Appomattox, VA",VA,51011
Group Hospitalization and Medical Services Inc.,Arlington County,"Arlington, VA",VA,51013
Innovation Health Insurance Company,Arlington County,"Arlington, VA",VA,51013
Kaiser Permanente,Arlington County,"Arlington, VA",VA,51013
"CareFirst BlueChoice, Inc.",Arlington County,"Arlington, VA",VA,51013
Optima Health Plan,Augusta County,"Augusta, VA",VA,51015
"Coventry Health Care of Virginia, Inc",Augusta County,"Augusta, VA",VA,51015
"HealthKeepers, Inc.",Augusta County,"Augusta, VA",VA,51015
Optima Health Plan,Bath County,"Bath, VA",VA,51017
"HealthKeepers, Inc.",Bath County,"Bath, VA",VA,51017
Aetna Life Insurance Company,Bedford County,"Bedford, VA",VA,51019
"HealthKeepers, Inc.",Bedford County,"Bedford, VA",VA,51019
Optima Health Plan,Bedford County,"Bedford, VA",VA,51019
"HealthKeepers, Inc.",Bland County,"Bland, VA",VA,51021
Aetna Life Insurance Company,Bland County,"Bland, VA",VA,51021
"Coventry Health Care of Virginia, Inc",Botetourt County,"Botetourt, VA",VA,51023
Aetna Life Insurance Company,Botetourt County,"Botetourt, VA",VA,51023
Optima Health Plan,Botetourt County,"Botetourt, VA",VA,51023
"HealthKeepers, Inc.",Botetourt County,"Botetourt, VA",VA,51023
Optima Health Plan,Brunswick County,"Brunswick, VA",VA,51025
"HealthKeepers, Inc.",Brunswick County,"Brunswick, VA",VA,51025
"HealthKeepers, Inc.",Buchanan County,"Buchanan, VA",VA,51027
"HealthKeepers, Inc.",Buckingham County,"Buckingham, VA",VA,51029
Optima Health Plan,Buckingham County,"Buckingham, VA",VA,51029
Optima Health Plan,Campbell County,"Campbell, VA",VA,51031
"HealthKeepers, Inc.",Campbell County,"Campbell, VA",VA,51031
Optima Health Plan,Caroline County,"Caroline, VA",VA,51033
Kaiser Permanente,Caroline County,"Caroline, VA",VA,51033
"HealthKeepers, Inc.",Caroline County,"Caroline, VA",VA,51033
"HealthKeepers, Inc.",Carroll County,"Carroll, VA",VA,51035
Aetna Life Insurance Company,Carroll County,"Carroll, VA",VA,51035
Aetna Life Insurance Company,Charles City County,"Charles City, VA",VA,51036
"HealthKeepers, Inc.",Charles City County,"Charles City, VA",VA,51036
Optima Health Plan,Charles City County,"Charles City, VA",VA,51036
"HealthKeepers, Inc.",Charlotte County,"Charlotte, VA",VA,51037
Optima Health Plan,Charlotte County,"Charlotte, VA",VA,51037
"Coventry Health Care of Virginia, Inc",Chesterfield County,"Chesterfield, VA",VA,51041
Aetna Life Insurance Company,Chesterfield County,"Chesterfield, VA",VA,51041
Optima Health Plan,Chesterfield County,"Chesterfield, VA",VA,51041
"HealthKeepers, Inc.",Chesterfield County,"Chesterfield, VA",VA,51041
"HealthKeepers, Inc.",Clarke County,"Clarke, VA",VA,51043
Optima Health Plan,Clarke County,"Clarke, VA",VA,51043
"HealthKeepers, Inc.",Craig County,"Craig, VA",VA,51045
"Coventry Health Care of Virginia, Inc",Craig County,"Craig, VA",VA,51045
Aetna Life Insurance Company,Craig County,"Craig, VA",VA,51045
Optima Health Plan,Craig County,"Craig, VA",VA,51045
Optima Health Plan,Culpeper County,"Culpeper, VA",VA,51047
"HealthKeepers, Inc.",Culpeper County,"Culpeper, VA",VA,51047
Kaiser Permanente,Culpeper County,"Culpeper, VA",VA,51047
Optima Health Plan,Cumberland County,"Cumberland, VA",VA,51049
"HealthKeepers, Inc.",Cumberland County,"Cumberland, VA",VA,51049
Aetna Life Insurance Company,Cumberland County,"Cumberland, VA",VA,51049
"HealthKeepers, Inc.",Dickenson County,"Dickenson, VA",VA,51051
Optima Health Plan,Dickenson County,"Dickenson, VA",VA,51051
Aetna Life Insurance Company,Dinwiddie County,"Dinwiddie, VA",VA,51053
"HealthKeepers, Inc.",Dinwiddie County,"Dinwiddie, VA",VA,51053
Optima Health Plan,Dinwiddie County,"Dinwiddie, VA",VA,51053
Optima Health Plan,Essex County,"Essex, VA",VA,51057
Aetna Life Insurance Company,Essex County,"Essex, VA",VA,51057
"HealthKeepers, Inc.",Essex County,"Essex, VA",VA,51057
Innovation Health Insurance Company,Fairfax County,"Fairfax, VA",VA,51059
"HealthKeepers, Inc.",Fairfax County,"Fairfax, VA",VA,51059
"CareFirst BlueChoice, Inc.",Fairfax County,"Fairfax, VA",VA,51059
Kaiser Permanente,Fairfax County,"Fairfax, VA",VA,51059
Group Hospitalization and Medical Services Inc.,Fairfax County,"Fairfax, VA",VA,51059
Kaiser Permanente,Fauquier County,"Fauquier, VA",VA,51061
"HealthKeepers, Inc.",Fauquier County,"Fauquier, VA",VA,51061
Optima Health Plan,Floyd County,"Floyd, VA",VA,51063
"HealthKeepers, Inc.",Floyd County,"Floyd, VA",VA,51063
Aetna Life Insurance Company,Floyd County,"Floyd, VA",VA,51063
Optima Health Plan,Fluvanna County,"Fluvanna, VA",VA,51065
"HealthKeepers, Inc.",Fluvanna County,"Fluvanna, VA",VA,51065
"Coventry Health Care of Virginia, Inc",Fluvanna County,"Fluvanna, VA",VA,51065
"HealthKeepers, Inc.",Franklin County,"Franklin, VA",VA,51067
Aetna Life Insurance Company,Franklin County,"Franklin, VA",VA,51067
Optima Health Plan,Franklin County,"Franklin, VA",VA,51067
"Coventry Health Care of Virginia, Inc",Franklin County,"Franklin, VA",VA,51067
Optima Health Plan,Frederick County,"Frederick, VA",VA,51069
"HealthKeepers, Inc.",Frederick County,"Frederick, VA",VA,51069
Optima Health Plan,Giles County,"Giles, VA",VA,51071
Aetna Life Insurance Company,Giles County,"Giles, VA",VA,51071
"Coventry Health Care of Virginia, Inc",Giles County,"Giles, VA",VA,51071
"HealthKeepers, Inc.",Giles County,"Giles, VA",VA,51071
"HealthKeepers, Inc.",Gloucester County,"Gloucester, VA",VA,51073
Aetna Life Insurance Company,Gloucester County,"Gloucester, VA",VA,51073
Optima Health Plan,Gloucester County,"Gloucester, VA",VA,51073
"HealthKeepers, Inc.",Goochland County,"Goochland, VA",VA,51075
Aetna Life Insurance Company,Goochland County,"Goochland, VA",VA,51075
Optima Health Plan,Goochland County,"Goochland, VA",VA,51075
"HealthKeepers, Inc.",Grayson County,"Grayson, VA",VA,51077
"Coventry Health Care of Virginia, Inc",Greene County,"Greene, VA",VA,51079
"HealthKeepers, Inc.",Greene County,"Greene, VA",VA,51079
Optima Health Plan,Greene County,"Greene, VA",VA,51079
Optima Health Plan,Greensville County,"Greensville, VA",VA,51081
"HealthKeepers, Inc.",Greensville County,"Greensville, VA",VA,51081
"HealthKeepers, Inc.",Halifax County,"Halifax, VA",VA,51083
"HealthKeepers, Inc.",Hanover County,"Hanover, VA",VA,51085
Aetna Life Insurance Company,Hanover County,"Hanover, VA",VA,51085
Optima Health Plan,Hanover County,"Hanover, VA",VA,51085
"Coventry Health Care of Virginia, Inc",Hanover County,"Hanover, VA",VA,51085
Kaiser Permanente,Hanover County,"Hanover, VA",VA,51085
Aetna Life Insurance Company,Henrico County,"Henrico, VA",VA,51087
"Coventry Health Care of Virginia, Inc",Henrico County,"Henrico, VA",VA,51087
Optima Health Plan,Henrico County,"Henrico, VA",VA,51087
"HealthKeepers, Inc.",Henrico County,"Henrico, VA",VA,51087
Optima Health Plan,Henry County,"Henry, VA",VA,51089
"HealthKeepers, Inc.",Henry County,"Henry, VA",VA,51089
"Coventry Health Care of Virginia, Inc",Henry County,"Henry, VA",VA,51089
Aetna Life Insurance Company,Henry County,"Henry, VA",VA,51089
Optima Health Plan,Highland County,"Highland, VA",VA,51091
"HealthKeepers, Inc.",Highland County,"Highland, VA",VA,51091
Aetna Life Insurance Company,Isle of Wight County,"Isle of Wight, VA",VA,51093
Optima Health Plan,Isle of Wight County,"Isle of Wight, VA",VA,51093
"HealthKeepers, Inc.",Isle of Wight County,"Isle of Wight, VA",VA,51093
Aetna Life Insurance Company,James City County,"James City, VA",VA,51095
"HealthKeepers, Inc.",James City County,"James City, VA",VA,51095
Optima Health Plan,James City County,"James City, VA",VA,51095
Aetna Life Insurance Company,King and Queen County,"King and Queen, VA",VA,51097
"HealthKeepers, Inc.",King and Queen County,"King and Queen, VA",VA,51097
Optima Health Plan,King and Queen County,"King and Queen, VA",VA,51097
"HealthKeepers, Inc.",King George County,"King George, VA",VA,51099
Optima Health Plan,King George County,"King George, VA",VA,51099
Kaiser Permanente,King George County,"King George, VA",VA,51099
Optima Health Plan,King William County,"King William, VA",VA,51101
"HealthKeepers, Inc.",King William County,"King William, VA",VA,51101
Aetna Life Insurance Company,King William County,"King William, VA",VA,51101
Optima Health Plan,Lancaster County,"Lancaster, VA",VA,51103
Aetna Life Insurance Company,Lancaster County,"Lancaster, VA",VA,51103
"HealthKeepers, Inc.",Lancaster County,"Lancaster, VA",VA,51103
"HealthKeepers, Inc.",Lee County,"Lee, VA",VA,51105
"HealthKeepers, Inc.",Loudoun County,"Loudoun, VA",VA,51107
"CareFirst BlueChoice, Inc.",Loudoun County,"Loudoun, VA",VA,51107
Kaiser Permanente,Loudoun County,"Loudoun, VA",VA,51107
Innovation Health Insurance Company,Loudoun County,"Loudoun, VA",VA,51107
Group Hospitalization and Medical Services Inc.,Loudoun County,"Loudoun, VA",VA,51107
Kaiser Permanente,Louisa County,"Louisa, VA",VA,51109
Optima Health Plan,Louisa County,"Louisa, VA",VA,51109
"HealthKeepers, Inc.",Louisa County,"Louisa, VA",VA,51109
Optima Health Plan,Lunenburg County,"Lunenburg, VA",VA,51111
"HealthKeepers, Inc.",Lunenburg County,"Lunenburg, VA",VA,51111
Optima Health Plan,Madison County,"Madison, VA",VA,51113
"HealthKeepers, Inc.",Madison County,"Madison, VA",VA,51113
Optima Health Plan,Mathews County,"Mathews, VA",VA,51115
"HealthKeepers, Inc.",Mathews County,"Mathews, VA",VA,51115
Aetna Life Insurance Company,Mathews County,"Mathews, VA",VA,51115
Optima Health Plan,Mecklenburg County,"Mecklenburg, VA",VA,51117
"HealthKeepers, Inc.",Mecklenburg County,"Mecklenburg, VA",VA,51117
"HealthKeepers, Inc.",Middlesex County,"Middlesex, VA",VA,51119
Optima Health Plan,Middlesex County,"Middlesex, VA",VA,51119
Aetna Life Insurance Company,Middlesex County,"Middlesex, VA",VA,51119
Aetna Life Insurance Company,Montgomery County,"Montgomery, VA",VA,51121
Optima Health Plan,Montgomery County,"Montgomery, VA",VA,51121
"Coventry Health Care of Virginia, Inc",Montgomery County,"Montgomery, VA",VA,51121
"HealthKeepers, Inc.",Montgomery County,"Montgomery, VA",VA,51121
"Coventry Health Care of Virginia, Inc",Nelson County,"Nelson, VA",VA,51125
"HealthKeepers, Inc.",Nelson County,"Nelson, VA",VA,51125
Optima Health Plan,Nelson County,"Nelson, VA",VA,51125
Optima Health Plan,New Kent County,"New Kent, VA",VA,51127
"HealthKeepers, Inc.",New Kent County,"New Kent, VA",VA,51127
Aetna Life Insurance Company,New Kent County,"New Kent, VA",VA,51127
Optima Health Plan,Northampton County,"Northampton, VA",VA,51131
"HealthKeepers, Inc.",Northampton County,"Northampton, VA",VA,51131
"HealthKeepers, Inc.",Northumberland County,"Northumberland, VA",VA,51133
Optima Health Plan,Northumberland County,"Northumberland, VA",VA,51133
Aetna Life Insurance Company,Northumberland County,"Northumberland, VA",VA,51133
"HealthKeepers, Inc.",Nottoway County,"Nottoway, VA",VA,51135
Optima Health Plan,Nottoway County,"Nottoway, VA",VA,51135
Aetna Life Insurance Company,Nottoway County,"Nottoway, VA",VA,51135
Optima Health Plan,Orange County,"Orange, VA",VA,51137
Kaiser Permanente,Orange County,"Orange, VA",VA,51137
