i,c,id,s,f
BlueCross BlueShield of Tennessee,Maury County,"Maury, TN",TN,47119
BlueCross BlueShield of Tennessee,Meigs County,"Meigs, TN",TN,47121
BlueCross BlueShield of Tennessee,Monroe County,"Monroe, TN",TN,47123
Humana Insurance Company,Monroe County,"Monroe, TN",TN,47123
Humana Insurance Company,Montgomery County,"Montgomery, TN",TN,47125
BlueCross BlueShield of Tennessee,Montgomery County,"Montgomery, TN",TN,47125
Cigna Health and Life Insurance Company,Montgomery County,"Montgomery, TN",TN,47125
BlueCross BlueShield of Tennessee,Moore County,"Moore, TN",TN,47127
BlueCross BlueShield of Tennessee,Morgan County,"Morgan, TN",TN,47129
Humana Insurance Company,Morgan County,"Morgan, TN",TN,47129
BlueCross BlueShield of Tennessee,Obion County,"Obion, TN",TN,47131
BlueCross BlueShield of Tennessee,Overton County,"Overton, TN",TN,47133
BlueCross BlueShield of Tennessee,Perry County,"Perry, TN",TN,47135
BlueCross BlueShield of Tennessee,Pickett County,"Pickett, TN",TN,47137
BlueCross BlueShield of Tennessee,Polk County,"Polk, TN",TN,47139
BlueCross BlueShield of Tennessee,Putnam County,"Putnam, TN",TN,47141
BlueCross BlueShield of Tennessee,Rhea County,"Rhea, TN",TN,47143
BlueCross BlueShield of Tennessee,Roane County,"Roane, TN",TN,47145
Humana Insurance Company,Roane County,"Roane, TN",TN,47145
Humana Insurance Company,Robertson County,"Robertson, TN",TN,47147
BlueCross BlueShield of Tennessee,Robertson County,"Robertson, TN",TN,47147
Cigna Health and Life Insurance Company,Robertson County,"Robertson, TN",TN,47147
BlueCross BlueShield of Tennessee,Rutherford County,"Rutherford, TN",TN,47149
Cigna Health and Life Insurance Company,Rutherford County,"Rutherford, TN",TN,47149
Humana Insurance Company,Rutherford County,"Rutherford, TN",TN,47149
Humana Insurance Company,Scott County,"Scott, TN",TN,47151
BlueCross BlueShield of Tennessee,Scott County,"Scott, TN",TN,47151
BlueCross BlueShield of Tennessee,Sequatchie County,"Sequatchie, TN",TN,47153
Humana Insurance Company,Sevier County,"Sevier, TN",TN,47155
BlueCross BlueShield of Tennessee,Sevier County,"Sevier, TN",TN,47155
Cigna Health and Life Insurance Company,Shelby County,"Shelby, TN",TN,47157
Humana Insurance Company,Shelby County,"Shelby, TN",TN,47157
BlueCross BlueShield of Tennessee,Shelby County,"Shelby, TN",TN,47157
BlueCross BlueShield of Tennessee,Smith County,"Smith, TN",TN,47159
BlueCross BlueShield of Tennessee,Stewart County,"Stewart, TN",TN,47161
BlueCross BlueShield of Tennessee,Sullivan County,"Sullivan, TN",TN,47163
Cigna Health and Life Insurance Company,Sullivan County,"Sullivan, TN",TN,47163
BlueCross BlueShield of Tennessee,Sumner County,"Sumner, TN",TN,47165
Cigna Health and Life Insurance Company,Sumner County,"Sumner, TN",TN,47165
Humana Insurance Company,Sumner County,"Sumner, TN",TN,47165
Humana Insurance Company,Tipton County,"Tipton, TN",TN,47167
BlueCross BlueShield of Tennessee,Tipton County,"Tipton, TN",TN,47167
Cigna Health and Life Insurance Company,Tipton County,"Tipton, TN",TN,47167
Humana Insurance Company,Trousdale County,"Trousdale, TN",TN,47169
BlueCross BlueShield of Tennessee,Trousdale County,"Trousdale, TN",TN,47169
Cigna Health and Life Insurance Company,Trousdale County,"Trousdale, TN",TN,47169
Cigna Health and Life Insurance Company,Unicoi County,"Unicoi, TN",TN,47171
BlueCross BlueShield of Tennessee,Unicoi County,"Unicoi, TN",TN,47171
BlueCross BlueShield of Tennessee,Union County,"Union, TN",TN,47173
Humana Insurance Company,Union County,"Union, TN",TN,47173
BlueCross BlueShield of Tennessee,Van Buren County,"Van Buren, TN",TN,47175
BlueCross BlueShield of Tennessee,Warren County,"Warren, TN",TN,47177
Cigna Health and Life Insurance Company,Washington County,"Washington, TN",TN,47179
BlueCross BlueShield of Tennessee,Washington County,"Washington, TN",TN,47179
BlueCross BlueShield of Tennessee,Wayne County,"Wayne, TN",TN,47181
BlueCross BlueShield of Tennessee,Weakley County,"Weakley, TN",TN,47183
BlueCross BlueShield of Tennessee,White County,"White, TN",TN,47185
BlueCross BlueShield of Tennessee,Williamson County,"Williamson, TN",TN,47187
Humana Insurance Company,Williamson County,"Williamson, TN",TN,47187
Cigna Health and Life Insurance Company,Williamson County,"Williamson, TN",TN,47187
Humana Insurance Company,Wilson County,"Wilson, TN",TN,47189
Cigna Health and Life Insurance Company,Wilson County,"Wilson, TN",TN,47189
BlueCross BlueShield of Tennessee,Wilson County,"Wilson, TN",TN,47189
Blue Cross Blue Shield of Texas,Anderson County,"Anderson, TX",TX,48001
Blue Cross Blue Shield of Texas,Andrews County,"Andrews, TX",TX,48003
"SHA, LLC DBA FirstCare Health Plans",Andrews County,"Andrews, TX",TX,48003
Blue Cross Blue Shield of Texas,Angelina County,"Angelina, TX",TX,48005
"Humana Health Plan of Texas, Inc.",Aransas County,"Aransas, TX",TX,48007
Blue Cross Blue Shield of Texas,Aransas County,"Aransas, TX",TX,48007
CHRISTUS Health Plan,Aransas County,"Aransas, TX",TX,48007
Blue Cross Blue Shield of Texas,Archer County,"Archer, TX",TX,48009
Blue Cross Blue Shield of Texas,Armstrong County,"Armstrong, TX",TX,48011
"SHA, LLC DBA FirstCare Health Plans",Armstrong County,"Armstrong, TX",TX,48011
Blue Cross Blue Shield of Texas,Atascosa County,"Atascosa, TX",TX,48013
"Community First Health Plans, Inc.",Atascosa County,"Atascosa, TX",TX,48013
Insurance Company of Scott & White,Austin County,"Austin, TX",TX,48015
Blue Cross Blue Shield of Texas,Austin County,"Austin, TX",TX,48015
Scott and White Health Plan,Austin County,"Austin, TX",TX,48015
Blue Cross Blue Shield of Texas,Bailey County,"Bailey, TX",TX,48017
"SHA, LLC DBA FirstCare Health Plans",Bailey County,"Bailey, TX",TX,48017
Celtic Insurance Company,Bandera County,"Bandera, TX",TX,48019
Blue Cross Blue Shield of Texas,Bandera County,"Bandera, TX",TX,48019
"Sendero Health Plans, inc.",Bastrop County,"Bastrop, TX",TX,48021
Blue Cross Blue Shield of Texas,Bastrop County,"Bastrop, TX",TX,48021
Celtic Insurance Company,Bastrop County,"Bastrop, TX",TX,48021
Scott and White Health Plan,Bastrop County,"Bastrop, TX",TX,48021
Blue Cross Blue Shield of Texas,Baylor County,"Baylor, TX",TX,48023
"Humana Health Plan of Texas, Inc.",Bee County,"Bee, TX",TX,48025
CHRISTUS Health Plan,Bee County,"Bee, TX",TX,48025
Blue Cross Blue Shield of Texas,Bee County,"Bee, TX",TX,48025
Insurance Company of Scott & White,Bell County,"Bell, TX",TX,48027
Blue Cross Blue Shield of Texas,Bell County,"Bell, TX",TX,48027
Scott and White Health Plan,Bell County,"Bell, TX",TX,48027
Celtic Insurance Company,Bell County,"Bell, TX",TX,48027
"SHA, LLC DBA FirstCare Health Plans",Bell County,"Bell, TX",TX,48027
Blue Cross Blue Shield of Texas,Bexar County,"Bexar, TX",TX,48029
Allegian Insurance Company,Bexar County,"Bexar, TX",TX,48029
"Community First Health Plans, Inc.",Bexar County,"Bexar, TX",TX,48029
Oscar Insurance Company of Texas,Bexar County,"Bexar, TX",TX,48029
Celtic Insurance Company,Bexar County,"Bexar, TX",TX,48029
"Humana Health Plan of Texas, Inc.",Bexar County,"Bexar, TX",TX,48029
Blue Cross Blue Shield of Texas,Blanco County,"Blanco, TX",TX,48031
Scott and White Health Plan,Blanco County,"Blanco, TX",TX,48031
Insurance Company of Scott & White,Blanco County,"Blanco, TX",TX,48031
Celtic Insurance Company,Blanco County,"Blanco, TX",TX,48031
Blue Cross Blue Shield of Texas,Borden County,"Borden, TX",TX,48033
"SHA, LLC DBA FirstCare Health Plans",Borden County,"Borden, TX",TX,48033
Scott and White Health Plan,Bosque County,"Bosque, TX",TX,48035
Blue Cross Blue Shield of Texas,Bosque County,"Bosque, TX",TX,48035
Insurance Company of Scott & White,Bosque County,"Bosque, TX",TX,48035
"SHA, LLC DBA FirstCare Health Plans",Bosque County,"Bosque, TX",TX,48035
CHRISTUS Health Plan,Bowie County,"Bowie, TX",TX,48037
Blue Cross Blue Shield of Texas,Bowie County,"Bowie, TX",TX,48037
"Community Health Choice, Inc.",Brazoria County,"Brazoria, TX",TX,48039
"Cigna HealthCare of Texas, Inc.",Brazoria County,"Brazoria, TX",TX,48039
Blue Cross Blue Shield of Texas,Brazoria County,"Brazoria, TX",TX,48039
"SHA, LLC DBA FirstCare Health Plans",Brazos County,"Brazos, TX",TX,48041
Insurance Company of Scott & White,Brazos County,"Brazos, TX",TX,48041
Blue Cross Blue Shield of Texas,Brazos County,"Brazos, TX",TX,48041
Scott and White Health Plan,Brazos County,"Brazos, TX",TX,48041
Blue Cross Blue Shield of Texas,Brewster County,"Brewster, TX",TX,48043
"SHA, LLC DBA FirstCare Health Plans",Brewster County,"Brewster, TX",TX,48043
Blue Cross Blue Shield of Texas,Briscoe County,"Briscoe, TX",TX,48045
"SHA, LLC DBA FirstCare Health Plans",Briscoe County,"Briscoe, TX",TX,48045
Blue Cross Blue Shield of Texas,Brooks County,"Brooks, TX",TX,48047
Celtic Insurance Company,Brooks County,"Brooks, TX",TX,48047
"Prominence HealthFirst of Texas, Inc.",Brooks County,"Brooks, TX",TX,48047
CHRISTUS Health Plan,Brooks County,"Brooks, TX",TX,48047
Blue Cross Blue Shield of Texas,Brown County,"Brown, TX",TX,48049
Scott and White Health Plan,Burleson County,"Burleson, TX",TX,48051
"SHA, LLC DBA FirstCare Health Plans",Burleson County,"Burleson, TX",TX,48051
Insurance Company of Scott & White,Burleson County,"Burleson, TX",TX,48051
Blue Cross Blue Shield of Texas,Burleson County,"Burleson, TX",TX,48051
"SHA, LLC DBA FirstCare Health Plans",Burnet County,"Burnet, TX",TX,48053
Insurance Company of Scott & White,Burnet County,"Burnet, TX",TX,48053
Scott and White Health Plan,Burnet County,"Burnet, TX",TX,48053
"Sendero Health Plans, inc.",Burnet County,"Burnet, TX",TX,48053
Celtic Insurance Company,Burnet County,"Burnet, TX",TX,48053
Blue Cross Blue Shield of Texas,Burnet County,"Burnet, TX",TX,48053
"Humana Health Plan of Texas, Inc.",Burnet County,"Burnet, TX",TX,48053
"Sendero Health Plans, inc.",Caldwell County,"Caldwell, TX",TX,48055
Scott and White Health Plan,Caldwell County,"Caldwell, TX",TX,48055
Insurance Company of Scott & White,Caldwell County,"Caldwell, TX",TX,48055
Celtic Insurance Company,Caldwell County,"Caldwell, TX",TX,48055
Blue Cross Blue Shield of Texas,Caldwell County,"Caldwell, TX",TX,48055
CHRISTUS Health Plan,Calhoun County,"Calhoun, TX",TX,48057
Blue Cross Blue Shield of Texas,Calhoun County,"Calhoun, TX",TX,48057
Blue Cross Blue Shield of Texas,Callahan County,"Callahan, TX",TX,48059
"SHA, LLC DBA FirstCare Health Plans",Callahan County,"Callahan, TX",TX,48059
Allegian Insurance Company,Cameron County,"Cameron, TX",TX,48061
Humana Insurance Company,Cameron County,"Cameron, TX",TX,48061
Celtic Insurance Company,Cameron County,"Cameron, TX",TX,48061
Blue Cross Blue Shield of Texas,Cameron County,"Cameron, TX",TX,48061
Molina Healthcare of Texas,Cameron County,"Cameron, TX",TX,48061
Blue Cross Blue Shield of Texas,Camp County,"Camp, TX",TX,48063
"SHA, LLC DBA FirstCare Health Plans",Carson County,"Carson, TX",TX,48065
Blue Cross Blue Shield of Texas,Carson County,"Carson, TX",TX,48065
Blue Cross Blue Shield of Texas,Cass County,"Cass, TX",TX,48067
CHRISTUS Health Plan,Cass County,"Cass, TX",TX,48067
"SHA, LLC DBA FirstCare Health Plans",Castro County,"Castro, TX",TX,48069
Blue Cross Blue Shield of Texas,Castro County,"Castro, TX",TX,48069
Blue Cross Blue Shield of Texas,Chambers County,"Chambers, TX",TX,48071
"Community Health Choice, Inc.",Chambers County,"Chambers, TX",TX,48071
Blue Cross Blue Shield of Texas,Cherokee County,"Cherokee, TX",TX,48073
Blue Cross Blue Shield of Texas,Childress County,"Childress, TX",TX,48075
"SHA, LLC DBA FirstCare Health Plans",Childress County,"Childress, TX",TX,48075
Blue Cross Blue Shield of Texas,Clay County,"Clay, TX",TX,48077
"SHA, LLC DBA FirstCare Health Plans",Cochran County,"Cochran, TX",TX,48079
Blue Cross Blue Shield of Texas,Cochran County,"Cochran, TX",TX,48079
Scott and White Health Plan,Coke County,"Coke, TX",TX,48081
Insurance Company of Scott & White,Coke County,"Coke, TX",TX,48081
Blue Cross Blue Shield of Texas,Coke County,"Coke, TX",TX,48081
"SHA, LLC DBA FirstCare Health Plans",Coke County,"Coke, TX",TX,48081
Insurance Company of Scott & White,Coleman County,"Coleman, TX",TX,48083
Blue Cross Blue Shield of Texas,Coleman County,"Coleman, TX",TX,48083
"SHA, LLC DBA FirstCare Health Plans",Coleman County,"Coleman, TX",TX,48083
Scott and White Health Plan,Coleman County,"Coleman, TX",TX,48083
Molina Healthcare of Texas,Collin County,"Collin, TX",TX,48085
Blue Cross Blue Shield of Texas,Collin County,"Collin, TX",TX,48085
Insurance Company of Scott & White,Collin County,"Collin, TX",TX,48085
Scott and White Health Plan,Collin County,"Collin, TX",TX,48085
Cigna Health and Life Insurance Company,Collin County,"Collin, TX",TX,48085
"SHA, LLC DBA FirstCare Health Plans",Collingsworth County,"Collingsworth, TX",TX,48087
Blue Cross Blue Shield of Texas,Collingsworth County,"Collingsworth, TX",TX,48087
Blue Cross Blue Shield of Texas,Colorado County,"Colorado, TX",TX,48089
Blue Cross Blue Shield of Texas,Comal County,"Comal, TX",TX,48091
"Community First Health Plans, Inc.",Comal County,"Comal, TX",TX,48091
"Humana Health Plan of Texas, Inc.",Comal County,"Comal, TX",TX,48091
Celtic Insurance Company,Comal County,"Comal, TX",TX,48091
Blue Cross Blue Shield of Texas,Comanche County,"Comanche, TX",TX,48093
"SHA, LLC DBA FirstCare Health Plans",Comanche County,"Comanche, TX",TX,48093
Insurance Company of Scott & White,Concho County,"Concho, TX",TX,48095
Scott and White Health Plan,Concho County,"Concho, TX",TX,48095
Blue Cross Blue Shield of Texas,Concho County,"Concho, TX",TX,48095
"Prominence HealthFirst of Texas, Inc.",Cooke County,"Cooke, TX",TX,48097
Blue Cross Blue Shield of Texas,Cooke County,"Cooke, TX",TX,48097
Scott and White Health Plan,Coryell County,"Coryell, TX",TX,48099
"SHA, LLC DBA FirstCare Health Plans",Coryell County,"Coryell, TX",TX,48099
Insurance Company of Scott & White,Coryell County,"Coryell, TX",TX,48099
Blue Cross Blue Shield of Texas,Coryell County,"Coryell, TX",TX,48099
Blue Cross Blue Shield of Texas,Cottle County,"Cottle, TX",TX,48101
"SHA, LLC DBA FirstCare Health Plans",Cottle County,"Cottle, TX",TX,48101
"SHA, LLC DBA FirstCare Health Plans",Crane County,"Crane, TX",TX,48103
Blue Cross Blue Shield of Texas,Crane County,"Crane, TX",TX,48103
Blue Cross Blue Shield of Texas,Crockett County,"Crockett, TX",TX,48105
Scott and White Health Plan,Crockett County,"Crockett, TX",TX,48105
Insurance Company of Scott & White,Crockett County,"Crockett, TX",TX,48105
"SHA, LLC DBA FirstCare Health Plans",Crosby County,"Crosby, TX",TX,48107
Blue Cross Blue Shield of Texas,Crosby County,"Crosby, TX",TX,48107
Blue Cross Blue Shield of Texas,Culberson County,"Culberson, TX",TX,48109
"SHA, LLC DBA FirstCare Health Plans",Dallam County,"Dallam, TX",TX,48111
Blue Cross Blue Shield of Texas,Dallam County,"Dallam, TX",TX,48111
Blue Cross Blue Shield of Texas,Dallas County,"Dallas, TX",TX,48113
Cigna Health and Life Insurance Company,Dallas County,"Dallas, TX",TX,48113
Scott and White Health Plan,Dallas County,"Dallas, TX",TX,48113
Insurance Company of Scott & White,Dallas County,"Dallas, TX",TX,48113
Molina Healthcare of Texas,Dallas County,"Dallas, TX",TX,48113
"SHA, LLC DBA FirstCare Health Plans",Dawson County,"Dawson, TX",TX,48115
Blue Cross Blue Shield of Texas,Dawson County,"Dawson, TX",TX,48115
"Prominence HealthFirst of Texas, Inc.",Deaf Smith County,"Deaf Smith, TX",TX,48117
Blue Cross Blue Shield of Texas,Deaf Smith County,"Deaf Smith, TX",TX,48117
"SHA, LLC DBA FirstCare Health Plans",Deaf Smith County,"Deaf Smith, TX",TX,48117
Blue Cross Blue Shield of Texas,Delta County,"Delta, TX",TX,48119
Scott and White Health Plan,Denton County,"Denton, TX",TX,48121
Blue Cross Blue Shield of Texas,Denton County,"Denton, TX",TX,48121
Insurance Company of Scott & White,Denton County,"Denton, TX",TX,48121
Cigna Health and Life Insurance Company,Denton County,"Denton, TX",TX,48121
Blue Cross Blue Shield of Texas,DeWitt County,"DeWitt, TX",TX,48123
"SHA, LLC DBA FirstCare Health Plans",Dickens County,"Dickens, TX",TX,48125
Blue Cross Blue Shield of Texas,Dickens County,"Dickens, TX",TX,48125
Blue Cross Blue Shield of Texas,Dimmit County,"Dimmit, TX",TX,48127
"SHA, LLC DBA FirstCare Health Plans",Donley County,"Donley, TX",TX,48129
Blue Cross Blue Shield of Texas,Donley County,"Donley, TX",TX,48129
Blue Cross Blue Shield of Texas,Duval County,"Duval, TX",TX,48131
Blue Cross Blue Shield of Texas,Eastland County,"Eastland, TX",TX,48133
"SHA, LLC DBA FirstCare Health Plans",Eastland County,"Eastland, TX",TX,48133
Blue Cross Blue Shield of Texas,Ector County,"Ector, TX",TX,48135
"SHA, LLC DBA FirstCare Health Plans",Ector County,"Ector, TX",TX,48135
Blue Cross Blue Shield of Texas,Edwards County,"Edwards, TX",TX,48137
Cigna Health and Life Insurance Company,Ellis County,"Ellis, TX",TX,48139
Insurance Company of Scott & White,Ellis County,"Ellis, TX",TX,48139
Blue Cross Blue Shield of Texas,Ellis County,"Ellis, TX",TX,48139
Scott and White Health Plan,Ellis County,"Ellis, TX",TX,48139
Blue Cross Blue Shield of Texas,El Paso County,"El Paso, TX",TX,48141
Celtic Insurance Company,El Paso County,"El Paso, TX",TX,48141
Allegian Insurance Company,El Paso County,"El Paso, TX",TX,48141
Molina Healthcare of Texas,El Paso County,"El Paso, TX",TX,48141
Scott and White Health Plan,Erath County,"Erath, TX",TX,48143
Blue Cross Blue Shield of Texas,Erath County,"Erath, TX",TX,48143
"SHA, LLC DBA FirstCare Health Plans",Erath County,"Erath, TX",TX,48143
Insurance Company of Scott & White,Erath County,"Erath, TX",TX,48143
Scott and White Health Plan,Falls County,"Falls, TX",TX,48145
Blue Cross Blue Shield of Texas,Falls County,"Falls, TX",TX,48145
"SHA, LLC DBA FirstCare Health Plans",Falls County,"Falls, TX",TX,48145
Insurance Company of Scott & White,Falls County,"Falls, TX",TX,48145
"Prominence HealthFirst of Texas, Inc.",Fannin County,"Fannin, TX",TX,48147
Blue Cross Blue Shield of Texas,Fannin County,"Fannin, TX",TX,48147
Celtic Insurance Company,Fayette County,"Fayette, TX",TX,48149
Insurance Company of Scott & White,Fayette County,"Fayette, TX",TX,48149
Blue Cross Blue Shield of Texas,Fayette County,"Fayette, TX",TX,48149
"Sendero Health Plans, inc.",Fayette County,"Fayette, TX",TX,48149
Scott and White Health Plan,Fayette County,"Fayette, TX",TX,48149
Blue Cross Blue Shield of Texas,Fisher County,"Fisher, TX",TX,48151
"SHA, LLC DBA FirstCare Health Plans",Fisher County,"Fisher, TX",TX,48151
"SHA, LLC DBA FirstCare Health Plans",Floyd County,"Floyd, TX",TX,48153
Blue Cross Blue Shield of Texas,Floyd County,"Floyd, TX",TX,48153
Blue Cross Blue Shield of Texas,Foard County,"Foard, TX",TX,48155
"Community Health Choice, Inc.",Fort Bend County,"Fort Bend, TX",TX,48157
Blue Cross Blue Shield of Texas,Fort Bend County,"Fort Bend, TX",TX,48157
"Humana Health Plan of Texas, Inc.",Fort Bend County,"Fort Bend, TX",TX,48157
"Cigna HealthCare of Texas, Inc.",Fort Bend County,"Fort Bend, TX",TX,48157
Blue Cross Blue Shield of Texas,Franklin County,"Franklin, TX",TX,48159
Blue Cross Blue Shield of Texas,Freestone County,"Freestone, TX",TX,48161
Insurance Company of Scott & White,Freestone County,"Freestone, TX",TX,48161
"SHA, LLC DBA FirstCare Health Plans",Freestone County,"Freestone, TX",TX,48161
Scott and White Health Plan,Freestone County,"Freestone, TX",TX,48161
Blue Cross Blue Shield of Texas,Frio County,"Frio, TX",TX,48163
"SHA, LLC DBA FirstCare Health Plans",Gaines County,"Gaines, TX",TX,48165
Blue Cross Blue Shield of Texas,Gaines County,"Gaines, TX",TX,48165
"Community Health Choice, Inc.",Galveston County,"Galveston, TX",TX,48167
Blue Cross Blue Shield of Texas,Galveston County,"Galveston, TX",TX,48167
"Cigna HealthCare of Texas, Inc.",Galveston County,"Galveston, TX",TX,48167
Blue Cross Blue Shield of Texas,Garza County,"Garza, TX",TX,48169
"SHA, LLC DBA FirstCare Health Plans",Garza County,"Garza, TX",TX,48169
Blue Cross Blue Shield of Texas,Gillespie County,"Gillespie, TX",TX,48171
"SHA, LLC DBA FirstCare Health Plans",Glasscock County,"Glasscock, TX",TX,48173
Blue Cross Blue Shield of Texas,Glasscock County,"Glasscock, TX",TX,48173
CHRISTUS Health Plan,Goliad County,"Goliad, TX",TX,48175
Blue Cross Blue Shield of Texas,Goliad County,"Goliad, TX",TX,48175
Blue Cross Blue Shield of Texas,Gonzales County,"Gonzales, TX",TX,48177
"Prominence HealthFirst of Texas, Inc.",Gray County,"Gray, TX",TX,48179
"SHA, LLC DBA FirstCare Health Plans",Gray County,"Gray, TX",TX,48179
Blue Cross Blue Shield of Texas,Gray County,"Gray, TX",TX,48179
"Prominence HealthFirst of Texas, Inc.",Grayson County,"Grayson, TX",TX,48181
Blue Cross Blue Shield of Texas,Grayson County,"Grayson, TX",TX,48181
Blue Cross Blue Shield of Texas,Gregg County,"Gregg, TX",TX,48183
Scott and White Health Plan,Grimes County,"Grimes, TX",TX,48185
Blue Cross Blue Shield of Texas,Grimes County,"Grimes, TX",TX,48185
Insurance Company of Scott & White,Grimes County,"Grimes, TX",TX,48185
"SHA, LLC DBA FirstCare Health Plans",Grimes County,"Grimes, TX",TX,48185
"Community First Health Plans, Inc.",Guadalupe County,"Guadalupe, TX",TX,48187
Blue Cross Blue Shield of Texas,Guadalupe County,"Guadalupe, TX",TX,48187
"SHA, LLC DBA FirstCare Health Plans",Hale County,"Hale, TX",TX,48189
Blue Cross Blue Shield of Texas,Hale County,"Hale, TX",TX,48189
Blue Cross Blue Shield of Texas,Hall County,"Hall, TX",TX,48191
"SHA, LLC DBA FirstCare Health Plans",Hall County,"Hall, TX",TX,48191
Scott and White Health Plan,Hamilton County,"Hamilton, TX",TX,48193
"SHA, LLC DBA FirstCare Health Plans",Hamilton County,"Hamilton, TX",TX,48193
Blue Cross Blue Shield of Texas,Hamilton County,"Hamilton, TX",TX,48193
Insurance Company of Scott & White,Hamilton County,"Hamilton, TX",TX,48193
Blue Cross Blue Shield of Texas,Hansford County,"Hansford, TX",TX,48195
"SHA, LLC DBA FirstCare Health Plans",Hansford County,"Hansford, TX",TX,48195
Blue Cross Blue Shield of Texas,Hardeman County,"Hardeman, TX",TX,48197
CHRISTUS Health Plan,Hardin County,"Hardin, TX",TX,48199
"Humana Health Plan of Texas, Inc.",Hardin County,"Hardin, TX",TX,48199
Blue Cross Blue Shield of Texas,Hardin County,"Hardin, TX",TX,48199
Blue Cross Blue Shield of Texas,Harris County,"Harris, TX",TX,48201
"Community Health Choice, Inc.",Harris County,"Harris, TX",TX,48201
"Humana Health Plan of Texas, Inc.",Harris County,"Harris, TX",TX,48201
"Cigna HealthCare of Texas, Inc.",Harris County,"Harris, TX",TX,48201
Molina Healthcare of Texas,Harris County,"Harris, TX",TX,48201
Blue Cross Blue Shield of Texas,Harrison County,"Harrison, TX",TX,48203
Blue Cross Blue Shield of Texas,Hartley County,"Hartley, TX",TX,48205
"SHA, LLC DBA FirstCare Health Plans",Hartley County,"Hartley, TX",TX,48205
"SHA, LLC DBA FirstCare Health Plans",Haskell County,"Haskell, TX",TX,48207
Blue Cross Blue Shield of Texas,Haskell County,"Haskell, TX",TX,48207
Celtic Insurance Company,Hays County,"Hays, TX",TX,48209
Blue Cross Blue Shield of Texas,Hays County,"Hays, TX",TX,48209
"Humana Health Plan of Texas, Inc.",Hays County,"Hays, TX",TX,48209
"Sendero Health Plans, inc.",Hays County,"Hays, TX",TX,48209
Scott and White Health Plan,Hays County,"Hays, TX",TX,48209
"SHA, LLC DBA FirstCare Health Plans",Hemphill County,"Hemphill, TX",TX,48211
Blue Cross Blue Shield of Texas,Hemphill County,"Hemphill, TX",TX,48211
Blue Cross Blue Shield of Texas,Henderson County,"Henderson, TX",TX,48213
Blue Cross Blue Shield of Texas,Hidalgo County,"Hidalgo, TX",TX,48215
"Prominence HealthFirst of Texas, Inc.",Hidalgo County,"Hidalgo, TX",TX,48215
Allegian Insurance Company,Hidalgo County,"Hidalgo, TX",TX,48215
Celtic Insurance Company,Hidalgo County,"Hidalgo, TX",TX,48215
Humana Insurance Company,Hidalgo County,"Hidalgo, TX",TX,48215
Molina Healthcare of Texas,Hidalgo County,"Hidalgo, TX",TX,48215
"SHA, LLC DBA FirstCare Health Plans",Hill County,"Hill, TX",TX,48217
Insurance Company of Scott & White,Hill County,"Hill, TX",TX,48217
Blue Cross Blue Shield of Texas,Hill County,"Hill, TX",TX,48217
Scott and White Health Plan,Hill County,"Hill, TX",TX,48217
"SHA, LLC DBA FirstCare Health Plans",Hockley County,"Hockley, TX",TX,48219
Blue Cross Blue Shield of Texas,Hockley County,"Hockley, TX",TX,48219
Blue Cross Blue Shield of Texas,Hood County,"Hood, TX",TX,48221
Scott and White Health Plan,Hood County,"Hood, TX",TX,48221
Insurance Company of Scott & White,Hood County,"Hood, TX",TX,48221
Blue Cross Blue Shield of Texas,Hopkins County,"Hopkins, TX",TX,48223
Blue Cross Blue Shield of Texas,Houston County,"Houston, TX",TX,48225
"SHA, LLC DBA FirstCare Health Plans",Houston County,"Houston, TX",TX,48225
Blue Cross Blue Shield of Texas,Howard County,"Howard, TX",TX,48227
"SHA, LLC DBA FirstCare Health Plans",Howard County,"Howard, TX",TX,48227
Blue Cross Blue Shield of Texas,Hudspeth County,"Hudspeth, TX",TX,48229
Blue Cross Blue Shield of Texas,Hunt County,"Hunt, TX",TX,48231
"SHA, LLC DBA FirstCare Health Plans",Hutchinson County,"Hutchinson, TX",TX,48233
Blue Cross Blue Shield of Texas,Hutchinson County,"Hutchinson, TX",TX,48233
Scott and White Health Plan,Irion County,"Irion, TX",TX,48235
Insurance Company of Scott & White,Irion County,"Irion, TX",TX,48235
Blue Cross Blue Shield of Texas,Irion County,"Irion, TX",TX,48235
Blue Cross Blue Shield of Texas,Jack County,"Jack, TX",TX,48237
Blue Cross Blue Shield of Texas,Jackson County,"Jackson, TX",TX,48239
CHRISTUS Health Plan,Jasper County,"Jasper, TX",TX,48241
Blue Cross Blue Shield of Texas,Jasper County,"Jasper, TX",TX,48241
Blue Cross Blue Shield of Texas,Jeff Davis County,"Jeff Davis, TX",TX,48243
Molina Healthcare of Texas,Jefferson County,"Jefferson, TX",TX,48245
Blue Cross Blue Shield of Texas,Jefferson County,"Jefferson, TX",TX,48245
CHRISTUS Health Plan,Jefferson County,"Jefferson, TX",TX,48245
"Humana Health Plan of Texas, Inc.",Jefferson County,"Jefferson, TX",TX,48245
"Community Health Choice, Inc.",Jefferson County,"Jefferson, TX",TX,48245
Blue Cross Blue Shield of Texas,Jim Hogg County,"Jim Hogg, TX",TX,48247
CHRISTUS Health Plan,Jim Wells County,"Jim Wells, TX",TX,48249
"Humana Health Plan of Texas, Inc.",Jim Wells County,"Jim Wells, TX",TX,48249
Blue Cross Blue Shield of Texas,Jim Wells County,"Jim Wells, TX",TX,48249
Scott and White Health Plan,Johnson County,"Johnson, TX",TX,48251
