County,Number of Issuers,Issuers
"Wayne, MS",3,"['UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company', 'Ambetter of Magnolia Inc.']"
"Union, GA",4,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Pepin, WI",3,"['Security Health Plan of Wisconsin, Inc.', 'All Savers Insurance Company', 'Health Tradition Health Plan']"
"Charlotte, VA",4,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Piedmont Community HealthCare HMO, Inc.', 'Piedmont Community HealthCare, Inc.']"
"Poinsett, AR",5,"['Celtic Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company', 'QCA Health Plan, Inc.', 'UnitedHealthcare of Arkansas, Inc.']"
"Robertson, TX",4,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans', 'Insurance Company of Scott & White', 'Scott and White Health Plan']"
"Wilson, TN",4,"['Humana Insurance Company', 'UnitedHealthcare Insurance Company', 'Cigna Health and Life Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Greensville, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Wayne, MI",12,"['Molina Healthcare of Michigan, Inc.', 'Harbor Health Plan, Inc.', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'UnitedHealthcare Community Plan, Inc.', 'Health Alliance Plan (HAP)', 'McLaren Health Plan Community', 'Blue Care Network of Michigan', 'Alliance Health and Life Insurance Company', 'Total Health Care USA, Inc.', 'Priority Health', 'Priority Health Insurance Company (PHIC)', 'Humana Medical Plan of Michigan, Inc.']"
"Sheridan, WY",1,['Blue Cross Blue Shield of Wyoming']
"Webster, MS",2,"['UnitedHealthcare of Mississippi, Inc.', 'Ambetter of Magnolia Inc.']"
"Issaquena, MS",2,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.']"
"Wayne, MO",3,"['All Savers Insurance Company', 'Coventry Health & Life Insurance Co.', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Bethel Census, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Arlington, VA",5,"['Group Hospitalization and Medical Services Inc.', 'Innovation Health Insurance Company', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'CareFirst BlueChoice, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc']"
"Cumberland, PA",7,"['Highmark Select Resources Inc.', 'Highmark Health Insurance Company', 'Keystone Health Plan Central', 'Geisinger Health Plan', 'Aetna Health Inc. (a PA corp.)', 'Geisinger Quality Options', 'Capital Advantage Assurance Company']"
"Gilmer, GA",4,"['UnitedHealthcare of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans']"
"Williamson, TX",8,"['Aetna Life Insurance Company', 'Sendero Health Plans, inc.', 'Scott and White Health Plan', 'Insurance Company of Scott & White', 'All Savers Insurance Company', 'Celtic Insurance Company', 'Humana Health Plan of Texas, Inc.', 'Blue Cross Blue Shield of Texas']"
"Sanilac, MI",7,"['Priority Health', 'McLaren Health Plan Community', 'Blue Care Network of Michigan', 'Health Alliance Plan (HAP)', 'Alliance Health and Life Insurance Company', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)']"
"Hughes, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Williamson, TN",4,"['BlueCross BlueShield of Tennessee', 'Humana Insurance Company', 'Cigna Health and Life Insurance Company', 'UnitedHealthcare Insurance Company']"
"Fairfax, VA",6,"['UnitedHealthcare of the Mid-Atlantic Inc', 'Innovation Health Insurance Company', 'HealthKeepers, Inc.', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'CareFirst BlueChoice, Inc.', 'Group Hospitalization and Medical Services Inc.']"
"Audubon, IA",3,"['UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Albemarle, VA",3,"['Coventry Health Care of Virginia, Inc', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Sweet Grass, MT",3,"['Montana Health Cooperative', 'Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans']"
"Meade, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.']"
"Salem city, VA",3,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Aetna Life Insurance Company']"
"Weston, WY",1,['Blue Cross Blue Shield of Wyoming']
"Scott, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Real, TX",1,['Blue Cross Blue Shield of Texas']
"Butler, AL",2,"['UnitedHealthcare of Alabama, Inc.', 'Blue Cross and Blue Shield of Alabama']"
"Glades, FL",2,"['UnitedHealthcare of Florida, Inc.', 'Blue Cross and Blue Shield of Florida']"
"St. Lucie, FL",3,"['Health Options, Inc.', 'UnitedHealthcare of Florida, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Cotton, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'UnitedHealthcare of Oklahoma, Inc.']"
"Prairie, AR",5,"['QCA Health Plan, Inc.', 'UnitedHealthcare of Arkansas, Inc.', 'QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company', 'USAble Mutual Insurance Company']"
"Nuckolls, NE",4,"['Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Warren, OH",9,"['Aetna Life Insurance Company', 'Premier Health Plan, Inc.', 'Community Insurance Company(Anthem BCBS)', 'Humana Health Plan of Ohio, Inc.', 'All Savers Insurance Company', 'CareSource', 'HealthSpan', 'UnitedHealthcare of Ohio, Inc.', 'Medical Health Insuring Corp. of Ohio']"
"Charles Mix, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Newton, AR",5,"['QualChoice Life & Health Insurance Company, Inc.', 'UnitedHealthcare of Arkansas, Inc.', 'USAble Mutual Insurance Company', 'QCA Health Plan, Inc.', 'Celtic Insurance Company']"
"Ralls, MO",3,"['Healthy Alliance Life Co(Anthem BCBS)', 'Coventry Health & Life Insurance Co.', 'All Savers Insurance Company']"
"Grand, UT",1,['SelectHealth']
"Hoonah-Angoon Census, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Montgomery, MO",3,"['Healthy Alliance Life Co(Anthem BCBS)', 'All Savers Insurance Company', 'Coventry Health & Life Insurance Co.']"
"Grafton, NH",4,"['Matthew Thornton Hlth Plan(Anthem BCBS)', 'Harvard Pilgrim Health Care of NE', 'Minuteman Health, Inc', 'Celtic Insurance Company']"
"Concordia, LA",4,"['Louisiana Health Service & Indemnity Company', 'UnitedHealthcare of Louisiana, Inc.', 'HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.']"
"Gilchrist, FL",3,"['Blue Cross and Blue Shield of Florida', 'UnitedHealthcare of Florida, Inc.', 'Health Options, Inc.']"
"Taliaferro, GA",3,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Heard, GA",5,"['Kaiser Foundation Health Plan of Georgia', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.']"
"Archer, TX",1,['Blue Cross Blue Shield of Texas']
"Gulf, FL",2,"['UnitedHealthcare of Florida, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Cumberland, NC",3,"['UnitedHealthcare of North Carolina, Inc', 'Blue Cross and Blue Shield of NC', 'Aetna Health Inc. (a PA corp.)']"
"Putnam, MO",3,"['All Savers Insurance Company', 'Coventry Health & Life Insurance Co.', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Perquimans, NC",1,['Blue Cross and Blue Shield of NC']
"Johnson, NE",4,"['Medica Insurance Company', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska', 'UnitedHealthcare of the Midlands, Inc.']"
"Shelby, MO",3,"['Healthy Alliance Life Co(Anthem BCBS)', 'All Savers Insurance Company', 'Coventry Health & Life Insurance Co.']"
"Humphreys, MS",2,"['UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company']"
"Montgomery, MS",2,"['UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company']"
"Columbia, GA",4,"['Humana Employers Health Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Miller, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Washington, OH",7,"['UnitedHealthcare of Ohio, Inc.', 'All Savers Insurance Company', 'HealthSpan', 'Community Insurance Company(Anthem BCBS)', 'Aetna Life Insurance Company', 'Medical Health Insuring Corp. of Ohio', 'CareSource']"
"Washington, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Dunn, WI",3,"['Health Tradition Health Plan', 'Medica Health Plans of Wisconsin', 'Security Health Plan of Wisconsin, Inc.']"
"Emmons, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica Health Plans', 'Sanford Health Plan']"
"Dewey, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Briscoe, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Richland, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative']"
"Jefferson, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Audrain, MO",3,"['Coventry Health & Life Insurance Co.', 'All Savers Insurance Company', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Tunica, MS",3,"['UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company', 'Ambetter of Magnolia Inc.']"
"Washington, OR",7,"['PacificSource Health Plans', 'LifeWise Health Plan of Oregon', 'BridgeSpan Health Company', 'Providence Health Plan', 'Zoom Health Plan, Inc.', 'Moda Health Plan, Inc.', 'Kaiser Foundation Healthplan of the NW']"
"Rockingham, NH",4,"['Harvard Pilgrim Health Care of NE', 'Matthew Thornton Hlth Plan(Anthem BCBS)', 'Celtic Insurance Company', 'Minuteman Health, Inc']"
"Somerset, PA",6,"['UPMC Health Options, Inc.', 'Geisinger Quality Options', 'Highmark Health Insurance Company', 'Geisinger Health Plan', 'Aetna Health Inc. (a PA corp.)', 'UnitedHealthcare of Pennsylvania, Inc.']"
"Cascade, MT",3,"['PacificSource Health Plans', 'Montana Health Cooperative', 'Blue Cross and Blue Shield of Montana']"
"Lowndes, MS",2,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.']"
"Custer, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Berrien, GA",3,"['UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)']"
"Tarrant, TX",7,"['All Savers Insurance Company', 'Oscar Insurance Company of Texas', 'Insurance Company of Scott & White', 'Scott and White Health Plan', 'Cigna Health and Life Insurance Company', 'Aetna Life Insurance Company', 'Blue Cross Blue Shield of Texas']"
"Monroe, MI",8,"['Humana Medical Plan of Michigan, Inc.', 'Priority Health Insurance Company (PHIC)', 'Health Alliance Plan (HAP)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health', 'McLaren Health Plan Community', 'Blue Care Network of Michigan', 'Alliance Health and Life Insurance Company']"
"Rosebud, MT",3,"['Montana Health Cooperative', 'PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana']"
"Fauquier, VA",3,"['UnitedHealthcare of the Mid-Atlantic Inc', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'HealthKeepers, Inc.']"
"Lancaster, SC",3,"['Blue Cross and Blue Shield of South Carolina', 'Aetna Health Inc. (a PA corp.)', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Cole, MO",3,"['All Savers Insurance Company', 'Coventry Health & Life Insurance Co.', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Highland, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Wake, NC",3,"['Aetna Health Inc. (a PA corp.)', 'UnitedHealthcare of North Carolina, Inc', 'Blue Cross and Blue Shield of NC']"
"Saline, AR",5,"['QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company', 'USAble Mutual Insurance Company', 'QCA Health Plan, Inc.', 'UnitedHealthcare of Arkansas, Inc.']"
"Presque Isle, MI",5,"['Priority Health', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'McLaren Health Plan Community']"
"Holmes, FL",2,"['UnitedHealthcare of Florida, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Brunswick, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare of North Carolina, Inc']"
"Mobile, AL",2,"['UnitedHealthcare of Alabama, Inc.', 'Blue Cross and Blue Shield of Alabama']"
"Catoosa, GA",3,"['UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans']"
"Early, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Ritchie, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Coal, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'UnitedHealthcare of Oklahoma, Inc.']"
"Clinton, PA",4,"['Aetna Health Inc. (a PA corp.)', 'Geisinger Health Plan', 'First Priority Life Insurance Company, Inc.', 'Geisinger Quality Options']"
"Gogebic, MI",1,['Blue Cross Blue Shield of Michigan Mutual Insurance Company']
"Franklin, VA",3,"['HealthKeepers, Inc.', 'Aetna Life Insurance Company', 'Optima Health Plan']"
"Oconee, GA",5,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Ambetter of Peach State Inc.', 'Aetna Health Inc. (a GA corp.)', 'UnitedHealthcare of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Bexar, TX",8,"['Aetna Life Insurance Company', 'All Savers Insurance Company', 'Blue Cross Blue Shield of Texas', 'Allegian Insurance Company', 'Community First Health Plans, Inc.', 'Oscar Insurance Company of Texas', 'Celtic Insurance Company', 'Humana Health Plan of Texas, Inc.']"
"Major, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Boone, MO",3,"['Coventry Health & Life Insurance Co.', 'Healthy Alliance Life Co(Anthem BCBS)', 'All Savers Insurance Company']"
"Valley, NE",4,"['UnitedHealthcare of the Midlands, Inc.', 'Coventry Health Care of Nebraska Inc.', 'Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Golden Valley, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"Terry, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Delta, TX",1,['Blue Cross Blue Shield of Texas']
"Marquette, WI",6,"['Compcare Health Serv Ins Co(Anthem BCBS)', 'All Savers Insurance Company', 'WPS Health Plan, Inc.', 'Unity Health Plans Insurance Corporation', 'Physicians Plus Insurance Corporation', 'Dean Health Plan']"
"Hancock, GA",3,"['UnitedHealthcare of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Perry, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Charles City, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Kent, MI",5,"['Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Priority Health', 'Humana Medical Plan of Michigan, Inc.', 'Blue Care Network of Michigan']"
"Lipscomb, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Lawrence, AL",2,"['UnitedHealthcare of Alabama, Inc.', 'Blue Cross and Blue Shield of Alabama']"
"Potter, TX",3,"['SHA, LLC DBA FirstCare Health Plans', 'Prominence HealthFirst of Texas, Inc.', 'Blue Cross Blue Shield of Texas']"
"Vanderburgh, IN",5,"['Celtic Insurance Company', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'All Savers Insurance Company', 'Indiana University Health Plans, Inc.']"
"Walker, TX",3,"['SHA, LLC DBA FirstCare Health Plans', 'Scott and White Health Plan', 'Blue Cross Blue Shield of Texas']"
"Pierce, WI",1,['Medica Health Plans of Wisconsin']
"Staunton city, VA",3,"['Optima Health Plan', 'Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.']"
"Chesterfield, VA",4,"['Coventry Health Care of Virginia, Inc', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Westmoreland, VA",3,"['Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Page, VA",4,"['UnitedHealthcare of the Mid-Atlantic Inc', 'HealthKeepers, Inc.', 'Innovation Health Insurance Company', 'Optima Health Plan']"
"Marshall, WV",2,"['Highmark Blue Cross Blue Shield West Virginia', 'CareSource West Virginia Co.']"
"Union, PA",6,"['Capital Advantage Assurance Company', 'Aetna Health Inc. (a PA corp.)', 'Geisinger Health Plan', 'Highmark Health Insurance Company', 'Geisinger Quality Options', 'Keystone Health Plan Central']"
"Bedford, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Mitchell, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Catahoula, LA",4,"['HMO Louisiana, Inc.', 'UnitedHealthcare of Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company']"
"Noble, IN",6,"['CareSource Indiana, Inc.', 'All Savers Insurance Company', 'Indiana University Health Plans, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Physicians Health Plan of Northern Indiana, Inc.', 'MDwise Marketplace, Inc.']"
"Suwannee, FL",3,"['UnitedHealthcare of Florida, Inc.', 'Health Options, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Steuben, IN",6,"['Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'Celtic Insurance Company', 'Physicians Health Plan of Northern Indiana, Inc.', 'All Savers Insurance Company', 'MDwise Marketplace, Inc.']"
"Banks, GA",4,"['Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Greenbrier, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Dickinson, KS",3,"['UnitedHealthcare of the Midwest, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Liberty, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Bryan, GA",4,"['UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)']"
"Lyon, NV",3,"['Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield', 'HMO Colorado, Inc., dba HMO Nevada', 'Prominence HealthFirst']"
"Bosque, TX",4,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'Insurance Company of Scott & White', 'SHA, LLC DBA FirstCare Health Plans']"
"Sumner, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Cherokee, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Atchison, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Chickasaw, MS",2,"['UnitedHealthcare of Mississippi, Inc.', 'Ambetter of Magnolia Inc.']"
"Louisa, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Hamblen, TN",3,"['Humana Insurance Company', 'BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Bernalillo, NM",4,"['New Mexico Health Connections', 'Presbyterian Health Plan, Inc.', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Lexington, SC",3,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina', 'UnitedHealthcare Insurance Company']"
"Bleckley, GA",4,"['Aetna Health Inc. (a GA corp.)', 'UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Banner, NE",4,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.']"
"Winkler, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Pendleton, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Rich, UT",1,['SelectHealth']
"Limestone, AL",3,"['Blue Cross and Blue Shield of Alabama', 'Humana Insurance Company', 'UnitedHealthcare of Alabama, Inc.']"
"Union, FL",2,"['UnitedHealthcare of Florida, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Cambria, PA",6,"['Geisinger Quality Options', 'UPMC Health Options, Inc.', 'UnitedHealthcare of Pennsylvania, Inc.', 'Highmark Health Insurance Company', 'Aetna Health Inc. (a PA corp.)', 'Geisinger Health Plan']"
"Drew, AR",5,"['USAble Mutual Insurance Company', 'Celtic Insurance Company', 'QCA Health Plan, Inc.', 'UnitedHealthcare of Arkansas, Inc.', 'QualChoice Life & Health Insurance Company, Inc.']"
"Tioga, PA",4,"['First Priority Life Insurance Company, Inc.', 'Geisinger Health Plan', 'Geisinger Quality Options', 'Aetna Health Inc. (a PA corp.)']"
"Scott, IA",3,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.']"
"Schuyler, IL",4,"['Coventry Health Care of Illinois, Inc.', 'Blue Cross Blue Shield of Illinois', 'Humana Health Plan, Inc.', 'Health Alliance Medical Plans, Inc.']"
"Craven, NC",1,['Blue Cross and Blue Shield of NC']
"Bledsoe, TN",2,"['BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Scott, IN",5,"['Southeastern Indiana Health Organization', 'All Savers Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'MDwise Marketplace, Inc.']"
"Davidson, NC",3,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare of North Carolina, Inc', 'Aetna Health Inc. (a PA corp.)']"
"Pershing, NV",2,"['HMO Colorado, Inc., dba HMO Nevada', 'Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield']"
"Ector, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Gregory, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Glynn, GA",4,"['UnitedHealthcare of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)']"
"Randolph, IN",5,"['Physicians Health Plan of Northern Indiana, Inc.', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'All Savers Insurance Company', 'Indiana University Health Plans, Inc.']"
"Scott, IL",4,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.', 'Coventry Health Care of Illinois, Inc.']"
"Coffee, GA",4,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)']"
"Faulkner, AR",5,"['QCA Health Plan, Inc.', 'USAble Mutual Insurance Company', 'Celtic Insurance Company', 'UnitedHealthcare of Arkansas, Inc.', 'QualChoice Life & Health Insurance Company, Inc.']"
"Comal, TX",6,"['Blue Cross Blue Shield of Texas', 'Aetna Life Insurance Company', 'All Savers Insurance Company', 'Community First Health Plans, Inc.', 'Humana Health Plan of Texas, Inc.', 'Celtic Insurance Company']"
"Marinette, WI",6,"['Dean Health Plan', 'All Savers Insurance Company', 'Common Ground Healthcare Cooperative', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Molina Healthcare of Wisconsin, Inc.', 'WPS Health Plan, Inc.']"
"Burleson, TX",4,"['Scott and White Health Plan', 'SHA, LLC DBA FirstCare Health Plans', 'Insurance Company of Scott & White', 'Blue Cross Blue Shield of Texas']"
"Carroll, AR",5,"['QualChoice Life & Health Insurance Company, Inc.', 'UnitedHealthcare of Arkansas, Inc.', 'USAble Mutual Insurance Company', 'Celtic Insurance Company', 'QCA Health Plan, Inc.']"
"Mountrail, ND",2,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Butte, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Wichita, TX",1,['Blue Cross Blue Shield of Texas']
"Osceola, FL",4,"['Humana Medical Plan, Inc.', 'Blue Cross and Blue Shield of Florida', 'UnitedHealthcare of Florida, Inc.', 'Health Options, Inc.']"
"Hamilton, IL",3,"['Coventry Health Care of Illinois, Inc.', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Cache, UT",1,['SelectHealth']
"Zapata, TX",1,['Blue Cross Blue Shield of Texas']
"Northampton, PA",7,"['Capital Advantage Assurance Company', 'Geisinger Health Plan', 'Aetna Health Inc. (a PA corp.)', 'Keystone Health Plan Central', 'Geisinger Quality Options', 'UnitedHealthcare of Pennsylvania, Inc.', 'Highmark Health Insurance Company']"
"Tuscaloosa, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare of Alabama, Inc.']"
"Hamilton, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.']"
"Howard, IA",4,"['UnitedHealthcare of the Midlands, Inc.', 'Aetna Health Inc. (a IA corp.)', 'Gundersen Health Plan, Inc.', 'Medica Insurance Company']"
"Gove, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.']"
"Garfield, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health Cooperative']"
