County,Number of Issuers,Issuers
"Jackson, IA",1,['Coventry Health Care of Iowa Inc.']
"Jackson, IN",4,"['MDwise Marketplace', 'SIHO Insurance Services', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare']"
"Jackson, IL",4,"['Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Coventry Health Care']"
"Mercer, PA",5,"['Highmark Health Insurance Company', 'UnitedHealthcare', 'Highmark Inc.', 'HealthAmerica Pennsylvania, Inc.', 'UPMC Health Options, Inc.']"
"Howard, IN",5,"['PHP', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield', 'Ambetter from MHS', 'UnitedHealthcare']"
"Albany, WY",2,"['Blue Cross Blue Shield of Wyoming', 'WINhealth Partners']"
"Smyth, VA",2,"['Optima Health', 'HealthKeepers, Inc.']"
"Washington, PA",5,"['UnitedHealthcare', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Health Insurance Company', 'Highmark Inc.', 'UPMC Health Options, Inc.']"
"Stafford, VA",3,"['Optima Health', 'Kaiser Permanente', 'HealthKeepers, Inc.']"
"Gaines, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Grant, IN",4,"['PHP', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Clackamas, OR",8,"['Moda Health Plan, Inc.', 'BridgeSpan Health Company', 'Kaiser Permanente', 'Providence Health Plan', 'Health Republic', 'PacificSource Health Plans', ""Oregon's Health CO-OP"", 'LifeWise Health Plan of Oregon']"
"Butler, PA",5,"['UnitedHealthcare', 'UPMC Health Options, Inc.', 'Highmark Inc.', 'Highmark Health Insurance Company', 'HealthAmerica Pennsylvania, Inc.']"
"Ontonagon, MI",2,"['Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan']"
"Athens, OH",5,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'InHealth Mutual', 'Molina Marketplace', 'Aetna']"
"Broward, FL",8,"['Florida Blue (BlueCross BlueShield FL)', 'Coventry Health Care of Florida, Inc.', 'UnitedHealthcare', 'Cigna Healthcare', 'Humana, Inc.', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Molina Marketplace', 'Ambetter from Sunshine Health']"
"Bath, VA",2,"['HealthKeepers, Inc.', 'Optima Health']"
"Chattahoochee, GA",5,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Ambetter from Peach State Health Plan', 'UnitedHealthcare', 'Humana, Inc.', 'Coventry Health Care of Georgia, Inc.']"
"Iron, WI",2,"['Security Health Plan', 'UnitedHealthcare']"
"Johnson, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Winston, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Richland, LA",3,"['Vantage Health Plan', 'UnitedHealthcare', 'Blue Cross Blue Shield of Louisiana']"
"Quay, NM",5,"['New Mexico Health Connections', 'Molina Health Care of New Mexico, Inc.', 'Presbyterian Health Plan', 'Blue Cross and Blue Shield of New Mexico', 'CHRISTUS Health Plan NM']"
"Washington, LA",3,"['HMO Louisiana', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan']"
"St. Charles, MO",4,"['Cigna Healthcare', 'Anthem Blue Cross and Blue Shield', 'Coventry Health Care', 'UnitedHealthcare']"
"Rice, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Hanson, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Greene, VA",3,"['Coventry Health Care of Virginia, Inc', 'Optima Health', 'HealthKeepers, Inc.']"
"St. Clair, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Macon, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Henry, IA",1,['Coventry Health Care of Iowa Inc.']
"Callahan, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Broadwater, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health CO-OP']"
"Carter, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Calhoun, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Health Alliance Medical Plans, Inc.', 'Blue Cross and Blue Shield of Illinois']"
"Upshur, TX",1,['Blue Cross and Blue Shield of Texas']
"Clare, MI",4,"['Priority Health', 'HAP', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan']"
"Calhoun, IA",1,['Coventry Health Care of Iowa Inc.']
"Henry, IL",4,"['Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Health Alliance Medical Plans, Inc.']"
"Madison, VA",2,"['HealthKeepers, Inc.', 'Optima Health']"
"Henry, IN",6,"['UnitedHealthcare', 'Ambetter from MHS', 'Indiana University Health Plans, Inc.', 'CareSource', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"McDuffie, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Humana, Inc.']"
"Rutherford, NC",3,"['Coventry Health Care of the Carolinas, Inc.', 'UnitedHealthcare', 'Blue Cross and Blue Shield of NC']"
"Stark, ND",3,"['Medica', 'Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Carter, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health CO-OP']"
"DeKalb, TN",1,['BlueCross BlueShield of Tennessee']
"Sheridan, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"St. Tammany, LA",4,"['Blue Cross Blue Shield of Louisiana', 'UnitedHealthcare', 'Vantage Health Plan', 'HMO Louisiana']"
"Pope, AR",4,"['QC Life and Health', 'QualChoice Health Insurance', 'Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield']"
"Uvalde, TX",1,['Blue Cross and Blue Shield of Texas']
"Shawano, WI",7,"['Dean Health Plan', 'Molina Marketplace', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'Security Health Plan', 'Common Ground Healthcare Cooperative', 'Arise Health Plan']"
"Hale, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Stone, AR",4,"['QC Life and Health', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas', 'QualChoice Health Insurance']"
"Fulton, IL",5,"['Blue Cross and Blue Shield of Illinois', 'Coventry Health Care', 'Humana, Inc.', 'Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company']"
"Fulton, IN",4,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield', 'PHP', 'UnitedHealthcare']"
"Clatsop, OR",7,"['Moda Health Plan, Inc.', 'BridgeSpan Health Company', 'Health Republic', ""Oregon's Health CO-OP"", 'LifeWise Health Plan of Oregon', 'PacificSource Health Plans', 'Providence Health Plan']"
"Wilkes, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Humana, Inc.', 'UnitedHealthcare']"
"Wheeler, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Baylor, TX",1,['Blue Cross and Blue Shield of Texas']
"Ford, KS",3,"['Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Valley, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health CO-OP']"
"Monroe, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Dimmit, TX",1,['Blue Cross and Blue Shield of Texas']
"Lafayette, WI",4,"['UnitedHealthcare', 'Unity Health Insurance', 'Dean Health Plan', 'Group Health Cooperative- SCW']"
"Lavaca, TX",1,['Blue Cross and Blue Shield of Texas']
"Catawba, NC",3,"['UnitedHealthcare', 'Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC']"
"Monroe, WI",5,"['Anthem Blue Cross and Blue Shield', 'Security Health Plan', 'Gundersen Health Plan, Inc.', 'UnitedHealthcare', 'Health Tradition Health Plan']"
"Treutlen, GA",2,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Lauderdale, MS",2,"['Ambetter from Magnolia Health', 'UnitedHealthcare']"
"Terrebonne, LA",4,"['Vantage Health Plan', 'HMO Louisiana', 'UnitedHealthcare', 'Blue Cross Blue Shield of Louisiana']"
"Lafayette, AR",4,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield', 'QC Life and Health', 'Ambetter of Arkansas']"
"Fayette, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Cavalier, ND",3,"['Medica', 'Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Franklin, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Alliant Health Plans']"
"Butler, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Edwards, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care']"
"Texas, OK",1,['Blue Cross and Blue Shield of Oklahoma']
"Alamance, NC",3,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Kimble, TX",2,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan']"
"Cuyahoga, OH",10,"['SummaCare Inc', 'HealthSpan Integrated Care', 'Molina Marketplace', 'Ambetter from Buckeye Health Plan', 'UnitedHealthcare', 'MedMutual', 'InHealth Mutual', 'Aetna', 'CareSource', 'Anthem Blue Cross and Blue Shield']"
"Alleghany, VA",2,"['Optima Health', 'HealthKeepers, Inc.']"
"Hood, TX",3,"['Cigna Healthcare', 'Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan']"
"Hamilton, IN",6,"['Anthem Blue Cross and Blue Shield', 'PHP', 'CareSource', 'UnitedHealthcare', 'Ambetter from MHS', 'MDwise Marketplace']"
"Bee, TX",2,"['Humana, Inc.', 'Blue Cross and Blue Shield of Texas']"
"Flathead, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health CO-OP']"
"Dona Ana, NM",5,"['Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections', 'Blue Cross and Blue Shield of New Mexico', 'CHRISTUS Health Plan NM']"
"Harmon, OK",1,['Blue Cross and Blue Shield of Oklahoma']
"LaGrange, IN",4,"['PHP', 'UnitedHealthcare', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Meagher, MT",3,"['Montana Health CO-OP', 'PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana']"
"Warren, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"Alger, MI",2,"['Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan']"
"Dade, GA",3,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'Alliant Health Plans']"
"Merrimack, NH",4,"['Community Health Options', 'Harvard Pilgrim Health Care of NE', 'Minuteman Health, Inc', 'Anthem Blue Cross and Blue Shield']"
"Monroe, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Poweshiek, IA",1,['Coventry Health Care of Iowa Inc.']
"Presidio, TX",1,['Blue Cross and Blue Shield of Texas']
"Medina, TX",2,"['Blue Cross and Blue Shield of Texas', 'Aetna']"
"Monroe, AR",4,"['Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance', 'QC Life and Health']"
"Humboldt, NV",2,"['Nevada Health CO-OP', 'HMO Colorado Inc dba HMO NV(Anthem BCBS)']"
"Leake, MS",2,"['UnitedHealthcare', 'Humana, Inc.']"
"Kalamazoo, MI",5,"['Blue Care Network of Michigan', 'Priority Health', 'Blue Cross Blue Shield of Michigan', 'Meridian Choice: Your Connection to Bronson Healthcare', 'Consumers Mutual Insurance of Michigan']"
"Waupaca, WI",5,"['UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'Security Health Plan', 'Arise Health Plan', 'Molina Marketplace']"
"Dallas, TX",6,"['Blue Cross and Blue Shield of Texas', 'Aetna', 'Molina Marketplace', 'Scott and White Health Plan', 'UnitedHealthcare', 'Cigna Healthcare']"
"Russell, VA",2,"['HealthKeepers, Inc.', 'Optima Health']"
"Crawford, WI",4,"['Dean Health Plan', 'Gundersen Health Plan, Inc.', 'Health Tradition Health Plan', 'Unity Health Insurance']"
"Hardin, IA",1,['Coventry Health Care of Iowa Inc.']
"Howell, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Logan, OK",2,"['GlobalHealth', 'Blue Cross and Blue Shield of Oklahoma']"
"Logan, OH",3,"['InHealth Mutual', 'Anthem Blue Cross and Blue Shield', 'MedMutual']"
"Hardin, IL",4,"['Coventry Health Care', 'Health Alliance Medical Plans, Inc.', 'Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company']"
"Wichita, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Terrell, GA",3,"['UnitedHealthcare', 'Coventry Health Care of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Lowndes, GA",3,"['Coventry Health Care of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Stevens, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Dent, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Antrim, MI",5,"['Priority Health', 'Blue Care Network of Michigan', 'McLaren Health Plan', 'Consumers Mutual Insurance of Michigan', 'Blue Cross Blue Shield of Michigan']"
"Tattnall, GA",3,"['UnitedHealthcare', 'Humana, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Aransas, TX",2,"['Blue Cross and Blue Shield of Texas', 'Humana, Inc.']"
"Emmet, MI",5,"['Blue Cross Blue Shield of Michigan', 'Priority Health', 'Consumers Mutual Insurance of Michigan', 'McLaren Health Plan', 'Blue Care Network of Michigan']"
"Swisher, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Greenwood, KS",4,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health Care Of Kansas Inc', 'Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Mahaska, IA",1,['Coventry Health Care of Iowa Inc.']
"Langlade, WI",4,"['Anthem Blue Cross and Blue Shield', 'UnitedHealthcare', 'Security Health Plan', 'Arise Health Plan']"
"Bowman, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica']"
"Mingo, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Fremont, WY",2,"['Blue Cross Blue Shield of Wyoming', 'WINhealth Partners']"
"Lonoke, AR",4,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas', 'QC Life and Health']"
"Mercer, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Chesterfield, SC",3,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', ""Consumers' Choice Health Plan""]"
"Wells, ND",3,"['Sanford Health Plan', 'Medica', 'Blue Cross Blue Shield of North Dakota']"
"Morgan, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Jones, IA",1,['Coventry Health Care of Iowa Inc.']
"Gilmer, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Pike, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Logan, AR",4,"['QC Life and Health', 'Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Avoyelles, LA",3,"['Vantage Health Plan', 'Blue Cross Blue Shield of Louisiana', 'UnitedHealthcare']"
"Duplin, NC",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC']"
"McDonough, IL",5,"['Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Coventry Health Care', 'Health Alliance Medical Plans, Inc.', 'Humana, Inc.']"
"Pike, MS",2,"['UnitedHealthcare', 'Humana, Inc.']"
"Fayette, GA",5,"['Ambetter from Peach State Health Plan', 'UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'Humana, Inc.', 'Kaiser Permanente']"
"Gratiot, MI",5,"['Priority Health', 'Physicians Health Plan', 'Blue Cross Blue Shield of Michigan', 'HAP', 'Blue Care Network of Michigan']"
"Yoakum, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Greer, OK",1,['Blue Cross and Blue Shield of Oklahoma']
"Camp, TX",1,['Blue Cross and Blue Shield of Texas']
"Osage, OK",3,"['Blue Cross and Blue Shield of Oklahoma', 'CommunityCare of Oklahoma', 'GlobalHealth']"
"Sussex, NJ",4,"['Health Republic Insurance of New Jersey', 'AmeriHealth New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey', 'UnitedHealthcare Oxford']"
"Highlands, FL",2,"['UnitedHealthcare', 'Florida Blue (BlueCross BlueShield FL)']"
"Roanoke, VA",3,"['Aetna Life Insurance Company', 'Optima Health', 'HealthKeepers, Inc.']"
"Grant, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Grant, ND",3,"['Medica', 'Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Shannon, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Clarke, MS",2,"['Ambetter from Magnolia Health', 'UnitedHealthcare']"
"Grant, NM",5,"['Blue Cross and Blue Shield of New Mexico', 'New Mexico Health Connections', 'CHRISTUS Health Plan NM', 'Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Potter, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Madison, GA",4,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Humana, Inc.', 'Ambetter from Peach State Health Plan', 'UnitedHealthcare']"
"Stokes, NC",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC']"
"Clinton, OH",5,"['CareSource', 'HealthSpan', 'InHealth Mutual', 'Anthem Blue Cross and Blue Shield', 'MedMutual']"
"Stonewall, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Bolivar, MS",2,"['Humana, Inc.', 'UnitedHealthcare']"
"Meriwether, GA",3,"['Kaiser Permanente', 'UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Rapides, LA",3,"['Vantage Health Plan', 'Blue Cross Blue Shield of Louisiana', 'UnitedHealthcare']"
"Sarasota, FL",5,"['Cigna Healthcare', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Aetna', 'UnitedHealthcare', 'Florida Blue (BlueCross BlueShield FL)']"
"Vernon, LA",3,"['Blue Cross Blue Shield of Louisiana', 'UnitedHealthcare', 'Vantage Health Plan']"
"Yankton, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Burt, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Mifflin, PA",7,"['Geisinger Choice', 'Keystone Health Plan Central, A Capital BlueCross Company', 'Highmark Health Insurance Company', 'Geisinger Health Plan', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Inc.', 'Capital BlueCross']"
"Sauk, WI",6,"['UnitedHealthcare', 'Gundersen Health Plan, Inc.', 'Dean Health Plan', 'Group Health Cooperative- SCW', 'Unity Health Insurance', 'Health Tradition Health Plan']"
"Judith Basin, MT",3,"['PacificSource Health Plans', 'Montana Health CO-OP', 'Blue Cross and Blue Shield of Montana']"
"Red Willow, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Houston, GA",4,"['UnitedHealthcare', 'Coventry Health Care of Georgia, Inc.', 'Humana, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Schuylkill, PA",7,"['Geisinger Health Plan', 'Keystone Health Plan Central, A Capital BlueCross Company', 'Geisinger Choice', 'Capital BlueCross', 'Highmark Health Insurance Company', 'Highmark Inc.', 'HealthAmerica Pennsylvania, Inc.']"
"Mississippi, AR",4,"['QualChoice Health Insurance', 'QC Life and Health', 'Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield']"
"Union, OR",7,"['LifeWise Health Plan of Oregon', 'BridgeSpan Health Company', 'Moda Health Plan, Inc.', 'PacificSource Health Plans', ""Oregon's Health CO-OP"", 'Providence Health Plan', 'Health Republic']"
"Jeff Davis, TX",1,['Blue Cross and Blue Shield of Texas']
"Howard, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Randall, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Crittenden, AR",4,"['QualChoice Health Insurance', 'QC Life and Health', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas']"
"Mahoning, OH",8,"['UnitedHealthcare', 'MedMutual', 'HealthSpan', 'SummaCare Inc', 'Aetna', 'InHealth Mutual', 'CareSource', 'Anthem Blue Cross and Blue Shield']"
"Starr, TX",3,"['Allegian Choice', 'Molina Marketplace', 'Blue Cross and Blue Shield of Texas']"
"Bureau, IL",4,"['Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Coventry Health Care']"
"Stark, IL",5,"['Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Humana, Inc.', 'Blue Cross and Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Leon, TX",3,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans', 'Scott and White Health Plan']"
"Maury, TN",1,['BlueCross BlueShield of Tennessee']
"Crane, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Williams, ND",2,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Shackelford, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Oakland, MI",10,"['Total Health Care USA, Inc.', 'Blue Cross Blue Shield of Michigan', 'HAP', 'Priority Health', 'UnitedHealthcare Community Plan, Inc.', 'Blue Care Network of Michigan', 'Humana, Inc.', 'McLaren Health Plan', 'Molina Marketplace', 'Consumers Mutual Insurance of Michigan']"
"Edwards, TX",1,['Blue Cross and Blue Shield of Texas']
"Isle of Wight, VA",3,"['Aetna Life Insurance Company', 'Optima Health', 'HealthKeepers, Inc.']"
"Alfalfa, OK",2,"['Blue Cross and Blue Shield of Oklahoma', 'GlobalHealth']"
"Andrew, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Polk, WI",1,['Medica']
"Jefferson, OR",7,"['LifeWise Health Plan of Oregon', 'PacificSource Health Plans', 'Moda Health Plan, Inc.', 'Providence Health Plan', ""Oregon's Health CO-OP"", 'BridgeSpan Health Company', 'Health Republic']"
"Clay, NC",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC']"
"Clay, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Nassau, FL",3,"['UnitedHealthcare', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)']"
"Belknap, NH",4,"['Harvard Pilgrim Health Care of NE', 'Anthem Blue Cross and Blue Shield', 'Minuteman Health, Inc', 'Community Health Options']"
"Pointe Coupee, LA",3,"['HMO Louisiana', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan']"
"Granite, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health CO-OP']"
"Talbot, GA",4,"['UnitedHealthcare', 'Ambetter from Peach State Health Plan', 'Humana, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Pittsylvania, VA",4,"['Optima Health', 'Piedmont Community HealthCare', 'Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.']"
"Daggett, UT",4,"['SelectHealth', 'BridgeSpan Health Company', 'Altius Health Plans Inc.', 'Arches Health Plan']"
"Sawyer, WI",2,"['Security Health Plan', 'Medica']"
"Buffalo, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Pasquotank, NC",1,['Blue Cross and Blue Shield of NC']
"Moore, TN",1,['BlueCross BlueShield of Tennessee']
"Boyd, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Southampton, VA",2,"['HealthKeepers, Inc.', 'Optima Health']"
"Hillsdale, MI",5,"['Consumers Mutual Insurance of Michigan', 'Blue Cross Blue Shield of Michigan', 'Priority Health', 'Blue Care Network of Michigan', 'McLaren Health Plan']"
"Greene, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"Bladen, NC",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC']"
"Camden, MO",3,"['Coventry Health Care', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield']"
"Morris, NJ",5,"['Oscar', 'Health Republic Insurance of New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey', 'AmeriHealth New Jersey', 'UnitedHealthcare Oxford']"
"Sebastian, AR",4,"['Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield', 'QC Life and Health', 'QualChoice Health Insurance']"
"Fisher, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Harrison, IA",1,['Coventry Health Care of Iowa Inc.']
"Scott, TN",2,"['Humana, Inc.', 'BlueCross BlueShield of Tennessee']"
"Harrison, IN",4,"['UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'Ambetter from MHS', 'CareSource']"
"Floyd, VA",3,"['Optima Health', 'HealthKeepers, Inc.', 'Aetna Life Insurance Company']"
"Bandera, TX",3,"['Ambetter from Superior Health Plan', 'Blue Cross and Blue Shield of Texas', 'Aetna']"
"Lincoln, AR",4,"['QC Life and Health', 'QualChoice Health Insurance', 'Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield']"
"Butler, OH",10,"['InHealth Mutual', 'Premier Health Plan', 'HealthSpan', 'MedMutual', 'CareSource', 'Humana, Inc.', 'Aetna', 'Anthem Blue Cross and Blue Shield', 'Molina Marketplace', 'UnitedHealthcare']"
"Douglas, SD",3,"['DAKOTACARE', 'Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Polk, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health and Life']"
"Franklin, FL",2,"['UnitedHealthcare', 'Florida Blue (BlueCross BlueShield FL)']"
"Kinney, TX",1,['Blue Cross and Blue Shield of Texas']
"Marion, SC",3,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', ""Consumers' Choice Health Plan""]"
"Beaver, OK",1,['Blue Cross and Blue Shield of Oklahoma']
