County,Number of Issuers,Issuers
"Elk, PA",4,"['Highmark Inc.', 'HealthAmerica Pennsylvania, Inc.', 'UPMC Health Plan', 'Highmark Health Insurance Company']"
"Richmond, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Shoshone, ID",3,"['PacificSource Health Plans', 'Blue Cross of Idaho', 'BridgeSpan Health Company']"
"Muscogee, GA",3,"['Blue Cross and Blue Shield of Georgia', 'Ambetter from Peach State Health Plan', 'Humana Employers Health Plan of Georgia, Inc.']"
"St. Francis, AR",2,"['Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Lafayette, LA",2,"['Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana']"
"Ohio, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Mason, TX",2,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas']"
"LaSalle, IL",5,"['Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Humana Insurance Company', 'Coventry Health Care']"
"Platte, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Jennings, IN",2,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Woodward, OK",2,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Greene, PA",4,"['Highmark Inc.', 'Highmark Health Insurance Company', 'UPMC Health Plan', 'HealthAmerica Pennsylvania, Inc.']"
"Wayne, MS",1,['Humana Insurance Company']
"Union, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Alliant Health Plans']"
"Pepin, WI",2,"['Health Tradition Health Plan', 'Security Health Plan']"
"Charlotte, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Poinsett, AR",2,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Robertson, TX",3,"['Blue Cross Blue Shield of Texas', 'Scott and White Health Plan', 'FirstCare Health Plans']"
"Wilson, TN",4,"['Humana Insurance Company', 'Community Health Alliance', 'Cigna Healthcare', 'BlueCross BlueShield of Tennessee']"
"Wayne, MI",9,"['Molina Healthcare of Michigan, Inc.', 'McLaren Health Plan', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan', 'Total Health Care USA, Inc.', 'Priority Health', 'Humana Medical Plan of Michigan, Inc.', 'HAP']"
"Sheridan, WY",2,"['Blue Cross Blue Shield of Wyoming', 'WINhealth Partners']"
"Webster, MS",1,['Ambetter from Magnolia Health Plan']
"Issaquena, MS",1,['Ambetter from Magnolia Health Plan']
"Wayne, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Bethel Census, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Arlington, VA",4,"['Group Hospitalization and Medical Services Inc.', 'Innovation Health Insurance Company', 'Kaiser Permanente', 'CareFirst BlueChoice, Inc.']"
"Cumberland, PA",7,"['Geisinger Choice', 'Highmark Health Insurance Company', 'Highmark Inc.', 'Geisinger Health Plan', 'Capital BlueCross', 'HealthAmerica Pennsylvania, Inc.', 'Keystone Health Plan Central, A Capital BlueCross Company']"
"Gilmer, GA",2,"['Alliant Health Plans', 'Blue Cross and Blue Shield of Georgia']"
"Williamson, TX",7,"['Ambetter from Superior Health Plan', 'Humana Health Plan of Texas, Inc.', 'Sendero Health Plans', 'Aetna', 'Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'Cigna Healthcare']"
"Sanilac, MI",5,"['Priority Health', 'Blue Care Network of Michigan', 'HAP', 'Blue Cross Blue Shield of Michigan', 'McLaren Health Plan']"
"Hughes, OK",2,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Williamson, TN",4,"['BlueCross BlueShield of Tennessee', 'Community Health Alliance', 'Humana Insurance Company', 'Cigna Healthcare']"
"Fairfax, VA",5,"['Innovation Health Insurance Company', 'HealthKeepers, Inc.', 'CareFirst BlueChoice, Inc.', 'Kaiser Permanente', 'Group Hospitalization and Medical Services Inc.']"
"Audubon, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Albemarle, VA",3,"['Coventry Health Care of Virginia, Inc', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Sweet Grass, MT",3,"['Montana Health Cooperative', 'Blue Cross Blue Shield of Montana', 'PacificSource Health Plans']"
"Meade, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Salem city, VA",4,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Coventry Health Care of Virginia, Inc', 'Aetna Life Insurance Company']"
"Weston, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"Scott, VA",1,"['HealthKeepers, Inc.']"
"Real, TX",1,['Blue Cross Blue Shield of Texas']
"Butler, AL",1,['Blue Cross and Blue Shield of Alabama']
"Glades, FL",1,['Florida Blue (BlueCross BlueShield FL)']
"St. Lucie, FL",3,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'Cigna Healthcare']"
"Cotton, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"Prairie, AR",3,"['Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance', 'Ambetter of Arkansas']"
"Nuckolls, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'CoOportunity Health']"
"Warren, OH",5,"['CareSource', 'Humana Health Plan of Ohio, Inc.', 'Anthem Blue Cross and Blue Shield', 'MedMutual', 'HealthSpan']"
"Charles Mix, SD",3,"['DAKOTACARE', 'Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Newton, AR",3,"['QualChoice Health Insurance', 'Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield']"
"Ralls, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Grand, UT",4,"['BridgeSpan Health Company', 'Arches Health Plan', 'SelectHealth', 'Altius Health Plans Inc.']"
"Hoonah-Angoon Census, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Montgomery, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Grafton, NH",1,['Anthem Blue Cross and Blue Shield']
"Concordia, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative', 'Vantage Health Plan, Inc.']"
"Gilchrist, FL",2,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)']"
"Taliaferro, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Heard, GA",4,"['Kaiser Permanente', 'Blue Cross and Blue Shield of Georgia', 'Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.']"
"Archer, TX",1,['Blue Cross Blue Shield of Texas']
"Gulf, FL",1,['Florida Blue (BlueCross BlueShield FL)']
"Cumberland, NC",2,"['Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Putnam, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Perquimans, NC",1,['Blue Cross and Blue Shield of NC']
"Johnson, NE",3,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska', 'CoOportunity Health']"
"Shelby, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Humphreys, MS",1,['Humana Insurance Company']
"Montgomery, MS",1,['Humana Insurance Company']
"Columbia, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Miller, GA",1,['Blue Cross and Blue Shield of Georgia']
"Washington, OH",3,"['Anthem Blue Cross and Blue Shield', 'MedMutual', 'Coventry Health and Life']"
"Washington, OK",3,"['CommunityCare of Oklahoma', 'Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Dunn, WI",2,"['Health Tradition Health Plan', 'Security Health Plan']"
"Emmons, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Dewey, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Briscoe, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Richland, MT",3,"['PacificSource Health Plans', 'Blue Cross Blue Shield of Montana', 'Montana Health Cooperative']"
"Jefferson, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Audrain, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Tunica, MS",1,['Ambetter from Magnolia Health Plan']
"Rockingham, NH",1,['Anthem Blue Cross and Blue Shield']
"Somerset, PA",6,"['Geisinger Health Plan', 'Geisinger Choice', 'Highmark Health Insurance Company', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Inc.', 'UPMC Health Plan']"
"Cascade, MT",3,"['PacificSource Health Plans', 'Montana Health Cooperative', 'Blue Cross Blue Shield of Montana']"
"Lowndes, MS",1,['Ambetter from Magnolia Health Plan']
"Custer, OK",2,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Berrien, GA",1,['Blue Cross and Blue Shield of Georgia']
"Tarrant, TX",3,"['Cigna Healthcare', 'Aetna', 'Blue Cross Blue Shield of Texas']"
"Monroe, MI",5,"['Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan', 'Priority Health', 'HAP', 'Consumers Mutual Insurance of Michigan']"
"Rosebud, MT",3,"['PacificSource Health Plans', 'Montana Health Cooperative', 'Blue Cross Blue Shield of Montana']"
"Fauquier, VA",2,"['Kaiser Permanente', 'HealthKeepers, Inc.']"
"Lancaster, SC",3,"['BlueChoice HealthPlan', ""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina']"
"Cole, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Highland, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Wake, NC",2,"['Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Saline, AR",3,"['Ambetter of Arkansas', 'QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Presque Isle, MI",3,"['Priority Health', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan']"
"Holmes, FL",1,['Florida Blue (BlueCross BlueShield FL)']
"Brunswick, NC",1,['Blue Cross and Blue Shield of NC']
"Mobile, AL",1,['Blue Cross and Blue Shield of Alabama']
"Catoosa, GA",2,"['Alliant Health Plans', 'Blue Cross and Blue Shield of Georgia']"
"Early, GA",1,['Blue Cross and Blue Shield of Georgia']
"Ritchie, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Coal, OK",2,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Clinton, PA",4,"['HealthAmerica Pennsylvania, Inc.', 'Geisinger Health Plan', 'Geisinger Choice', 'Blue Cross of Northeastern Pennsylvania']"
"Gogebic, MI",2,"['Consumers Mutual Insurance of Michigan', 'Blue Cross Blue Shield of Michigan']"
"Franklin, VA",4,"['HealthKeepers, Inc.', 'Aetna Life Insurance Company', 'Optima Health Plan', 'Coventry Health Care of Virginia, Inc']"
"Minidoka, ID",4,"['SelectHealth', 'PacificSource Health Plans', 'BridgeSpan Health Company', 'Blue Cross of Idaho']"
"Oconee, GA",3,"['Blue Cross and Blue Shield of Georgia', 'Ambetter from Peach State Health Plan', 'Humana Employers Health Plan of Georgia, Inc.']"
"Bexar, TX",5,"['CommunityFirst', 'Blue Cross Blue Shield of Texas', 'Aetna', 'Ambetter from Superior Health Plan', 'Humana Health Plan of Texas, Inc.']"
"Major, OK",2,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Boone, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Valley, NE",3,"['CoOportunity Health', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Golden Valley, ND",2,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Terry, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Delta, TX",1,['Blue Cross Blue Shield of Texas']
"Marquette, WI",1,['Dean Health Plan']
"Hancock, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.']"
"Perry, TN",2,"['BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
"Blaine, ID",4,"['SelectHealth', 'PacificSource Health Plans', 'BridgeSpan Health Company', 'Blue Cross of Idaho']"
"Kent, MI",4,"['Consumers Mutual Insurance of Michigan', 'Blue Cross Blue Shield of Michigan', 'Priority Health', 'Blue Care Network of Michigan']"
"Lipscomb, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Lawrence, AL",1,['Blue Cross and Blue Shield of Alabama']
"Potter, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Vanderburgh, IN",2,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Walker, TX",4,"['Blue Cross Blue Shield of Texas', 'Scott and White Health Plan', 'FirstCare Health Plans', 'Cigna Healthcare']"
"Pierce, WI",2,"['Health Tradition Health Plan', 'Medica Health Plans of Wisconsin']"
"Staunton city, VA",3,"['Optima Health Plan', 'Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.']"
"Chesterfield, VA",4,"['Coventry Health Care of Virginia, Inc', 'Aetna Life Insurance Company', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Westmoreland, VA",3,"['Kaiser Permanente', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Page, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Marshall, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Union, PA",7,"['HealthAmerica Pennsylvania, Inc.', 'Keystone Health Plan Central, A Capital BlueCross Company', 'Capital BlueCross', 'Geisinger Health Plan', 'Geisinger Choice', 'Highmark Health Insurance Company', 'Highmark Inc.']"
"Bedford, TN",2,"['Community Health Alliance', 'BlueCross BlueShield of Tennessee']"
"Mitchell, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Catahoula, LA",3,"['Louisiana Health Cooperative', 'Vantage Health Plan, Inc.', 'Blue Cross Blue Shield of Louisiana']"
"Noble, IN",3,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace', 'PHP']"
"Suwannee, FL",2,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)']"
"Steuben, IN",2,"['PHP', 'Anthem Blue Cross and Blue Shield']"
"Banks, GA",3,"['Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Greenbrier, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Dickinson, KS",3,"['Coventry Health and Life', 'Coventry Health Care Of Kansas Inc', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Liberty, MT",3,"['Blue Cross Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Bryan, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Bosque, TX",3,"['Blue Cross Blue Shield of Texas', 'Scott and White Health Plan', 'FirstCare Health Plans']"
"Sumner, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life', 'Coventry Health Care Of Kansas Inc']"
"Cherokee, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Atchison, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Chickasaw, MS",1,['Ambetter from Magnolia Health Plan']
"Louisa, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Hamblen, TN",3,"['Humana Insurance Company', 'BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
"Bernalillo, NM",4,"['New Mexico Health Connections', 'Presbyterian Health Plan', 'Blue Cross Blue Shield of New Mexico', 'Molina Health Care of New Mexico, Inc.']"
"Lexington, SC",4,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', 'Coventry Health Care of the Carolinas, Inc.', ""Consumers' Choice Health Plan""]"
"Bleckley, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Banner, NE",3,"['CoOportunity Health', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Winkler, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Pendleton, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Rich, UT",4,"['SelectHealth', 'BridgeSpan Health Company', 'Altius Health Plans Inc.', 'Arches Health Plan']"
"Limestone, AL",1,['Blue Cross and Blue Shield of Alabama']
"Union, FL",1,['Florida Blue (BlueCross BlueShield FL)']
"Cambria, PA",6,"['HealthAmerica Pennsylvania, Inc.', 'UPMC Health Plan', 'Highmark Inc.', 'Highmark Health Insurance Company', 'Geisinger Choice', 'Geisinger Health Plan']"
"Drew, AR",1,['Arkansas Blue Cross and Blue Shield']
"Tioga, PA",4,"['HealthAmerica Pennsylvania, Inc.', 'Geisinger Health Plan', 'Geisinger Choice', 'Blue Cross of Northeastern Pennsylvania']"
"Scott, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Schuyler, IL",3,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company']"
"Craven, NC",1,['Blue Cross and Blue Shield of NC']
"Bledsoe, TN",2,"['BlueCross BlueShield of Tennessee', 'Cigna Healthcare']"
"Scott, IN",1,['Anthem Blue Cross and Blue Shield']
"Davidson, NC",2,"['Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Ector, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Gregory, SD",3,"['Avera Health Plans, Inc.', 'Sanford Health Plan', 'DAKOTACARE']"
"Glynn, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.']"
"Randolph, IN",3,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace', 'PHP']"
"Scott, IL",4,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company']"
"Coffee, GA",1,['Blue Cross and Blue Shield of Georgia']
"Faulkner, AR",3,"['Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Comal, TX",4,"['Ambetter from Superior Health Plan', 'CommunityFirst', 'Blue Cross Blue Shield of Texas', 'Aetna']"
"Marinette, WI",5,"['Arise Health Plan', 'Dean Health Plan', 'Anthem Blue Cross and Blue Shield', 'Common Ground Healthcare Cooperative', 'Molina Healthcare of Wisconsin, Inc.']"
"Burleson, TX",3,"['Scott and White Health Plan', 'FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Carroll, AR",3,"['Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance', 'Ambetter of Arkansas']"
"Mountrail, ND",2,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Butte, SD",3,"['Avera Health Plans, Inc.', 'Sanford Health Plan', 'DAKOTACARE']"
"Wichita, TX",1,['Blue Cross Blue Shield of Texas']
"Osceola, FL",5,"['Cigna Healthcare', 'Aetna', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Humana Medical Plan, Inc.', 'Florida Blue (BlueCross BlueShield FL)']"
"Hamilton, IL",3,"['Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Cache, UT",4,"['BridgeSpan Health Company', 'SelectHealth', 'Arches Health Plan', 'Altius Health Plans Inc.']"
"Zapata, TX",1,['Blue Cross Blue Shield of Texas']
"Northampton, PA",7,"['Capital BlueCross', 'Keystone Health Plan Central, A Capital BlueCross Company', 'Geisinger Health Plan', 'Aetna', 'Geisinger Choice', 'Highmark Inc.', 'Highmark Health Insurance Company']"
"Tuscaloosa, AL",1,['Blue Cross and Blue Shield of Alabama']
"Hamilton, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Howard, IA",3,"['Gundersen Health Plan, Inc.', 'CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Gove, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Garfield, MT",3,"['PacificSource Health Plans', 'Blue Cross Blue Shield of Montana', 'Montana Health Cooperative']"
"Jackson, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Jackson, IN",2,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Jackson, IL",3,"['Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois']"
"Mercer, PA",4,"['UPMC Health Plan', 'Highmark Health Insurance Company', 'Highmark Inc.', 'HealthAmerica Pennsylvania, Inc.']"
"Howard, IN",3,"['PHP', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Albany, WY",2,"['Blue Cross Blue Shield of Wyoming', 'WINhealth Partners']"
"Smyth, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Washington, PA",4,"['HealthAmerica Pennsylvania, Inc.', 'Highmark Health Insurance Company', 'Highmark Inc.', 'UPMC Health Plan']"
"Stafford, VA",3,"['HealthKeepers, Inc.', 'Kaiser Permanente', 'Optima Health Plan']"
"Gaines, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Grant, IN",3,"['PHP', 'Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Butler, PA",4,"['Highmark Inc.', 'UPMC Health Plan', 'Highmark Health Insurance Company', 'HealthAmerica Pennsylvania, Inc.']"
"Ontonagon, MI",2,"['Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan']"
"Athens, OH",4,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'MOLINA HEALTHCARE OF OHIO', 'Coventry Health and Life']"
"Broward, FL",8,"['Florida Blue (BlueCross BlueShield FL)', 'Coventry Health Care of Florida, Inc.', 'Cigna Healthcare', 'Molina Healthcare of Florida, Inc', 'Humana Medical Plan, Inc.', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Ambetter from Sunshine Health', 'Aetna']"
"Bath, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Chattahoochee, GA",2,"['Ambetter from Peach State Health Plan', 'Blue Cross and Blue Shield of Georgia']"
"Iron, WI",1,['Security Health Plan']
"Johnson, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Winston, AL",1,['Blue Cross and Blue Shield of Alabama']
"Richland, LA",3,"['Vantage Health Plan, Inc.', 'Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana']"
"Quay, NM",4,"['New Mexico Health Connections', 'Molina Health Care of New Mexico, Inc.', 'Presbyterian Health Plan', 'Blue Cross Blue Shield of New Mexico']"
"Washington, LA",3,"['HMO Louisiana', 'Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative']"
"St. Charles, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Rice, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Hanson, SD",3,"['DAKOTACARE', 'Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Greene, VA",3,"['Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"St. Clair, AL",1,['Blue Cross and Blue Shield of Alabama']
"Macon, AL",1,['Blue Cross and Blue Shield of Alabama']
"Henry, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Callahan, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Broadwater, MT",3,"['Blue Cross Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Carter, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Calhoun, IL",4,"['Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Health Alliance Medical Plans, Inc.']"
"Upshur, TX",1,['Blue Cross Blue Shield of Texas']
"Clare, MI",4,"['Priority Health', 'HAP', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan']"
"Calhoun, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Henry, IL",4,"['Blue Cross Blue Shield of Illinois', 'Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Madison, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Henry, IN",2,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"McDuffie, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.']"
"Rutherford, NC",2,"['Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC']"
"Stark, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Carter, MT",3,"['Blue Cross Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health Cooperative']"
"DeKalb, TN",1,['BlueCross BlueShield of Tennessee']
"Sheridan, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"St. Tammany, LA",4,"['Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative', 'HMO Louisiana', 'Vantage Health Plan, Inc.']"
"Pope, AR",3,"['Ambetter of Arkansas', 'QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Uvalde, TX",1,['Blue Cross Blue Shield of Texas']
"Shawano, WI",6,"['Molina Healthcare of Wisconsin, Inc.', 'Anthem Blue Cross and Blue Shield', 'Dean Health Plan', 'Security Health Plan', 'Common Ground Healthcare Cooperative', 'Arise Health Plan']"
"Hale, AL",1,['Blue Cross and Blue Shield of Alabama']
"Stone, AR",2,"['Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Fulton, IL",5,"['Humana Insurance Company', 'Blue Cross Blue Shield of Illinois', 'Coventry Health Care', 'Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company']"
"Fulton, IN",3,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield', 'PHP']"
"Wilkes, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Wheeler, NE",3,"['CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Baylor, TX",1,['Blue Cross Blue Shield of Texas']
"Ford, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Valley, MT",3,"['Blue Cross Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health Cooperative']"
"Monroe, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Dimmit, TX",1,['Blue Cross Blue Shield of Texas']
"Lafayette, WI",2,"['Dean Health Plan', 'Group Health Cooperative- SCW']"
"Lavaca, TX",1,['Blue Cross Blue Shield of Texas']
"Catawba, NC",2,"['Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC']"
