County,Number of Issuers,Issuers
"Franklin, VA",3,"['HealthKeepers, Inc.', 'Aetna Life Insurance Company', 'Optima Health Plan']"
"Oconee, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Ambetter of Peach State Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Bexar, TX",6,"['Blue Cross Blue Shield of Texas', 'Allegian Insurance Company', 'Community First Health Plans, Inc.', 'Oscar Insurance Company of Texas', 'Celtic Insurance Company', 'Humana Health Plan of Texas, Inc.']"
"Major, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Boone, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Valley, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Golden Valley, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"Terry, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Delta, TX",1,['Blue Cross Blue Shield of Texas']
"Marquette, WI",5,"['Compcare Health Serv Ins Co(Anthem BCBS)', 'WPS Health Plan, Inc.', 'Unity Health Plans Insurance Corporation', 'Physicians Plus Insurance Corporation', 'Dean Health Plan']"
"Hancock, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Perry, TN",1,['BlueCross BlueShield of Tennessee']
"Charles City, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Kent, MI",4,"['Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Priority Health', 'Blue Care Network of Michigan']"
"Lipscomb, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Lawrence, AL",1,['Blue Cross and Blue Shield of Alabama']
"Potter, TX",3,"['SHA, LLC DBA FirstCare Health Plans', 'Prominence HealthFirst of Texas, Inc.', 'Blue Cross Blue Shield of Texas']"
"Vanderburgh, IN",4,"['Celtic Insurance Company', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Indiana University Health Plans, Inc.']"
"Walker, TX",3,"['SHA, LLC DBA FirstCare Health Plans', 'Scott and White Health Plan', 'Blue Cross Blue Shield of Texas']"
"Pierce, WI",1,['Medica Health Plans of Wisconsin']
"Staunton city, VA",3,"['Optima Health Plan', 'Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.']"
"Chesterfield, VA",4,"['Coventry Health Care of Virginia, Inc', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Westmoreland, VA",3,"['Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Page, VA",4,"['UnitedHealthcare of the Mid-Atlantic Inc', 'HealthKeepers, Inc.', 'Innovation Health Insurance Company', 'Optima Health Plan']"
"Marshall, WV",2,"['Highmark Blue Cross Blue Shield West Virginia', 'CareSource West Virginia Co.']"
"Union, PA",5,"['Capital Advantage Assurance Company', 'Geisinger Health Plan', 'Highmark Health Insurance Company', 'Geisinger Quality Options', 'Keystone Health Plan Central']"
"Bedford, TN",1,['BlueCross BlueShield of Tennessee']
"Mitchell, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Catahoula, LA",3,"['HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company']"
"Noble, IN",5,"['CareSource Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Physicians Health Plan of Northern Indiana, Inc.', 'MDwise Marketplace, Inc.']"
"Suwannee, FL",2,"['Health Options, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Steuben, IN",5,"['Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'Celtic Insurance Company', 'Physicians Health Plan of Northern Indiana, Inc.', 'MDwise Marketplace, Inc.']"
"Banks, GA",3,"['Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Greenbrier, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Dickinson, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Liberty, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Bryan, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Lyon, NV",3,"['Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield', 'HMO Colorado, Inc., dba HMO Nevada', 'Prominence HealthFirst']"
"Bosque, TX",4,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'Insurance Company of Scott & White', 'SHA, LLC DBA FirstCare Health Plans']"
"Sumner, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Cherokee, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Atchison, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Chickasaw, MS",1,['Ambetter of Magnolia Inc.']
"Louisa, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Hamblen, TN",2,"['Humana Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Bernalillo, NM",3,"['New Mexico Health Connections', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Lexington, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Bleckley, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Banner, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Winkler, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Pendleton, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Rich, UT",1,['SelectHealth']
"Limestone, AL",1,['Blue Cross and Blue Shield of Alabama']
"Union, FL",1,['Blue Cross and Blue Shield of Florida']
"Cambria, PA",4,"['Geisinger Quality Options', 'UPMC Health Options, Inc.', 'Highmark Health Insurance Company', 'Geisinger Health Plan']"
"Drew, AR",4,"['USAble Mutual Insurance Company', 'Celtic Insurance Company', 'QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.']"
"Tioga, PA",3,"['First Priority Life Insurance Company, Inc.', 'Geisinger Health Plan', 'Geisinger Quality Options']"
"Scott, IA",3,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)', 'Wellmark Synergy Health, Inc.']"
"Schuyler, IL",3,"['Blue Cross Blue Shield of Illinois', 'Humana Health Plan, Inc.', 'Health Alliance Medical Plans, Inc.']"
"Craven, NC",1,['Blue Cross and Blue Shield of NC']
"Bledsoe, TN",1,['BlueCross BlueShield of Tennessee']
"Scott, IN",4,"['Southeastern Indiana Health Organization', 'Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'MDwise Marketplace, Inc.']"
"Davidson, NC",1,['Blue Cross and Blue Shield of NC']
"Pershing, NV",2,"['HMO Colorado, Inc., dba HMO Nevada', 'Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield']"
"Ector, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Gregory, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Glynn, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Randolph, IN",4,"['Physicians Health Plan of Northern Indiana, Inc.', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Indiana University Health Plans, Inc.']"
"Scott, IL",3,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.']"
"Coffee, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Faulkner, AR",4,"['QCA Health Plan, Inc.', 'USAble Mutual Insurance Company', 'Celtic Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.']"
"Comal, TX",4,"['Blue Cross Blue Shield of Texas', 'Community First Health Plans, Inc.', 'Humana Health Plan of Texas, Inc.', 'Celtic Insurance Company']"
"Marinette, WI",5,"['Dean Health Plan', 'Common Ground Healthcare Cooperative', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Molina Healthcare of Wisconsin, Inc.', 'WPS Health Plan, Inc.']"
"Burleson, TX",4,"['Scott and White Health Plan', 'SHA, LLC DBA FirstCare Health Plans', 'Insurance Company of Scott & White', 'Blue Cross Blue Shield of Texas']"
"Carroll, AR",4,"['QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company', 'Celtic Insurance Company', 'QCA Health Plan, Inc.']"
"Mountrail, ND",2,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Butte, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Wichita, TX",1,['Blue Cross Blue Shield of Texas']
"Osceola, FL",3,"['Humana Medical Plan, Inc.', 'Blue Cross and Blue Shield of Florida', 'Health Options, Inc.']"
"Hamilton, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Cache, UT",1,['SelectHealth']
"Zapata, TX",1,['Blue Cross Blue Shield of Texas']
"Northampton, PA",5,"['Capital Advantage Assurance Company', 'Geisinger Health Plan', 'Keystone Health Plan Central', 'Geisinger Quality Options', 'Highmark Health Insurance Company']"
"Tuscaloosa, AL",1,['Blue Cross and Blue Shield of Alabama']
"Hamilton, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Howard, IA",4,"['Aetna Health Inc. (a IA corp.)', 'Gundersen Health Plan, Inc.', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Gove, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Garfield, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health Cooperative']"
"Jackson, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Jackson, IN",5,"['Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'MDwise Marketplace, Inc.', 'Southeastern Indiana Health Organization']"
"Jackson, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Mercer, PA",2,"['Highmark Health Insurance Company', 'UPMC Health Options, Inc.']"
"Howard, IN",4,"['Physicians Health Plan of Northern Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.', 'Celtic Insurance Company']"
"Albany, WY",1,['Blue Cross Blue Shield of Wyoming']
"Smyth, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Washington, PA",3,"['Highmark Health Insurance Company', 'Highmark Inc.', 'UPMC Health Options, Inc.']"
"Stafford, VA",5,"['Optima Health Plan', 'HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'Innovation Health Insurance Company']"
"Gaines, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Grant, IN",4,"['Physicians Health Plan of Northern Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.']"
"Clackamas, OR",6,"['Moda Health Plan, Inc.', 'BridgeSpan Health Company', 'Providence Health Plan', 'Kaiser Foundation Healthplan of the NW', 'PacificSource Health Plans', 'Zoom Health Plan, Inc.']"
"Butler, PA",3,"['UPMC Health Options, Inc.', 'Highmark Inc.', 'Highmark Health Insurance Company']"
"Ontonagon, MI",1,['Blue Cross Blue Shield of Michigan Mutual Insurance Company']
"Athens, OH",3,"['MOLINA HEALTHCARE OF OHIO', 'Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)']"
"Broward, FL",5,"['Celtic Insurance Company', 'Blue Cross and Blue Shield of Florida', 'Molina Healthcare of Florida, Inc', 'Humana Medical Plan, Inc.', 'Health Options, Inc.']"
"Bath, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Chattahoochee, GA",3,"['Humana Employers Health Plan of Georgia, Inc.', 'Ambetter of Peach State Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Iron, WI",2,"['WPS Health Plan, Inc.', 'Security Health Plan of Wisconsin, Inc.']"
"Johnson, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Winston, AL",1,['Blue Cross and Blue Shield of Alabama']
"Richland, LA",3,"['Louisiana Health Service & Indemnity Company', 'Vantage Health Plan, Inc.', 'HMO Louisiana, Inc.']"
"Quay, NM",3,"['New Mexico Health Connections', 'Molina Health Care of New Mexico, Inc.', 'CHRISTUS Health Plan']"
"Washington, LA",3,"['Louisiana Health Service & Indemnity Company', 'Vantage Health Plan, Inc.', 'HMO Louisiana, Inc.']"
"St. Charles, MO",2,"['Cigna Health and Life Insurance Company', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Rice, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Hanson, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Greene, VA",4,"['Coventry Health Care of Virginia, Inc', 'UnitedHealthcare of the Mid-Atlantic Inc', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"St. Clair, AL",1,['Blue Cross and Blue Shield of Alabama']
"Macon, AL",1,['Blue Cross and Blue Shield of Alabama']
"Henry, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Callahan, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Broadwater, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Carter, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Calhoun, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Upshur, TX",1,['Blue Cross Blue Shield of Texas']
"Clare, MI",5,"['Priority Health', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Alliance Health and Life Insurance Company', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company']"
"Calhoun, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Henry, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Madison, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Henry, IN",5,"['Indiana University Health Plans, Inc.', 'CareSource Indiana, Inc.', 'MDwise Marketplace, Inc.', 'Celtic Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"McDuffie, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Rutherford, NC",1,['Blue Cross and Blue Shield of NC']
"Stark, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Carter, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"DeKalb, TN",1,['BlueCross BlueShield of Tennessee']
"Sheridan, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"St. Tammany, LA",4,"['Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Humana Health Benefit Plan of Louisiana, Inc.']"
"Pope, AR",4,"['QCA Health Plan, Inc.', 'USAble Mutual Insurance Company', 'Celtic Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.']"
"Uvalde, TX",1,['Blue Cross Blue Shield of Texas']
"Shawano, WI",6,"['Molina Healthcare of Wisconsin, Inc.', 'Dean Health Plan', 'Security Health Plan of Wisconsin, Inc.', 'Common Ground Healthcare Cooperative', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'WPS Health Plan, Inc.']"
"Hale, AL",1,['Blue Cross and Blue Shield of Alabama']
"Stone, AR",4,"['QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company']"
"Fulton, IL",3,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.']"
"Fulton, IN",4,"['Physicians Health Plan of Northern Indiana, Inc.', 'MDwise Marketplace, Inc.', 'CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Clatsop, OR",4,"['Moda Health Plan, Inc.', 'BridgeSpan Health Company', 'PacificSource Health Plans', 'Providence Health Plan']"
"Wilkes, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Wheeler, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Baylor, TX",1,['Blue Cross Blue Shield of Texas']
"Ford, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Valley, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative']"
"Monroe, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Dimmit, TX",1,['Blue Cross Blue Shield of Texas']
"Lafayette, WI",4,"['Unity Health Plans Insurance Corporation', 'Physicians Plus Insurance Corporation', 'Dean Health Plan', 'Group Health Cooperative- SCW']"
"Lavaca, TX",1,['Blue Cross Blue Shield of Texas']
"Catawba, NC",1,['Blue Cross and Blue Shield of NC']
"Monroe, WI",4,"['Gundersen Health Plan, Inc.', 'Security Health Plan of Wisconsin, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Health Tradition Health Plan']"
"Treutlen, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Lauderdale, MS",1,['Ambetter of Magnolia Inc.']
"Terrebonne, LA",3,"['Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.']"
"Lafayette, AR",4,"['Celtic Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company']"
"Fayette, AL",1,['Blue Cross and Blue Shield of Alabama']
"Cavalier, ND",3,"['Medica Health Plans', 'Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Franklin, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans']"
"Butler, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Edwards, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Texas, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Alamance, NC",1,['Blue Cross and Blue Shield of NC']
"Kimble, TX",3,"['Insurance Company of Scott & White', 'Scott and White Health Plan', 'Blue Cross Blue Shield of Texas']"
"Cuyahoga, OH",8,"['Buckeye Community Health Plan', 'HealthSpan Integrated Care', 'Community Insurance Company(Anthem BCBS)', 'MOLINA HEALTHCARE OF OHIO', 'Medical Health Insuring Corp. of Ohio', 'CareSource', 'Humana Health Plan of Ohio, Inc.', 'Summa Insurance Company, Inc.']"
"Alleghany, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Hood, TX",3,"['Blue Cross Blue Shield of Texas', 'Scott and White Health Plan', 'Insurance Company of Scott & White']"
"Hamilton, IN",6,"['MDwise Marketplace, Inc.', 'Indiana University Health Plans, Inc.', 'CareSource Indiana, Inc.', 'Celtic Insurance Company', 'Physicians Health Plan of Northern Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Bee, TX",3,"['Humana Health Plan of Texas, Inc.', 'CHRISTUS Health Plan', 'Blue Cross Blue Shield of Texas']"
"Flathead, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative']"
"Dona Ana, NM",3,"['Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections', 'CHRISTUS Health Plan']"
"Harmon, OK",1,['Blue Cross Blue Shield of Oklahoma']
"LaGrange, IN",5,"['Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'MDwise Marketplace, Inc.']"
"Meagher, MT",3,"['PacificSource Health Plans', 'Montana Health Cooperative', 'Blue Cross and Blue Shield of Montana']"
"Warren, NC",1,['Blue Cross and Blue Shield of NC']
"Alger, MI",1,['Blue Cross Blue Shield of Michigan Mutual Insurance Company']
"Dade, GA",2,"['Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Merrimack, NH",4,"['Celtic Insurance Company', 'Matthew Thornton Hlth Plan(Anthem BCBS)', 'Harvard Pilgrim Health Care of NE', 'Minuteman Health, Inc']"
"Monroe, AL",1,['Blue Cross and Blue Shield of Alabama']
"Poweshiek, IA",3,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)', 'Wellmark Value Health Plan']"
"Presidio, TX",1,['Blue Cross Blue Shield of Texas']
"Medina, TX",2,"['Community First Health Plans, Inc.', 'Blue Cross Blue Shield of Texas']"
"Monroe, AR",4,"['QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company', 'Celtic Insurance Company']"
"Humboldt, NV",2,"['HMO Colorado, Inc., dba HMO Nevada', 'Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield']"
"Leake, MS",2,"['Humana Insurance Company', 'Ambetter of Magnolia Inc.']"
"Kalamazoo, MI",5,"['Blue Care Network of Michigan', 'Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Meridian Health Plan of Michigan, Inc.']"
"Waupaca, WI",4,"['Compcare Health Serv Ins Co(Anthem BCBS)', 'Security Health Plan of Wisconsin, Inc.', 'Molina Healthcare of Wisconsin, Inc.', 'WPS Health Plan, Inc.']"
"Dallas, TX",5,"['Blue Cross Blue Shield of Texas', 'Cigna Health and Life Insurance Company', 'Scott and White Health Plan', 'Insurance Company of Scott & White', 'Molina Healthcare of Texas']"
"Russell, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Crawford, WI",4,"['Dean Health Plan', 'Unity Health Plans Insurance Corporation', 'Health Tradition Health Plan', 'Gundersen Health Plan, Inc.']"
"Hardin, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Howell, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Logan, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Logan, OH",2,"['Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)']"
"Hardin, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Wichita, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Terrell, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Lowndes, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Stevens, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Dent, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Antrim, MI",5,"['Priority Health', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'McLaren Health Plan Community', 'Priority Health Insurance Company (PHIC)']"
"Tattnall, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Aransas, TX",3,"['Humana Health Plan of Texas, Inc.', 'Blue Cross Blue Shield of Texas', 'CHRISTUS Health Plan']"
"Emmet, MI",5,"['Priority Health', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'McLaren Health Plan Community']"
"Swisher, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Greenwood, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Mahaska, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Langlade, WI",3,"['WPS Health Plan, Inc.', 'Security Health Plan of Wisconsin, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)']"
"Bowman, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Mingo, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Fremont, WY",1,['Blue Cross Blue Shield of Wyoming']
"Lonoke, AR",4,"['QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company', 'Celtic Insurance Company', 'QCA Health Plan, Inc.']"
"Mercer, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Pike, AR",4,"['QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company', 'USAble Mutual Insurance Company']"
"Wells, ND",3,"['Sanford Health Plan', 'Medica Health Plans', 'Blue Cross Blue Shield of North Dakota']"
"Morgan, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Jones, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Gilmer, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Pike, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Logan, AR",4,"['Celtic Insurance Company', 'USAble Mutual Insurance Company', 'QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.']"
"Avoyelles, LA",3,"['HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company']"
"Duplin, NC",1,['Blue Cross and Blue Shield of NC']
"McDonough, IL",3,"['Humana Health Plan, Inc.', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Pike, MS",2,"['Humana Insurance Company', 'Ambetter of Magnolia Inc.']"
"Fayette, GA",4,"['Ambetter of Peach State Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
