i,s,c,id
Consumers' Choice Health Plan,SC,Berkeley,"Berkeley, SC"
BlueChoice HealthPlan,SC,Berkeley,"Berkeley, SC"
BlueCross BlueShield of South Carolina,SC,Calhoun,"Calhoun, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Calhoun,"Calhoun, SC"
BlueChoice HealthPlan,SC,Calhoun,"Calhoun, SC"
Consumers' Choice Health Plan,SC,Calhoun,"Calhoun, SC"
BlueChoice HealthPlan,SC,Charleston,"Charleston, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Charleston,"Charleston, SC"
Consumers' Choice Health Plan,SC,Charleston,"Charleston, SC"
BlueCross BlueShield of South Carolina,SC,Charleston,"Charleston, SC"
BlueCross BlueShield of South Carolina,SC,Cherokee,"Cherokee, SC"
Consumers' Choice Health Plan,SC,Cherokee,"Cherokee, SC"
BlueChoice HealthPlan,SC,Cherokee,"Cherokee, SC"
Consumers' Choice Health Plan,SC,Chester,"Chester, SC"
BlueCross BlueShield of South Carolina,SC,Chester,"Chester, SC"
BlueChoice HealthPlan,SC,Chester,"Chester, SC"
BlueCross BlueShield of South Carolina,SC,Chesterfield,"Chesterfield, SC"
BlueChoice HealthPlan,SC,Chesterfield,"Chesterfield, SC"
Consumers' Choice Health Plan,SC,Chesterfield,"Chesterfield, SC"
BlueCross BlueShield of South Carolina,SC,Clarendon,"Clarendon, SC"
BlueChoice HealthPlan,SC,Clarendon,"Clarendon, SC"
Consumers' Choice Health Plan,SC,Clarendon,"Clarendon, SC"
BlueCross BlueShield of South Carolina,SC,Colleton,"Colleton, SC"
Consumers' Choice Health Plan,SC,Colleton,"Colleton, SC"
BlueChoice HealthPlan,SC,Colleton,"Colleton, SC"
BlueChoice HealthPlan,SC,Darlington,"Darlington, SC"
BlueCross BlueShield of South Carolina,SC,Darlington,"Darlington, SC"
Consumers' Choice Health Plan,SC,Darlington,"Darlington, SC"
BlueChoice HealthPlan,SC,Dillon,"Dillon, SC"
Consumers' Choice Health Plan,SC,Dillon,"Dillon, SC"
BlueCross BlueShield of South Carolina,SC,Dillon,"Dillon, SC"
BlueCross BlueShield of South Carolina,SC,Dorchester,"Dorchester, SC"
BlueChoice HealthPlan,SC,Dorchester,"Dorchester, SC"
Consumers' Choice Health Plan,SC,Dorchester,"Dorchester, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Dorchester,"Dorchester, SC"
BlueChoice HealthPlan,SC,Edgefield,"Edgefield, SC"
BlueCross BlueShield of South Carolina,SC,Edgefield,"Edgefield, SC"
Consumers' Choice Health Plan,SC,Edgefield,"Edgefield, SC"
BlueChoice HealthPlan,SC,Fairfield,"Fairfield, SC"
Consumers' Choice Health Plan,SC,Fairfield,"Fairfield, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Fairfield,"Fairfield, SC"
BlueCross BlueShield of South Carolina,SC,Fairfield,"Fairfield, SC"
BlueCross BlueShield of South Carolina,SC,Florence,"Florence, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Florence,"Florence, SC"
Consumers' Choice Health Plan,SC,Florence,"Florence, SC"
BlueChoice HealthPlan,SC,Florence,"Florence, SC"
BlueCross BlueShield of South Carolina,SC,Georgetown,"Georgetown, SC"
Consumers' Choice Health Plan,SC,Georgetown,"Georgetown, SC"
BlueChoice HealthPlan,SC,Georgetown,"Georgetown, SC"
Consumers' Choice Health Plan,SC,Greenville,"Greenville, SC"
BlueChoice HealthPlan,SC,Greenville,"Greenville, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Greenville,"Greenville, SC"
BlueCross BlueShield of South Carolina,SC,Greenville,"Greenville, SC"
BlueCross BlueShield of South Carolina,SC,Greenwood,"Greenwood, SC"
BlueChoice HealthPlan,SC,Greenwood,"Greenwood, SC"
Consumers' Choice Health Plan,SC,Greenwood,"Greenwood, SC"
BlueCross BlueShield of South Carolina,SC,Hampton,"Hampton, SC"
Consumers' Choice Health Plan,SC,Hampton,"Hampton, SC"
BlueChoice HealthPlan,SC,Hampton,"Hampton, SC"
BlueCross BlueShield of South Carolina,SC,Horry,"Horry, SC"
BlueChoice HealthPlan,SC,Horry,"Horry, SC"
Consumers' Choice Health Plan,SC,Horry,"Horry, SC"
BlueCross BlueShield of South Carolina,SC,Jasper,"Jasper, SC"
BlueChoice HealthPlan,SC,Jasper,"Jasper, SC"
Consumers' Choice Health Plan,SC,Jasper,"Jasper, SC"
BlueCross BlueShield of South Carolina,SC,Kershaw,"Kershaw, SC"
BlueChoice HealthPlan,SC,Kershaw,"Kershaw, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Kershaw,"Kershaw, SC"
Consumers' Choice Health Plan,SC,Kershaw,"Kershaw, SC"
BlueChoice HealthPlan,SC,Lancaster,"Lancaster, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Lancaster,"Lancaster, SC"
Consumers' Choice Health Plan,SC,Lancaster,"Lancaster, SC"
BlueCross BlueShield of South Carolina,SC,Lancaster,"Lancaster, SC"
Consumers' Choice Health Plan,SC,Laurens,"Laurens, SC"
BlueCross BlueShield of South Carolina,SC,Laurens,"Laurens, SC"
BlueChoice HealthPlan,SC,Laurens,"Laurens, SC"
BlueCross BlueShield of South Carolina,SC,Lee,"Lee, SC"
Consumers' Choice Health Plan,SC,Lee,"Lee, SC"
BlueChoice HealthPlan,SC,Lee,"Lee, SC"
BlueCross BlueShield of South Carolina,SC,Lexington,"Lexington, SC"
BlueChoice HealthPlan,SC,Lexington,"Lexington, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Lexington,"Lexington, SC"
Consumers' Choice Health Plan,SC,Lexington,"Lexington, SC"
BlueCross BlueShield of South Carolina,SC,Marion,"Marion, SC"
BlueChoice HealthPlan,SC,Marion,"Marion, SC"
Consumers' Choice Health Plan,SC,Marion,"Marion, SC"
BlueCross BlueShield of South Carolina,SC,Marlboro,"Marlboro, SC"
Consumers' Choice Health Plan,SC,Marlboro,"Marlboro, SC"
BlueChoice HealthPlan,SC,Marlboro,"Marlboro, SC"
Consumers' Choice Health Plan,SC,McCormick,"McCormick, SC"
BlueCross BlueShield of South Carolina,SC,McCormick,"McCormick, SC"
BlueChoice HealthPlan,SC,McCormick,"McCormick, SC"
Consumers' Choice Health Plan,SC,Newberry,"Newberry, SC"
BlueCross BlueShield of South Carolina,SC,Newberry,"Newberry, SC"
BlueChoice HealthPlan,SC,Newberry,"Newberry, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Newberry,"Newberry, SC"
BlueCross BlueShield of South Carolina,SC,Oconee,"Oconee, SC"
Consumers' Choice Health Plan,SC,Oconee,"Oconee, SC"
BlueChoice HealthPlan,SC,Oconee,"Oconee, SC"
Consumers' Choice Health Plan,SC,Orangeburg,"Orangeburg, SC"
BlueChoice HealthPlan,SC,Orangeburg,"Orangeburg, SC"
BlueCross BlueShield of South Carolina,SC,Orangeburg,"Orangeburg, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Orangeburg,"Orangeburg, SC"
BlueChoice HealthPlan,SC,Pickens,"Pickens, SC"
BlueCross BlueShield of South Carolina,SC,Pickens,"Pickens, SC"
Consumers' Choice Health Plan,SC,Pickens,"Pickens, SC"
Consumers' Choice Health Plan,SC,Richland,"Richland, SC"
BlueCross BlueShield of South Carolina,SC,Richland,"Richland, SC"
BlueChoice HealthPlan,SC,Richland,"Richland, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Richland,"Richland, SC"
Consumers' Choice Health Plan,SC,Saluda,"Saluda, SC"
BlueCross BlueShield of South Carolina,SC,Saluda,"Saluda, SC"
BlueChoice HealthPlan,SC,Saluda,"Saluda, SC"
BlueChoice HealthPlan,SC,Spartanburg,"Spartanburg, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Spartanburg,"Spartanburg, SC"
Consumers' Choice Health Plan,SC,Spartanburg,"Spartanburg, SC"
BlueCross BlueShield of South Carolina,SC,Spartanburg,"Spartanburg, SC"
BlueCross BlueShield of South Carolina,SC,Sumter,"Sumter, SC"
BlueChoice HealthPlan,SC,Sumter,"Sumter, SC"
Consumers' Choice Health Plan,SC,Sumter,"Sumter, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,Sumter,"Sumter, SC"
Consumers' Choice Health Plan,SC,Union,"Union, SC"
BlueCross BlueShield of South Carolina,SC,Union,"Union, SC"
BlueChoice HealthPlan,SC,Union,"Union, SC"
Consumers' Choice Health Plan,SC,Williamsburg,"Williamsburg, SC"
BlueChoice HealthPlan,SC,Williamsburg,"Williamsburg, SC"
BlueCross BlueShield of South Carolina,SC,Williamsburg,"Williamsburg, SC"
BlueChoice HealthPlan,SC,York,"York, SC"
Consumers' Choice Health Plan,SC,York,"York, SC"
"Coventry Health Care of the Carolinas, Inc.",SC,York,"York, SC"
BlueCross BlueShield of South Carolina,SC,York,"York, SC"
"Avera Health Plans, Inc.",SD,Aurora,"Aurora, SD"
DAKOTACARE,SD,Aurora,"Aurora, SD"
Sanford Health Plan,SD,Aurora,"Aurora, SD"
Sanford Health Plan,SD,Beadle,"Beadle, SD"
DAKOTACARE,SD,Beadle,"Beadle, SD"
"Avera Health Plans, Inc.",SD,Beadle,"Beadle, SD"
Sanford Health Plan,SD,Bennett,"Bennett, SD"
DAKOTACARE,SD,Bennett,"Bennett, SD"
"Avera Health Plans, Inc.",SD,Bennett,"Bennett, SD"
"Avera Health Plans, Inc.",SD,Bon Homme,"Bon Homme, SD"
Sanford Health Plan,SD,Bon Homme,"Bon Homme, SD"
DAKOTACARE,SD,Bon Homme,"Bon Homme, SD"
DAKOTACARE,SD,Brookings,"Brookings, SD"
"Avera Health Plans, Inc.",SD,Brookings,"Brookings, SD"
Sanford Health Plan,SD,Brookings,"Brookings, SD"
DAKOTACARE,SD,Brown,"Brown, SD"
"Avera Health Plans, Inc.",SD,Brown,"Brown, SD"
Sanford Health Plan,SD,Brown,"Brown, SD"
"Avera Health Plans, Inc.",SD,Brule,"Brule, SD"
Sanford Health Plan,SD,Brule,"Brule, SD"
DAKOTACARE,SD,Brule,"Brule, SD"
Sanford Health Plan,SD,Buffalo,"Buffalo, SD"
DAKOTACARE,SD,Buffalo,"Buffalo, SD"
"Avera Health Plans, Inc.",SD,Buffalo,"Buffalo, SD"
"Avera Health Plans, Inc.",SD,Butte,"Butte, SD"
Sanford Health Plan,SD,Butte,"Butte, SD"
DAKOTACARE,SD,Butte,"Butte, SD"
"Avera Health Plans, Inc.",SD,Campbell,"Campbell, SD"
Sanford Health Plan,SD,Campbell,"Campbell, SD"
DAKOTACARE,SD,Campbell,"Campbell, SD"
DAKOTACARE,SD,Charles Mix,"Charles Mix, SD"
"Avera Health Plans, Inc.",SD,Charles Mix,"Charles Mix, SD"
Sanford Health Plan,SD,Charles Mix,"Charles Mix, SD"
"Avera Health Plans, Inc.",SD,Clark,"Clark, SD"
DAKOTACARE,SD,Clark,"Clark, SD"
Sanford Health Plan,SD,Clark,"Clark, SD"
Sanford Health Plan,SD,Clay,"Clay, SD"
"Avera Health Plans, Inc.",SD,Clay,"Clay, SD"
DAKOTACARE,SD,Clay,"Clay, SD"
DAKOTACARE,SD,Codington,"Codington, SD"
Sanford Health Plan,SD,Codington,"Codington, SD"
"Avera Health Plans, Inc.",SD,Codington,"Codington, SD"
"Avera Health Plans, Inc.",SD,Corson,"Corson, SD"
Sanford Health Plan,SD,Corson,"Corson, SD"
DAKOTACARE,SD,Corson,"Corson, SD"
DAKOTACARE,SD,Custer,"Custer, SD"
Sanford Health Plan,SD,Custer,"Custer, SD"
"Avera Health Plans, Inc.",SD,Custer,"Custer, SD"
DAKOTACARE,SD,Davison,"Davison, SD"
"Avera Health Plans, Inc.",SD,Davison,"Davison, SD"
Sanford Health Plan,SD,Davison,"Davison, SD"
DAKOTACARE,SD,Day,"Day, SD"
Sanford Health Plan,SD,Day,"Day, SD"
"Avera Health Plans, Inc.",SD,Day,"Day, SD"
DAKOTACARE,SD,Deuel,"Deuel, SD"
"Avera Health Plans, Inc.",SD,Deuel,"Deuel, SD"
Sanford Health Plan,SD,Deuel,"Deuel, SD"
"Avera Health Plans, Inc.",SD,Dewey,"Dewey, SD"
DAKOTACARE,SD,Dewey,"Dewey, SD"
Sanford Health Plan,SD,Dewey,"Dewey, SD"
DAKOTACARE,SD,Douglas,"Douglas, SD"
"Avera Health Plans, Inc.",SD,Douglas,"Douglas, SD"
Sanford Health Plan,SD,Douglas,"Douglas, SD"
"Avera Health Plans, Inc.",SD,Edmunds,"Edmunds, SD"
DAKOTACARE,SD,Edmunds,"Edmunds, SD"
Sanford Health Plan,SD,Edmunds,"Edmunds, SD"
DAKOTACARE,SD,Fall River,"Fall River, SD"
"Avera Health Plans, Inc.",SD,Fall River,"Fall River, SD"
Sanford Health Plan,SD,Fall River,"Fall River, SD"
DAKOTACARE,SD,Faulk,"Faulk, SD"
Sanford Health Plan,SD,Faulk,"Faulk, SD"
"Avera Health Plans, Inc.",SD,Faulk,"Faulk, SD"
"Avera Health Plans, Inc.",SD,Grant,"Grant, SD"
DAKOTACARE,SD,Grant,"Grant, SD"
Sanford Health Plan,SD,Grant,"Grant, SD"
"Avera Health Plans, Inc.",SD,Gregory,"Gregory, SD"
Sanford Health Plan,SD,Gregory,"Gregory, SD"
DAKOTACARE,SD,Gregory,"Gregory, SD"
Sanford Health Plan,SD,Haakon,"Haakon, SD"
DAKOTACARE,SD,Haakon,"Haakon, SD"
"Avera Health Plans, Inc.",SD,Haakon,"Haakon, SD"
DAKOTACARE,SD,Hamlin,"Hamlin, SD"
"Avera Health Plans, Inc.",SD,Hamlin,"Hamlin, SD"
Sanford Health Plan,SD,Hamlin,"Hamlin, SD"
Sanford Health Plan,SD,Hand,"Hand, SD"
"Avera Health Plans, Inc.",SD,Hand,"Hand, SD"
DAKOTACARE,SD,Hand,"Hand, SD"
Sanford Health Plan,SD,Hanson,"Hanson, SD"
DAKOTACARE,SD,Hanson,"Hanson, SD"
"Avera Health Plans, Inc.",SD,Hanson,"Hanson, SD"
"Avera Health Plans, Inc.",SD,Harding,"Harding, SD"
Sanford Health Plan,SD,Harding,"Harding, SD"
DAKOTACARE,SD,Harding,"Harding, SD"
"Avera Health Plans, Inc.",SD,Hughes,"Hughes, SD"
DAKOTACARE,SD,Hughes,"Hughes, SD"
Sanford Health Plan,SD,Hughes,"Hughes, SD"
"Avera Health Plans, Inc.",SD,Hutchinson,"Hutchinson, SD"
DAKOTACARE,SD,Hutchinson,"Hutchinson, SD"
Sanford Health Plan,SD,Hutchinson,"Hutchinson, SD"
"Avera Health Plans, Inc.",SD,Hyde,"Hyde, SD"
DAKOTACARE,SD,Hyde,"Hyde, SD"
Sanford Health Plan,SD,Hyde,"Hyde, SD"
"Avera Health Plans, Inc.",SD,Jackson,"Jackson, SD"
DAKOTACARE,SD,Jackson,"Jackson, SD"
Sanford Health Plan,SD,Jackson,"Jackson, SD"
DAKOTACARE,SD,Jerauld,"Jerauld, SD"
Sanford Health Plan,SD,Jerauld,"Jerauld, SD"
"Avera Health Plans, Inc.",SD,Jerauld,"Jerauld, SD"
DAKOTACARE,SD,Jones,"Jones, SD"
"Avera Health Plans, Inc.",SD,Jones,"Jones, SD"
Sanford Health Plan,SD,Jones,"Jones, SD"
Sanford Health Plan,SD,Kingsbury,"Kingsbury, SD"
DAKOTACARE,SD,Kingsbury,"Kingsbury, SD"
"Avera Health Plans, Inc.",SD,Kingsbury,"Kingsbury, SD"
"Avera Health Plans, Inc.",SD,Lake,"Lake, SD"
DAKOTACARE,SD,Lake,"Lake, SD"
Sanford Health Plan,SD,Lake,"Lake, SD"
DAKOTACARE,SD,Lawrence,"Lawrence, SD"
"Avera Health Plans, Inc.",SD,Lawrence,"Lawrence, SD"
Sanford Health Plan,SD,Lawrence,"Lawrence, SD"
"Avera Health Plans, Inc.",SD,Lincoln,"Lincoln, SD"
Sanford Health Plan,SD,Lincoln,"Lincoln, SD"
DAKOTACARE,SD,Lincoln,"Lincoln, SD"
"Avera Health Plans, Inc.",SD,Lyman,"Lyman, SD"
Sanford Health Plan,SD,Lyman,"Lyman, SD"
DAKOTACARE,SD,Lyman,"Lyman, SD"
DAKOTACARE,SD,Marshall,"Marshall, SD"
"Avera Health Plans, Inc.",SD,Marshall,"Marshall, SD"
Sanford Health Plan,SD,Marshall,"Marshall, SD"
"Avera Health Plans, Inc.",SD,McCook,"McCook, SD"
DAKOTACARE,SD,McCook,"McCook, SD"
Sanford Health Plan,SD,McCook,"McCook, SD"
Sanford Health Plan,SD,McPherson,"McPherson, SD"
"Avera Health Plans, Inc.",SD,McPherson,"McPherson, SD"
DAKOTACARE,SD,McPherson,"McPherson, SD"
Sanford Health Plan,SD,Meade,"Meade, SD"
"Avera Health Plans, Inc.",SD,Meade,"Meade, SD"
DAKOTACARE,SD,Meade,"Meade, SD"
"Avera Health Plans, Inc.",SD,Mellette,"Mellette, SD"
DAKOTACARE,SD,Mellette,"Mellette, SD"
Sanford Health Plan,SD,Mellette,"Mellette, SD"
"Avera Health Plans, Inc.",SD,Miner,"Miner, SD"
Sanford Health Plan,SD,Miner,"Miner, SD"
DAKOTACARE,SD,Miner,"Miner, SD"
"Avera Health Plans, Inc.",SD,Minnehaha,"Minnehaha, SD"
Sanford Health Plan,SD,Minnehaha,"Minnehaha, SD"
DAKOTACARE,SD,Minnehaha,"Minnehaha, SD"
"Avera Health Plans, Inc.",SD,Moody,"Moody, SD"
Sanford Health Plan,SD,Moody,"Moody, SD"
DAKOTACARE,SD,Moody,"Moody, SD"
"Avera Health Plans, Inc.",SD,Pennington,"Pennington, SD"
DAKOTACARE,SD,Pennington,"Pennington, SD"
Sanford Health Plan,SD,Pennington,"Pennington, SD"
Sanford Health Plan,SD,Perkins,"Perkins, SD"
DAKOTACARE,SD,Perkins,"Perkins, SD"
"Avera Health Plans, Inc.",SD,Perkins,"Perkins, SD"
Sanford Health Plan,SD,Potter,"Potter, SD"
DAKOTACARE,SD,Potter,"Potter, SD"
"Avera Health Plans, Inc.",SD,Potter,"Potter, SD"
DAKOTACARE,SD,Roberts,"Roberts, SD"
"Avera Health Plans, Inc.",SD,Roberts,"Roberts, SD"
Sanford Health Plan,SD,Roberts,"Roberts, SD"
"Avera Health Plans, Inc.",SD,Sanborn,"Sanborn, SD"
DAKOTACARE,SD,Sanborn,"Sanborn, SD"
Sanford Health Plan,SD,Sanborn,"Sanborn, SD"
DAKOTACARE,SD,Shannon,"Shannon, SD"
"Avera Health Plans, Inc.",SD,Shannon,"Shannon, SD"
Sanford Health Plan,SD,Shannon,"Shannon, SD"
"Avera Health Plans, Inc.",SD,Spink,"Spink, SD"
Sanford Health Plan,SD,Spink,"Spink, SD"
DAKOTACARE,SD,Spink,"Spink, SD"
"Avera Health Plans, Inc.",SD,Stanley,"Stanley, SD"
DAKOTACARE,SD,Stanley,"Stanley, SD"
Sanford Health Plan,SD,Stanley,"Stanley, SD"
Sanford Health Plan,SD,Sully,"Sully, SD"
DAKOTACARE,SD,Sully,"Sully, SD"
"Avera Health Plans, Inc.",SD,Sully,"Sully, SD"
"Avera Health Plans, Inc.",SD,Todd,"Todd, SD"
DAKOTACARE,SD,Todd,"Todd, SD"
Sanford Health Plan,SD,Todd,"Todd, SD"
"Avera Health Plans, Inc.",SD,Tripp,"Tripp, SD"
Sanford Health Plan,SD,Tripp,"Tripp, SD"
DAKOTACARE,SD,Tripp,"Tripp, SD"
DAKOTACARE,SD,Turner,"Turner, SD"
"Avera Health Plans, Inc.",SD,Turner,"Turner, SD"
Sanford Health Plan,SD,Turner,"Turner, SD"
"Avera Health Plans, Inc.",SD,Union,"Union, SD"
Sanford Health Plan,SD,Union,"Union, SD"
DAKOTACARE,SD,Union,"Union, SD"
Sanford Health Plan,SD,Walworth,"Walworth, SD"
"Avera Health Plans, Inc.",SD,Walworth,"Walworth, SD"
DAKOTACARE,SD,Walworth,"Walworth, SD"
Sanford Health Plan,SD,Yankton,"Yankton, SD"
DAKOTACARE,SD,Yankton,"Yankton, SD"
"Avera Health Plans, Inc.",SD,Yankton,"Yankton, SD"
"Avera Health Plans, Inc.",SD,Ziebach,"Ziebach, SD"
DAKOTACARE,SD,Ziebach,"Ziebach, SD"
Sanford Health Plan,SD,Ziebach,"Ziebach, SD"
"Humana, Inc.",TN,Anderson,"Anderson, TN"
BlueCross BlueShield of Tennessee,TN,Anderson,"Anderson, TN"
BlueCross BlueShield of Tennessee,TN,Bedford,"Bedford, TN"
BlueCross BlueShield of Tennessee,TN,Benton,"Benton, TN"
BlueCross BlueShield of Tennessee,TN,Bledsoe,"Bledsoe, TN"
Cigna Healthcare,TN,Bledsoe,"Bledsoe, TN"
"Humana, Inc.",TN,Blount,"Blount, TN"
BlueCross BlueShield of Tennessee,TN,Blount,"Blount, TN"
BlueCross BlueShield of Tennessee,TN,Bradley,"Bradley, TN"
Cigna Healthcare,TN,Bradley,"Bradley, TN"
"Humana, Inc.",TN,Campbell,"Campbell, TN"
BlueCross BlueShield of Tennessee,TN,Campbell,"Campbell, TN"
BlueCross BlueShield of Tennessee,TN,Cannon,"Cannon, TN"
BlueCross BlueShield of Tennessee,TN,Carroll,"Carroll, TN"
BlueCross BlueShield of Tennessee,TN,Carter,"Carter, TN"
"Humana, Inc.",TN,Cheatham,"Cheatham, TN"
Cigna Healthcare,TN,Cheatham,"Cheatham, TN"
BlueCross BlueShield of Tennessee,TN,Cheatham,"Cheatham, TN"
BlueCross BlueShield of Tennessee,TN,Chester,"Chester, TN"
"Humana, Inc.",TN,Claiborne,"Claiborne, TN"
BlueCross BlueShield of Tennessee,TN,Claiborne,"Claiborne, TN"
BlueCross BlueShield of Tennessee,TN,Clay,"Clay, TN"
"Humana, Inc.",TN,Cocke,"Cocke, TN"
BlueCross BlueShield of Tennessee,TN,Cocke,"Cocke, TN"
BlueCross BlueShield of Tennessee,TN,Coffee,"Coffee, TN"
BlueCross BlueShield of Tennessee,TN,Crockett,"Crockett, TN"
BlueCross BlueShield of Tennessee,TN,Cumberland,"Cumberland, TN"
BlueCross BlueShield of Tennessee,TN,Davidson,"Davidson, TN"
"Humana, Inc.",TN,Davidson,"Davidson, TN"
Cigna Healthcare,TN,Davidson,"Davidson, TN"
BlueCross BlueShield of Tennessee,TN,DeKalb,"DeKalb, TN"
BlueCross BlueShield of Tennessee,TN,Decatur,"Decatur, TN"
BlueCross BlueShield of Tennessee,TN,Dickson,"Dickson, TN"
BlueCross BlueShield of Tennessee,TN,Dyer,"Dyer, TN"
Cigna Healthcare,TN,Fayette,"Fayette, TN"
"Humana, Inc.",TN,Fayette,"Fayette, TN"
BlueCross BlueShield of Tennessee,TN,Fayette,"Fayette, TN"
BlueCross BlueShield of Tennessee,TN,Fentress,"Fentress, TN"
BlueCross BlueShield of Tennessee,TN,Franklin,"Franklin, TN"
Cigna Healthcare,TN,Franklin,"Franklin, TN"
BlueCross BlueShield of Tennessee,TN,Gibson,"Gibson, TN"
BlueCross BlueShield of Tennessee,TN,Giles,"Giles, TN"
BlueCross BlueShield of Tennessee,TN,Grainger,"Grainger, TN"
"Humana, Inc.",TN,Grainger,"Grainger, TN"
BlueCross BlueShield of Tennessee,TN,Greene,"Greene, TN"
Cigna Healthcare,TN,Grundy,"Grundy, TN"
BlueCross BlueShield of Tennessee,TN,Grundy,"Grundy, TN"
BlueCross BlueShield of Tennessee,TN,Hamblen,"Hamblen, TN"
"Humana, Inc.",TN,Hamblen,"Hamblen, TN"
BlueCross BlueShield of Tennessee,TN,Hamilton,"Hamilton, TN"
Cigna Healthcare,TN,Hamilton,"Hamilton, TN"
BlueCross BlueShield of Tennessee,TN,Hancock,"Hancock, TN"
BlueCross BlueShield of Tennessee,TN,Hardeman,"Hardeman, TN"
BlueCross BlueShield of Tennessee,TN,Hardin,"Hardin, TN"
BlueCross BlueShield of Tennessee,TN,Hawkins,"Hawkins, TN"
BlueCross BlueShield of Tennessee,TN,Haywood,"Haywood, TN"
Cigna Healthcare,TN,Haywood,"Haywood, TN"
"Humana, Inc.",TN,Haywood,"Haywood, TN"
BlueCross BlueShield of Tennessee,TN,Henderson,"Henderson, TN"
BlueCross BlueShield of Tennessee,TN,Henry,"Henry, TN"
BlueCross BlueShield of Tennessee,TN,Hickman,"Hickman, TN"
BlueCross BlueShield of Tennessee,TN,Houston,"Houston, TN"
BlueCross BlueShield of Tennessee,TN,Humphreys,"Humphreys, TN"
BlueCross BlueShield of Tennessee,TN,Jackson,"Jackson, TN"
BlueCross BlueShield of Tennessee,TN,Jefferson,"Jefferson, TN"
"Humana, Inc.",TN,Jefferson,"Jefferson, TN"
BlueCross BlueShield of Tennessee,TN,Johnson,"Johnson, TN"
"Humana, Inc.",TN,Knox,"Knox, TN"
BlueCross BlueShield of Tennessee,TN,Knox,"Knox, TN"
BlueCross BlueShield of Tennessee,TN,Lake,"Lake, TN"
Cigna Healthcare,TN,Lauderdale,"Lauderdale, TN"
BlueCross BlueShield of Tennessee,TN,Lauderdale,"Lauderdale, TN"
"Humana, Inc.",TN,Lauderdale,"Lauderdale, TN"
BlueCross BlueShield of Tennessee,TN,Lawrence,"Lawrence, TN"
BlueCross BlueShield of Tennessee,TN,Lewis,"Lewis, TN"
BlueCross BlueShield of Tennessee,TN,Lincoln,"Lincoln, TN"
"Humana, Inc.",TN,Loudon,"Loudon, TN"
BlueCross BlueShield of Tennessee,TN,Loudon,"Loudon, TN"
BlueCross BlueShield of Tennessee,TN,Macon,"Macon, TN"
BlueCross BlueShield of Tennessee,TN,Madison,"Madison, TN"
BlueCross BlueShield of Tennessee,TN,Marion,"Marion, TN"
Cigna Healthcare,TN,Marion,"Marion, TN"
BlueCross BlueShield of Tennessee,TN,Marshall,"Marshall, TN"
BlueCross BlueShield of Tennessee,TN,Maury,"Maury, TN"
BlueCross BlueShield of Tennessee,TN,McMinn,"McMinn, TN"
Cigna Healthcare,TN,McMinn,"McMinn, TN"
BlueCross BlueShield of Tennessee,TN,McNairy,"McNairy, TN"
Cigna Healthcare,TN,Meigs,"Meigs, TN"
BlueCross BlueShield of Tennessee,TN,Meigs,"Meigs, TN"
BlueCross BlueShield of Tennessee,TN,Monroe,"Monroe, TN"
"Humana, Inc.",TN,Monroe,"Monroe, TN"
"Humana, Inc.",TN,Montgomery,"Montgomery, TN"
Cigna Healthcare,TN,Montgomery,"Montgomery, TN"
BlueCross BlueShield of Tennessee,TN,Montgomery,"Montgomery, TN"
BlueCross BlueShield of Tennessee,TN,Moore,"Moore, TN"
BlueCross BlueShield of Tennessee,TN,Morgan,"Morgan, TN"
"Humana, Inc.",TN,Morgan,"Morgan, TN"
BlueCross BlueShield of Tennessee,TN,Obion,"Obion, TN"
BlueCross BlueShield of Tennessee,TN,Overton,"Overton, TN"
BlueCross BlueShield of Tennessee,TN,Perry,"Perry, TN"
BlueCross BlueShield of Tennessee,TN,Pickett,"Pickett, TN"
Cigna Healthcare,TN,Polk,"Polk, TN"
BlueCross BlueShield of Tennessee,TN,Polk,"Polk, TN"
BlueCross BlueShield of Tennessee,TN,Putnam,"Putnam, TN"
BlueCross BlueShield of Tennessee,TN,Rhea,"Rhea, TN"
Cigna Healthcare,TN,Rhea,"Rhea, TN"
BlueCross BlueShield of Tennessee,TN,Roane,"Roane, TN"
"Humana, Inc.",TN,Roane,"Roane, TN"
BlueCross BlueShield of Tennessee,TN,Robertson,"Robertson, TN"
"Humana, Inc.",TN,Robertson,"Robertson, TN"
Cigna Healthcare,TN,Robertson,"Robertson, TN"
Cigna Healthcare,TN,Rutherford,"Rutherford, TN"
BlueCross BlueShield of Tennessee,TN,Rutherford,"Rutherford, TN"
"Humana, Inc.",TN,Rutherford,"Rutherford, TN"
"Humana, Inc.",TN,Scott,"Scott, TN"
