i,s,c,id
Cigna Health and Life Insurance Company,TN,Johnson,"Johnson, TN"
BlueCross BlueShield of Tennessee,TN,Johnson,"Johnson, TN"
BlueCross BlueShield of Tennessee,TN,Knox,"Knox, TN"
Humana Insurance Company,TN,Knox,"Knox, TN"
UnitedHealthcare Insurance Company,TN,Knox,"Knox, TN"
BlueCross BlueShield of Tennessee,TN,Lake,"Lake, TN"
UnitedHealthcare Insurance Company,TN,Lake,"Lake, TN"
Cigna Health and Life Insurance Company,TN,Lauderdale,"Lauderdale, TN"
BlueCross BlueShield of Tennessee,TN,Lauderdale,"Lauderdale, TN"
Humana Insurance Company,TN,Lauderdale,"Lauderdale, TN"
UnitedHealthcare Insurance Company,TN,Lauderdale,"Lauderdale, TN"
UnitedHealthcare Insurance Company,TN,Lawrence,"Lawrence, TN"
BlueCross BlueShield of Tennessee,TN,Lawrence,"Lawrence, TN"
BlueCross BlueShield of Tennessee,TN,Lewis,"Lewis, TN"
UnitedHealthcare Insurance Company,TN,Lewis,"Lewis, TN"
UnitedHealthcare Insurance Company,TN,Lincoln,"Lincoln, TN"
BlueCross BlueShield of Tennessee,TN,Lincoln,"Lincoln, TN"
UnitedHealthcare Insurance Company,TN,Loudon,"Loudon, TN"
BlueCross BlueShield of Tennessee,TN,Loudon,"Loudon, TN"
Humana Insurance Company,TN,Loudon,"Loudon, TN"
UnitedHealthcare Insurance Company,TN,Macon,"Macon, TN"
BlueCross BlueShield of Tennessee,TN,Macon,"Macon, TN"
UnitedHealthcare Insurance Company,TN,Madison,"Madison, TN"
BlueCross BlueShield of Tennessee,TN,Madison,"Madison, TN"
BlueCross BlueShield of Tennessee,TN,Marion,"Marion, TN"
UnitedHealthcare Insurance Company,TN,Marion,"Marion, TN"
BlueCross BlueShield of Tennessee,TN,Marshall,"Marshall, TN"
UnitedHealthcare Insurance Company,TN,Marshall,"Marshall, TN"
BlueCross BlueShield of Tennessee,TN,Maury,"Maury, TN"
UnitedHealthcare Insurance Company,TN,Maury,"Maury, TN"
BlueCross BlueShield of Tennessee,TN,McMinn,"McMinn, TN"
UnitedHealthcare Insurance Company,TN,McMinn,"McMinn, TN"
UnitedHealthcare Insurance Company,TN,McNairy,"McNairy, TN"
BlueCross BlueShield of Tennessee,TN,McNairy,"McNairy, TN"
BlueCross BlueShield of Tennessee,TN,Meigs,"Meigs, TN"
UnitedHealthcare Insurance Company,TN,Meigs,"Meigs, TN"
BlueCross BlueShield of Tennessee,TN,Monroe,"Monroe, TN"
UnitedHealthcare Insurance Company,TN,Monroe,"Monroe, TN"
Humana Insurance Company,TN,Monroe,"Monroe, TN"
UnitedHealthcare Insurance Company,TN,Montgomery,"Montgomery, TN"
Humana Insurance Company,TN,Montgomery,"Montgomery, TN"
BlueCross BlueShield of Tennessee,TN,Montgomery,"Montgomery, TN"
Cigna Health and Life Insurance Company,TN,Montgomery,"Montgomery, TN"
UnitedHealthcare Insurance Company,TN,Moore,"Moore, TN"
BlueCross BlueShield of Tennessee,TN,Moore,"Moore, TN"
UnitedHealthcare Insurance Company,TN,Morgan,"Morgan, TN"
BlueCross BlueShield of Tennessee,TN,Morgan,"Morgan, TN"
Humana Insurance Company,TN,Morgan,"Morgan, TN"
UnitedHealthcare Insurance Company,TN,Obion,"Obion, TN"
BlueCross BlueShield of Tennessee,TN,Obion,"Obion, TN"
BlueCross BlueShield of Tennessee,TN,Overton,"Overton, TN"
UnitedHealthcare Insurance Company,TN,Overton,"Overton, TN"
UnitedHealthcare Insurance Company,TN,Perry,"Perry, TN"
BlueCross BlueShield of Tennessee,TN,Perry,"Perry, TN"
UnitedHealthcare Insurance Company,TN,Pickett,"Pickett, TN"
BlueCross BlueShield of Tennessee,TN,Pickett,"Pickett, TN"
UnitedHealthcare Insurance Company,TN,Polk,"Polk, TN"
BlueCross BlueShield of Tennessee,TN,Polk,"Polk, TN"
UnitedHealthcare Insurance Company,TN,Putnam,"Putnam, TN"
BlueCross BlueShield of Tennessee,TN,Putnam,"Putnam, TN"
UnitedHealthcare Insurance Company,TN,Rhea,"Rhea, TN"
BlueCross BlueShield of Tennessee,TN,Rhea,"Rhea, TN"
UnitedHealthcare Insurance Company,TN,Roane,"Roane, TN"
BlueCross BlueShield of Tennessee,TN,Roane,"Roane, TN"
Humana Insurance Company,TN,Roane,"Roane, TN"
UnitedHealthcare Insurance Company,TN,Robertson,"Robertson, TN"
Humana Insurance Company,TN,Robertson,"Robertson, TN"
BlueCross BlueShield of Tennessee,TN,Robertson,"Robertson, TN"
Cigna Health and Life Insurance Company,TN,Robertson,"Robertson, TN"
BlueCross BlueShield of Tennessee,TN,Rutherford,"Rutherford, TN"
Cigna Health and Life Insurance Company,TN,Rutherford,"Rutherford, TN"
UnitedHealthcare Insurance Company,TN,Rutherford,"Rutherford, TN"
Humana Insurance Company,TN,Rutherford,"Rutherford, TN"
UnitedHealthcare Insurance Company,TN,Scott,"Scott, TN"
Humana Insurance Company,TN,Scott,"Scott, TN"
BlueCross BlueShield of Tennessee,TN,Scott,"Scott, TN"
UnitedHealthcare Insurance Company,TN,Sequatchie,"Sequatchie, TN"
BlueCross BlueShield of Tennessee,TN,Sequatchie,"Sequatchie, TN"
Humana Insurance Company,TN,Sevier,"Sevier, TN"
UnitedHealthcare Insurance Company,TN,Sevier,"Sevier, TN"
BlueCross BlueShield of Tennessee,TN,Sevier,"Sevier, TN"
Cigna Health and Life Insurance Company,TN,Shelby,"Shelby, TN"
Humana Insurance Company,TN,Shelby,"Shelby, TN"
BlueCross BlueShield of Tennessee,TN,Shelby,"Shelby, TN"
UnitedHealthcare Insurance Company,TN,Shelby,"Shelby, TN"
UnitedHealthcare Insurance Company,TN,Smith,"Smith, TN"
BlueCross BlueShield of Tennessee,TN,Smith,"Smith, TN"
UnitedHealthcare Insurance Company,TN,Stewart,"Stewart, TN"
BlueCross BlueShield of Tennessee,TN,Stewart,"Stewart, TN"
BlueCross BlueShield of Tennessee,TN,Sullivan,"Sullivan, TN"
UnitedHealthcare Insurance Company,TN,Sullivan,"Sullivan, TN"
Cigna Health and Life Insurance Company,TN,Sullivan,"Sullivan, TN"
BlueCross BlueShield of Tennessee,TN,Sumner,"Sumner, TN"
UnitedHealthcare Insurance Company,TN,Sumner,"Sumner, TN"
Cigna Health and Life Insurance Company,TN,Sumner,"Sumner, TN"
Humana Insurance Company,TN,Sumner,"Sumner, TN"
Humana Insurance Company,TN,Tipton,"Tipton, TN"
UnitedHealthcare Insurance Company,TN,Tipton,"Tipton, TN"
BlueCross BlueShield of Tennessee,TN,Tipton,"Tipton, TN"
Cigna Health and Life Insurance Company,TN,Tipton,"Tipton, TN"
Humana Insurance Company,TN,Trousdale,"Trousdale, TN"
BlueCross BlueShield of Tennessee,TN,Trousdale,"Trousdale, TN"
UnitedHealthcare Insurance Company,TN,Trousdale,"Trousdale, TN"
Cigna Health and Life Insurance Company,TN,Trousdale,"Trousdale, TN"
Cigna Health and Life Insurance Company,TN,Unicoi,"Unicoi, TN"
BlueCross BlueShield of Tennessee,TN,Unicoi,"Unicoi, TN"
UnitedHealthcare Insurance Company,TN,Unicoi,"Unicoi, TN"
BlueCross BlueShield of Tennessee,TN,Union,"Union, TN"
Humana Insurance Company,TN,Union,"Union, TN"
UnitedHealthcare Insurance Company,TN,Union,"Union, TN"
UnitedHealthcare Insurance Company,TN,Van Buren,"Van Buren, TN"
BlueCross BlueShield of Tennessee,TN,Van Buren,"Van Buren, TN"
UnitedHealthcare Insurance Company,TN,Warren,"Warren, TN"
BlueCross BlueShield of Tennessee,TN,Warren,"Warren, TN"
UnitedHealthcare Insurance Company,TN,Washington,"Washington, TN"
Cigna Health and Life Insurance Company,TN,Washington,"Washington, TN"
BlueCross BlueShield of Tennessee,TN,Washington,"Washington, TN"
BlueCross BlueShield of Tennessee,TN,Wayne,"Wayne, TN"
UnitedHealthcare Insurance Company,TN,Wayne,"Wayne, TN"
UnitedHealthcare Insurance Company,TN,Weakley,"Weakley, TN"
BlueCross BlueShield of Tennessee,TN,Weakley,"Weakley, TN"
BlueCross BlueShield of Tennessee,TN,White,"White, TN"
UnitedHealthcare Insurance Company,TN,White,"White, TN"
BlueCross BlueShield of Tennessee,TN,Williamson,"Williamson, TN"
Humana Insurance Company,TN,Williamson,"Williamson, TN"
Cigna Health and Life Insurance Company,TN,Williamson,"Williamson, TN"
UnitedHealthcare Insurance Company,TN,Williamson,"Williamson, TN"
Humana Insurance Company,TN,Wilson,"Wilson, TN"
UnitedHealthcare Insurance Company,TN,Wilson,"Wilson, TN"
Cigna Health and Life Insurance Company,TN,Wilson,"Wilson, TN"
BlueCross BlueShield of Tennessee,TN,Wilson,"Wilson, TN"
Blue Cross Blue Shield of Texas,TX,Anderson,"Anderson, TX"
Blue Cross Blue Shield of Texas,TX,Andrews,"Andrews, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Andrews,"Andrews, TX"
Blue Cross Blue Shield of Texas,TX,Angelina,"Angelina, TX"
"Humana Health Plan of Texas, Inc.",TX,Aransas,"Aransas, TX"
Blue Cross Blue Shield of Texas,TX,Aransas,"Aransas, TX"
CHRISTUS Health Plan,TX,Aransas,"Aransas, TX"
Blue Cross Blue Shield of Texas,TX,Archer,"Archer, TX"
Blue Cross Blue Shield of Texas,TX,Armstrong,"Armstrong, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Armstrong,"Armstrong, TX"
Aetna Life Insurance Company,TX,Atascosa,"Atascosa, TX"
Blue Cross Blue Shield of Texas,TX,Atascosa,"Atascosa, TX"
"Community First Health Plans, Inc.",TX,Atascosa,"Atascosa, TX"
Aetna Life Insurance Company,TX,Austin,"Austin, TX"
Insurance Company of Scott & White,TX,Austin,"Austin, TX"
Blue Cross Blue Shield of Texas,TX,Austin,"Austin, TX"
Scott and White Health Plan,TX,Austin,"Austin, TX"
Blue Cross Blue Shield of Texas,TX,Bailey,"Bailey, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Bailey,"Bailey, TX"
Aetna Life Insurance Company,TX,Bandera,"Bandera, TX"
Celtic Insurance Company,TX,Bandera,"Bandera, TX"
Blue Cross Blue Shield of Texas,TX,Bandera,"Bandera, TX"
Aetna Life Insurance Company,TX,Bastrop,"Bastrop, TX"
"Sendero Health Plans, inc.",TX,Bastrop,"Bastrop, TX"
Blue Cross Blue Shield of Texas,TX,Bastrop,"Bastrop, TX"
Celtic Insurance Company,TX,Bastrop,"Bastrop, TX"
Scott and White Health Plan,TX,Bastrop,"Bastrop, TX"
Blue Cross Blue Shield of Texas,TX,Baylor,"Baylor, TX"
"Humana Health Plan of Texas, Inc.",TX,Bee,"Bee, TX"
CHRISTUS Health Plan,TX,Bee,"Bee, TX"
Blue Cross Blue Shield of Texas,TX,Bee,"Bee, TX"
Insurance Company of Scott & White,TX,Bell,"Bell, TX"
Blue Cross Blue Shield of Texas,TX,Bell,"Bell, TX"
Scott and White Health Plan,TX,Bell,"Bell, TX"
Celtic Insurance Company,TX,Bell,"Bell, TX"
Aetna Life Insurance Company,TX,Bell,"Bell, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Bell,"Bell, TX"
Aetna Life Insurance Company,TX,Bexar,"Bexar, TX"
All Savers Insurance Company,TX,Bexar,"Bexar, TX"
Blue Cross Blue Shield of Texas,TX,Bexar,"Bexar, TX"
Allegian Insurance Company,TX,Bexar,"Bexar, TX"
"Community First Health Plans, Inc.",TX,Bexar,"Bexar, TX"
Oscar Insurance Company of Texas,TX,Bexar,"Bexar, TX"
Celtic Insurance Company,TX,Bexar,"Bexar, TX"
"Humana Health Plan of Texas, Inc.",TX,Bexar,"Bexar, TX"
Blue Cross Blue Shield of Texas,TX,Blanco,"Blanco, TX"
Scott and White Health Plan,TX,Blanco,"Blanco, TX"
Insurance Company of Scott & White,TX,Blanco,"Blanco, TX"
Celtic Insurance Company,TX,Blanco,"Blanco, TX"
Blue Cross Blue Shield of Texas,TX,Borden,"Borden, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Borden,"Borden, TX"
Scott and White Health Plan,TX,Bosque,"Bosque, TX"
Blue Cross Blue Shield of Texas,TX,Bosque,"Bosque, TX"
Insurance Company of Scott & White,TX,Bosque,"Bosque, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Bosque,"Bosque, TX"
CHRISTUS Health Plan,TX,Bowie,"Bowie, TX"
Blue Cross Blue Shield of Texas,TX,Bowie,"Bowie, TX"
"Community Health Choice, Inc.",TX,Brazoria,"Brazoria, TX"
Aetna Life Insurance Company,TX,Brazoria,"Brazoria, TX"
All Savers Insurance Company,TX,Brazoria,"Brazoria, TX"
"Cigna HealthCare of Texas, Inc.",TX,Brazoria,"Brazoria, TX"
Blue Cross Blue Shield of Texas,TX,Brazoria,"Brazoria, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Brazos,"Brazos, TX"
Insurance Company of Scott & White,TX,Brazos,"Brazos, TX"
Blue Cross Blue Shield of Texas,TX,Brazos,"Brazos, TX"
Scott and White Health Plan,TX,Brazos,"Brazos, TX"
Blue Cross Blue Shield of Texas,TX,Brewster,"Brewster, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Brewster,"Brewster, TX"
Blue Cross Blue Shield of Texas,TX,Briscoe,"Briscoe, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Briscoe,"Briscoe, TX"
Blue Cross Blue Shield of Texas,TX,Brooks,"Brooks, TX"
Celtic Insurance Company,TX,Brooks,"Brooks, TX"
"Prominence HealthFirst of Texas, Inc.",TX,Brooks,"Brooks, TX"
CHRISTUS Health Plan,TX,Brooks,"Brooks, TX"
Blue Cross Blue Shield of Texas,TX,Brown,"Brown, TX"
Scott and White Health Plan,TX,Burleson,"Burleson, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Burleson,"Burleson, TX"
Insurance Company of Scott & White,TX,Burleson,"Burleson, TX"
Blue Cross Blue Shield of Texas,TX,Burleson,"Burleson, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Burnet,"Burnet, TX"
Aetna Life Insurance Company,TX,Burnet,"Burnet, TX"
Insurance Company of Scott & White,TX,Burnet,"Burnet, TX"
Scott and White Health Plan,TX,Burnet,"Burnet, TX"
"Sendero Health Plans, inc.",TX,Burnet,"Burnet, TX"
Celtic Insurance Company,TX,Burnet,"Burnet, TX"
Blue Cross Blue Shield of Texas,TX,Burnet,"Burnet, TX"
"Humana Health Plan of Texas, Inc.",TX,Burnet,"Burnet, TX"
"Sendero Health Plans, inc.",TX,Caldwell,"Caldwell, TX"
Scott and White Health Plan,TX,Caldwell,"Caldwell, TX"
Aetna Life Insurance Company,TX,Caldwell,"Caldwell, TX"
Insurance Company of Scott & White,TX,Caldwell,"Caldwell, TX"
Celtic Insurance Company,TX,Caldwell,"Caldwell, TX"
Blue Cross Blue Shield of Texas,TX,Caldwell,"Caldwell, TX"
CHRISTUS Health Plan,TX,Calhoun,"Calhoun, TX"
Blue Cross Blue Shield of Texas,TX,Calhoun,"Calhoun, TX"
Blue Cross Blue Shield of Texas,TX,Callahan,"Callahan, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Callahan,"Callahan, TX"
Allegian Insurance Company,TX,Cameron,"Cameron, TX"
Humana Insurance Company,TX,Cameron,"Cameron, TX"
Celtic Insurance Company,TX,Cameron,"Cameron, TX"
Blue Cross Blue Shield of Texas,TX,Cameron,"Cameron, TX"
Molina Healthcare of Texas,TX,Cameron,"Cameron, TX"
All Savers Insurance Company,TX,Cameron,"Cameron, TX"
Blue Cross Blue Shield of Texas,TX,Camp,"Camp, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Carson,"Carson, TX"
Blue Cross Blue Shield of Texas,TX,Carson,"Carson, TX"
Blue Cross Blue Shield of Texas,TX,Cass,"Cass, TX"
CHRISTUS Health Plan,TX,Cass,"Cass, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Castro,"Castro, TX"
Blue Cross Blue Shield of Texas,TX,Castro,"Castro, TX"
Aetna Life Insurance Company,TX,Chambers,"Chambers, TX"
Blue Cross Blue Shield of Texas,TX,Chambers,"Chambers, TX"
"Community Health Choice, Inc.",TX,Chambers,"Chambers, TX"
Blue Cross Blue Shield of Texas,TX,Cherokee,"Cherokee, TX"
Blue Cross Blue Shield of Texas,TX,Childress,"Childress, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Childress,"Childress, TX"
Blue Cross Blue Shield of Texas,TX,Clay,"Clay, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Cochran,"Cochran, TX"
Blue Cross Blue Shield of Texas,TX,Cochran,"Cochran, TX"
Scott and White Health Plan,TX,Coke,"Coke, TX"
Insurance Company of Scott & White,TX,Coke,"Coke, TX"
Blue Cross Blue Shield of Texas,TX,Coke,"Coke, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Coke,"Coke, TX"
Insurance Company of Scott & White,TX,Coleman,"Coleman, TX"
Blue Cross Blue Shield of Texas,TX,Coleman,"Coleman, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Coleman,"Coleman, TX"
Scott and White Health Plan,TX,Coleman,"Coleman, TX"
Aetna Life Insurance Company,TX,Collin,"Collin, TX"
Molina Healthcare of Texas,TX,Collin,"Collin, TX"
Oscar Insurance Company of Texas,TX,Collin,"Collin, TX"
Blue Cross Blue Shield of Texas,TX,Collin,"Collin, TX"
Insurance Company of Scott & White,TX,Collin,"Collin, TX"
All Savers Insurance Company,TX,Collin,"Collin, TX"
Scott and White Health Plan,TX,Collin,"Collin, TX"
Cigna Health and Life Insurance Company,TX,Collin,"Collin, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Collingsworth,"Collingsworth, TX"
Blue Cross Blue Shield of Texas,TX,Collingsworth,"Collingsworth, TX"
Blue Cross Blue Shield of Texas,TX,Colorado,"Colorado, TX"
Aetna Life Insurance Company,TX,Colorado,"Colorado, TX"
Blue Cross Blue Shield of Texas,TX,Comal,"Comal, TX"
Aetna Life Insurance Company,TX,Comal,"Comal, TX"
All Savers Insurance Company,TX,Comal,"Comal, TX"
"Community First Health Plans, Inc.",TX,Comal,"Comal, TX"
"Humana Health Plan of Texas, Inc.",TX,Comal,"Comal, TX"
Celtic Insurance Company,TX,Comal,"Comal, TX"
Blue Cross Blue Shield of Texas,TX,Comanche,"Comanche, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Comanche,"Comanche, TX"
Insurance Company of Scott & White,TX,Concho,"Concho, TX"
Scott and White Health Plan,TX,Concho,"Concho, TX"
Blue Cross Blue Shield of Texas,TX,Concho,"Concho, TX"
"Prominence HealthFirst of Texas, Inc.",TX,Cooke,"Cooke, TX"
Blue Cross Blue Shield of Texas,TX,Cooke,"Cooke, TX"
Scott and White Health Plan,TX,Coryell,"Coryell, TX"
Aetna Life Insurance Company,TX,Coryell,"Coryell, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Coryell,"Coryell, TX"
Insurance Company of Scott & White,TX,Coryell,"Coryell, TX"
Blue Cross Blue Shield of Texas,TX,Coryell,"Coryell, TX"
Blue Cross Blue Shield of Texas,TX,Cottle,"Cottle, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Cottle,"Cottle, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Crane,"Crane, TX"
Blue Cross Blue Shield of Texas,TX,Crane,"Crane, TX"
Blue Cross Blue Shield of Texas,TX,Crockett,"Crockett, TX"
Scott and White Health Plan,TX,Crockett,"Crockett, TX"
Insurance Company of Scott & White,TX,Crockett,"Crockett, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Crosby,"Crosby, TX"
All Savers Insurance Company,TX,Crosby,"Crosby, TX"
Blue Cross Blue Shield of Texas,TX,Crosby,"Crosby, TX"
Blue Cross Blue Shield of Texas,TX,Culberson,"Culberson, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Dallam,"Dallam, TX"
Blue Cross Blue Shield of Texas,TX,Dallam,"Dallam, TX"
Aetna Life Insurance Company,TX,Dallas,"Dallas, TX"
Oscar Insurance Company of Texas,TX,Dallas,"Dallas, TX"
Blue Cross Blue Shield of Texas,TX,Dallas,"Dallas, TX"
Cigna Health and Life Insurance Company,TX,Dallas,"Dallas, TX"
Scott and White Health Plan,TX,Dallas,"Dallas, TX"
Insurance Company of Scott & White,TX,Dallas,"Dallas, TX"
Molina Healthcare of Texas,TX,Dallas,"Dallas, TX"
All Savers Insurance Company,TX,Dallas,"Dallas, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Dawson,"Dawson, TX"
Blue Cross Blue Shield of Texas,TX,Dawson,"Dawson, TX"
Blue Cross Blue Shield of Texas,TX,DeWitt,"DeWitt, TX"
"Prominence HealthFirst of Texas, Inc.",TX,Deaf Smith,"Deaf Smith, TX"
Blue Cross Blue Shield of Texas,TX,Deaf Smith,"Deaf Smith, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Deaf Smith,"Deaf Smith, TX"
Blue Cross Blue Shield of Texas,TX,Delta,"Delta, TX"
Scott and White Health Plan,TX,Denton,"Denton, TX"
Blue Cross Blue Shield of Texas,TX,Denton,"Denton, TX"
Insurance Company of Scott & White,TX,Denton,"Denton, TX"
Aetna Life Insurance Company,TX,Denton,"Denton, TX"
All Savers Insurance Company,TX,Denton,"Denton, TX"
Cigna Health and Life Insurance Company,TX,Denton,"Denton, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Dickens,"Dickens, TX"
Blue Cross Blue Shield of Texas,TX,Dickens,"Dickens, TX"
Blue Cross Blue Shield of Texas,TX,Dimmit,"Dimmit, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Donley,"Donley, TX"
Blue Cross Blue Shield of Texas,TX,Donley,"Donley, TX"
Blue Cross Blue Shield of Texas,TX,Duval,"Duval, TX"
Blue Cross Blue Shield of Texas,TX,Eastland,"Eastland, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Eastland,"Eastland, TX"
Blue Cross Blue Shield of Texas,TX,Ector,"Ector, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Ector,"Ector, TX"
Blue Cross Blue Shield of Texas,TX,Edwards,"Edwards, TX"
Blue Cross Blue Shield of Texas,TX,El Paso,"El Paso, TX"
Celtic Insurance Company,TX,El Paso,"El Paso, TX"
Allegian Insurance Company,TX,El Paso,"El Paso, TX"
All Savers Insurance Company,TX,El Paso,"El Paso, TX"
Molina Healthcare of Texas,TX,El Paso,"El Paso, TX"
Cigna Health and Life Insurance Company,TX,Ellis,"Ellis, TX"
Insurance Company of Scott & White,TX,Ellis,"Ellis, TX"
Aetna Life Insurance Company,TX,Ellis,"Ellis, TX"
Blue Cross Blue Shield of Texas,TX,Ellis,"Ellis, TX"
Scott and White Health Plan,TX,Ellis,"Ellis, TX"
Scott and White Health Plan,TX,Erath,"Erath, TX"
Blue Cross Blue Shield of Texas,TX,Erath,"Erath, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Erath,"Erath, TX"
Insurance Company of Scott & White,TX,Erath,"Erath, TX"
Scott and White Health Plan,TX,Falls,"Falls, TX"
Blue Cross Blue Shield of Texas,TX,Falls,"Falls, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Falls,"Falls, TX"
Aetna Life Insurance Company,TX,Falls,"Falls, TX"
Insurance Company of Scott & White,TX,Falls,"Falls, TX"
"Prominence HealthFirst of Texas, Inc.",TX,Fannin,"Fannin, TX"
Blue Cross Blue Shield of Texas,TX,Fannin,"Fannin, TX"
Celtic Insurance Company,TX,Fayette,"Fayette, TX"
Aetna Life Insurance Company,TX,Fayette,"Fayette, TX"
Insurance Company of Scott & White,TX,Fayette,"Fayette, TX"
Blue Cross Blue Shield of Texas,TX,Fayette,"Fayette, TX"
"Sendero Health Plans, inc.",TX,Fayette,"Fayette, TX"
Scott and White Health Plan,TX,Fayette,"Fayette, TX"
Blue Cross Blue Shield of Texas,TX,Fisher,"Fisher, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Fisher,"Fisher, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Floyd,"Floyd, TX"
Blue Cross Blue Shield of Texas,TX,Floyd,"Floyd, TX"
Blue Cross Blue Shield of Texas,TX,Foard,"Foard, TX"
Aetna Life Insurance Company,TX,Fort Bend,"Fort Bend, TX"
"Community Health Choice, Inc.",TX,Fort Bend,"Fort Bend, TX"
Blue Cross Blue Shield of Texas,TX,Fort Bend,"Fort Bend, TX"
"Humana Health Plan of Texas, Inc.",TX,Fort Bend,"Fort Bend, TX"
All Savers Insurance Company,TX,Fort Bend,"Fort Bend, TX"
"Cigna HealthCare of Texas, Inc.",TX,Fort Bend,"Fort Bend, TX"
Blue Cross Blue Shield of Texas,TX,Franklin,"Franklin, TX"
Blue Cross Blue Shield of Texas,TX,Freestone,"Freestone, TX"
Insurance Company of Scott & White,TX,Freestone,"Freestone, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Freestone,"Freestone, TX"
Scott and White Health Plan,TX,Freestone,"Freestone, TX"
Blue Cross Blue Shield of Texas,TX,Frio,"Frio, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Gaines,"Gaines, TX"
Blue Cross Blue Shield of Texas,TX,Gaines,"Gaines, TX"
"Community Health Choice, Inc.",TX,Galveston,"Galveston, TX"
All Savers Insurance Company,TX,Galveston,"Galveston, TX"
Blue Cross Blue Shield of Texas,TX,Galveston,"Galveston, TX"
Aetna Life Insurance Company,TX,Galveston,"Galveston, TX"
"Cigna HealthCare of Texas, Inc.",TX,Galveston,"Galveston, TX"
Blue Cross Blue Shield of Texas,TX,Garza,"Garza, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Garza,"Garza, TX"
Blue Cross Blue Shield of Texas,TX,Gillespie,"Gillespie, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Glasscock,"Glasscock, TX"
Blue Cross Blue Shield of Texas,TX,Glasscock,"Glasscock, TX"
CHRISTUS Health Plan,TX,Goliad,"Goliad, TX"
Blue Cross Blue Shield of Texas,TX,Goliad,"Goliad, TX"
Blue Cross Blue Shield of Texas,TX,Gonzales,"Gonzales, TX"
"Prominence HealthFirst of Texas, Inc.",TX,Gray,"Gray, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Gray,"Gray, TX"
Blue Cross Blue Shield of Texas,TX,Gray,"Gray, TX"
"Prominence HealthFirst of Texas, Inc.",TX,Grayson,"Grayson, TX"
Blue Cross Blue Shield of Texas,TX,Grayson,"Grayson, TX"
Blue Cross Blue Shield of Texas,TX,Gregg,"Gregg, TX"
All Savers Insurance Company,TX,Gregg,"Gregg, TX"
Scott and White Health Plan,TX,Grimes,"Grimes, TX"
Blue Cross Blue Shield of Texas,TX,Grimes,"Grimes, TX"
Insurance Company of Scott & White,TX,Grimes,"Grimes, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Grimes,"Grimes, TX"
All Savers Insurance Company,TX,Guadalupe,"Guadalupe, TX"
Aetna Life Insurance Company,TX,Guadalupe,"Guadalupe, TX"
"Community First Health Plans, Inc.",TX,Guadalupe,"Guadalupe, TX"
Blue Cross Blue Shield of Texas,TX,Guadalupe,"Guadalupe, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Hale,"Hale, TX"
Blue Cross Blue Shield of Texas,TX,Hale,"Hale, TX"
Blue Cross Blue Shield of Texas,TX,Hall,"Hall, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Hall,"Hall, TX"
Scott and White Health Plan,TX,Hamilton,"Hamilton, TX"
"SHA, LLC DBA FirstCare Health Plans",TX,Hamilton,"Hamilton, TX"
Blue Cross Blue Shield of Texas,TX,Hamilton,"Hamilton, TX"
Insurance Company of Scott & White,TX,Hamilton,"Hamilton, TX"
