i,s,c,id
FirstCare Health Plans,TX,San Saba,"San Saba, TX"
Blue Cross Blue Shield of Texas,TX,San Saba,"San Saba, TX"
Scott and White Health Plan,TX,San Saba,"San Saba, TX"
Blue Cross Blue Shield of Texas,TX,Schleicher,"Schleicher, TX"
Scott and White Health Plan,TX,Schleicher,"Schleicher, TX"
FirstCare Health Plans,TX,Scurry,"Scurry, TX"
Blue Cross Blue Shield of Texas,TX,Scurry,"Scurry, TX"
Blue Cross Blue Shield of Texas,TX,Shackelford,"Shackelford, TX"
FirstCare Health Plans,TX,Shackelford,"Shackelford, TX"
Blue Cross Blue Shield of Texas,TX,Shelby,"Shelby, TX"
FirstCare Health Plans,TX,Sherman,"Sherman, TX"
Blue Cross Blue Shield of Texas,TX,Sherman,"Sherman, TX"
Blue Cross Blue Shield of Texas,TX,Smith,"Smith, TX"
FirstCare Health Plans,TX,Somervell,"Somervell, TX"
Cigna Healthcare,TX,Somervell,"Somervell, TX"
Blue Cross Blue Shield of Texas,TX,Somervell,"Somervell, TX"
Scott and White Health Plan,TX,Somervell,"Somervell, TX"
Molina Marketplace,TX,Starr,"Starr, TX"
Blue Cross Blue Shield of Texas,TX,Starr,"Starr, TX"
FirstCare Health Plans,TX,Stephens,"Stephens, TX"
Blue Cross Blue Shield of Texas,TX,Stephens,"Stephens, TX"
Blue Cross Blue Shield of Texas,TX,Sterling,"Sterling, TX"
Scott and White Health Plan,TX,Sterling,"Sterling, TX"
FirstCare Health Plans,TX,Stonewall,"Stonewall, TX"
Blue Cross Blue Shield of Texas,TX,Stonewall,"Stonewall, TX"
Scott and White Health Plan,TX,Sutton,"Sutton, TX"
Blue Cross Blue Shield of Texas,TX,Sutton,"Sutton, TX"
Blue Cross Blue Shield of Texas,TX,Swisher,"Swisher, TX"
FirstCare Health Plans,TX,Swisher,"Swisher, TX"
Cigna Healthcare,TX,Tarrant,"Tarrant, TX"
Aetna,TX,Tarrant,"Tarrant, TX"
Blue Cross Blue Shield of Texas,TX,Tarrant,"Tarrant, TX"
Blue Cross Blue Shield of Texas,TX,Taylor,"Taylor, TX"
FirstCare Health Plans,TX,Taylor,"Taylor, TX"
Blue Cross Blue Shield of Texas,TX,Terrell,"Terrell, TX"
FirstCare Health Plans,TX,Terry,"Terry, TX"
Blue Cross Blue Shield of Texas,TX,Terry,"Terry, TX"
FirstCare Health Plans,TX,Throckmorton,"Throckmorton, TX"
Blue Cross Blue Shield of Texas,TX,Throckmorton,"Throckmorton, TX"
Blue Cross Blue Shield of Texas,TX,Titus,"Titus, TX"
Scott and White Health Plan,TX,Tom Green,"Tom Green, TX"
Blue Cross Blue Shield of Texas,TX,Tom Green,"Tom Green, TX"
Sendero Health Plans,TX,Travis,"Travis, TX"
"Humana Health Plan of Texas, Inc.",TX,Travis,"Travis, TX"
Cigna Healthcare,TX,Travis,"Travis, TX"
Ambetter from Superior Health Plan,TX,Travis,"Travis, TX"
Blue Cross Blue Shield of Texas,TX,Travis,"Travis, TX"
Scott and White Health Plan,TX,Travis,"Travis, TX"
Aetna,TX,Travis,"Travis, TX"
Blue Cross Blue Shield of Texas,TX,Trinity,"Trinity, TX"
Blue Cross Blue Shield of Texas,TX,Tyler,"Tyler, TX"
Aetna,TX,Tyler,"Tyler, TX"
Blue Cross Blue Shield of Texas,TX,Upshur,"Upshur, TX"
FirstCare Health Plans,TX,Upton,"Upton, TX"
Blue Cross Blue Shield of Texas,TX,Upton,"Upton, TX"
Blue Cross Blue Shield of Texas,TX,Uvalde,"Uvalde, TX"
Blue Cross Blue Shield of Texas,TX,Val Verde,"Val Verde, TX"
Blue Cross Blue Shield of Texas,TX,Van Zandt,"Van Zandt, TX"
Blue Cross Blue Shield of Texas,TX,Victoria,"Victoria, TX"
Blue Cross Blue Shield of Texas,TX,Walker,"Walker, TX"
Scott and White Health Plan,TX,Walker,"Walker, TX"
FirstCare Health Plans,TX,Walker,"Walker, TX"
Cigna Healthcare,TX,Walker,"Walker, TX"
Blue Cross Blue Shield of Texas,TX,Waller,"Waller, TX"
Aetna,TX,Waller,"Waller, TX"
Cigna Healthcare,TX,Waller,"Waller, TX"
Scott and White Health Plan,TX,Waller,"Waller, TX"
Community Health Choice,TX,Waller,"Waller, TX"
FirstCare Health Plans,TX,Ward,"Ward, TX"
Blue Cross Blue Shield of Texas,TX,Ward,"Ward, TX"
Blue Cross Blue Shield of Texas,TX,Washington,"Washington, TX"
FirstCare Health Plans,TX,Washington,"Washington, TX"
Scott and White Health Plan,TX,Washington,"Washington, TX"
Cigna Healthcare,TX,Washington,"Washington, TX"
Blue Cross Blue Shield of Texas,TX,Webb,"Webb, TX"
Molina Marketplace,TX,Webb,"Webb, TX"
Blue Cross Blue Shield of Texas,TX,Wharton,"Wharton, TX"
Aetna,TX,Wharton,"Wharton, TX"
FirstCare Health Plans,TX,Wheeler,"Wheeler, TX"
Blue Cross Blue Shield of Texas,TX,Wheeler,"Wheeler, TX"
Blue Cross Blue Shield of Texas,TX,Wichita,"Wichita, TX"
Blue Cross Blue Shield of Texas,TX,Wilbarger,"Wilbarger, TX"
Blue Cross Blue Shield of Texas,TX,Willacy,"Willacy, TX"
Ambetter from Superior Health Plan,TX,Williamson,"Williamson, TX"
"Humana Health Plan of Texas, Inc.",TX,Williamson,"Williamson, TX"
Sendero Health Plans,TX,Williamson,"Williamson, TX"
Aetna,TX,Williamson,"Williamson, TX"
Scott and White Health Plan,TX,Williamson,"Williamson, TX"
Blue Cross Blue Shield of Texas,TX,Williamson,"Williamson, TX"
Cigna Healthcare,TX,Williamson,"Williamson, TX"
Aetna,TX,Wilson,"Wilson, TX"
Blue Cross Blue Shield of Texas,TX,Wilson,"Wilson, TX"
Blue Cross Blue Shield of Texas,TX,Winkler,"Winkler, TX"
FirstCare Health Plans,TX,Winkler,"Winkler, TX"
Blue Cross Blue Shield of Texas,TX,Wise,"Wise, TX"
Cigna Healthcare,TX,Wise,"Wise, TX"
Blue Cross Blue Shield of Texas,TX,Wood,"Wood, TX"
FirstCare Health Plans,TX,Yoakum,"Yoakum, TX"
Blue Cross Blue Shield of Texas,TX,Yoakum,"Yoakum, TX"
Blue Cross Blue Shield of Texas,TX,Young,"Young, TX"
Blue Cross Blue Shield of Texas,TX,Zapata,"Zapata, TX"
Blue Cross Blue Shield of Texas,TX,Zavala,"Zavala, TX"
SelectHealth,UT,Beaver,"Beaver, UT"
Arches Health Plan,UT,Beaver,"Beaver, UT"
BridgeSpan Health Company,UT,Beaver,"Beaver, UT"
Altius Health Plans Inc.,UT,Beaver,"Beaver, UT"
SelectHealth,UT,Box Elder,"Box Elder, UT"
Arches Health Plan,UT,Box Elder,"Box Elder, UT"
Altius Health Plans Inc.,UT,Box Elder,"Box Elder, UT"
BridgeSpan Health Company,UT,Box Elder,"Box Elder, UT"
BridgeSpan Health Company,UT,Cache,"Cache, UT"
SelectHealth,UT,Cache,"Cache, UT"
Arches Health Plan,UT,Cache,"Cache, UT"
Altius Health Plans Inc.,UT,Cache,"Cache, UT"
Altius Health Plans Inc.,UT,Carbon,"Carbon, UT"
Arches Health Plan,UT,Carbon,"Carbon, UT"
BridgeSpan Health Company,UT,Carbon,"Carbon, UT"
SelectHealth,UT,Carbon,"Carbon, UT"
SelectHealth,UT,Daggett,"Daggett, UT"
BridgeSpan Health Company,UT,Daggett,"Daggett, UT"
Altius Health Plans Inc.,UT,Daggett,"Daggett, UT"
Arches Health Plan,UT,Daggett,"Daggett, UT"
BridgeSpan Health Company,UT,Davis,"Davis, UT"
Molina Healthcare of Utah,UT,Davis,"Davis, UT"
SelectHealth,UT,Davis,"Davis, UT"
"Humana Medical Plan of Utah, Inc.",UT,Davis,"Davis, UT"
Arches Health Plan,UT,Davis,"Davis, UT"
Altius Health Plans Inc.,UT,Davis,"Davis, UT"
BridgeSpan Health Company,UT,Duchesne,"Duchesne, UT"
Arches Health Plan,UT,Duchesne,"Duchesne, UT"
SelectHealth,UT,Duchesne,"Duchesne, UT"
Altius Health Plans Inc.,UT,Duchesne,"Duchesne, UT"
BridgeSpan Health Company,UT,Emery,"Emery, UT"
Altius Health Plans Inc.,UT,Emery,"Emery, UT"
Arches Health Plan,UT,Emery,"Emery, UT"
SelectHealth,UT,Emery,"Emery, UT"
BridgeSpan Health Company,UT,Garfield,"Garfield, UT"
Altius Health Plans Inc.,UT,Garfield,"Garfield, UT"
Arches Health Plan,UT,Garfield,"Garfield, UT"
SelectHealth,UT,Garfield,"Garfield, UT"
BridgeSpan Health Company,UT,Grand,"Grand, UT"
Arches Health Plan,UT,Grand,"Grand, UT"
SelectHealth,UT,Grand,"Grand, UT"
Altius Health Plans Inc.,UT,Grand,"Grand, UT"
SelectHealth,UT,Iron,"Iron, UT"
BridgeSpan Health Company,UT,Iron,"Iron, UT"
Arches Health Plan,UT,Iron,"Iron, UT"
Altius Health Plans Inc.,UT,Iron,"Iron, UT"
Arches Health Plan,UT,Juab,"Juab, UT"
BridgeSpan Health Company,UT,Juab,"Juab, UT"
SelectHealth,UT,Juab,"Juab, UT"
Altius Health Plans Inc.,UT,Juab,"Juab, UT"
BridgeSpan Health Company,UT,Kane,"Kane, UT"
Altius Health Plans Inc.,UT,Kane,"Kane, UT"
Arches Health Plan,UT,Kane,"Kane, UT"
SelectHealth,UT,Kane,"Kane, UT"
SelectHealth,UT,Millard,"Millard, UT"
Arches Health Plan,UT,Millard,"Millard, UT"
Altius Health Plans Inc.,UT,Millard,"Millard, UT"
BridgeSpan Health Company,UT,Millard,"Millard, UT"
Altius Health Plans Inc.,UT,Morgan,"Morgan, UT"
Arches Health Plan,UT,Morgan,"Morgan, UT"
BridgeSpan Health Company,UT,Morgan,"Morgan, UT"
SelectHealth,UT,Morgan,"Morgan, UT"
Altius Health Plans Inc.,UT,Piute,"Piute, UT"
BridgeSpan Health Company,UT,Piute,"Piute, UT"
Arches Health Plan,UT,Piute,"Piute, UT"
SelectHealth,UT,Piute,"Piute, UT"
SelectHealth,UT,Rich,"Rich, UT"
BridgeSpan Health Company,UT,Rich,"Rich, UT"
Altius Health Plans Inc.,UT,Rich,"Rich, UT"
Arches Health Plan,UT,Rich,"Rich, UT"
Altius Health Plans Inc.,UT,Salt Lake,"Salt Lake, UT"
Molina Healthcare of Utah,UT,Salt Lake,"Salt Lake, UT"
SelectHealth,UT,Salt Lake,"Salt Lake, UT"
"Humana Medical Plan of Utah, Inc.",UT,Salt Lake,"Salt Lake, UT"
Arches Health Plan,UT,Salt Lake,"Salt Lake, UT"
BridgeSpan Health Company,UT,Salt Lake,"Salt Lake, UT"
BridgeSpan Health Company,UT,San Juan,"San Juan, UT"
SelectHealth,UT,San Juan,"San Juan, UT"
Altius Health Plans Inc.,UT,San Juan,"San Juan, UT"
Arches Health Plan,UT,San Juan,"San Juan, UT"
Arches Health Plan,UT,Sanpete,"Sanpete, UT"
SelectHealth,UT,Sanpete,"Sanpete, UT"
BridgeSpan Health Company,UT,Sanpete,"Sanpete, UT"
Altius Health Plans Inc.,UT,Sanpete,"Sanpete, UT"
Altius Health Plans Inc.,UT,Sevier,"Sevier, UT"
BridgeSpan Health Company,UT,Sevier,"Sevier, UT"
Arches Health Plan,UT,Sevier,"Sevier, UT"
SelectHealth,UT,Sevier,"Sevier, UT"
SelectHealth,UT,Summit,"Summit, UT"
Altius Health Plans Inc.,UT,Summit,"Summit, UT"
Arches Health Plan,UT,Summit,"Summit, UT"
BridgeSpan Health Company,UT,Summit,"Summit, UT"
BridgeSpan Health Company,UT,Tooele,"Tooele, UT"
Altius Health Plans Inc.,UT,Tooele,"Tooele, UT"
SelectHealth,UT,Tooele,"Tooele, UT"
Arches Health Plan,UT,Tooele,"Tooele, UT"
Arches Health Plan,UT,Uintah,"Uintah, UT"
Altius Health Plans Inc.,UT,Uintah,"Uintah, UT"
BridgeSpan Health Company,UT,Uintah,"Uintah, UT"
SelectHealth,UT,Uintah,"Uintah, UT"
Arches Health Plan,UT,Utah,"Utah, UT"
Altius Health Plans Inc.,UT,Utah,"Utah, UT"
Molina Healthcare of Utah,UT,Utah,"Utah, UT"
SelectHealth,UT,Utah,"Utah, UT"
BridgeSpan Health Company,UT,Utah,"Utah, UT"
BridgeSpan Health Company,UT,Wasatch,"Wasatch, UT"
Altius Health Plans Inc.,UT,Wasatch,"Wasatch, UT"
Arches Health Plan,UT,Wasatch,"Wasatch, UT"
SelectHealth,UT,Wasatch,"Wasatch, UT"
Arches Health Plan,UT,Washington,"Washington, UT"
Altius Health Plans Inc.,UT,Washington,"Washington, UT"
BridgeSpan Health Company,UT,Washington,"Washington, UT"
SelectHealth,UT,Washington,"Washington, UT"
Arches Health Plan,UT,Wayne,"Wayne, UT"
Altius Health Plans Inc.,UT,Wayne,"Wayne, UT"
SelectHealth,UT,Wayne,"Wayne, UT"
BridgeSpan Health Company,UT,Wayne,"Wayne, UT"
SelectHealth,UT,Weber,"Weber, UT"
BridgeSpan Health Company,UT,Weber,"Weber, UT"
Molina Healthcare of Utah,UT,Weber,"Weber, UT"
Arches Health Plan,UT,Weber,"Weber, UT"
Altius Health Plans Inc.,UT,Weber,"Weber, UT"
Optima Health Plan,VA,Accomack,"Accomack, VA"
"HealthKeepers, Inc.",VA,Accomack,"Accomack, VA"
"Coventry Health Care of Virginia, Inc",VA,Albemarle,"Albemarle, VA"
Optima Health Plan,VA,Albemarle,"Albemarle, VA"
"HealthKeepers, Inc.",VA,Albemarle,"Albemarle, VA"
Group Hospitalization and Medical Services Inc.,VA,Alexandria city,"Alexandria city, VA"
Innovation Health Insurance Company,VA,Alexandria city,"Alexandria city, VA"
"CareFirst BlueChoice, Inc.",VA,Alexandria city,"Alexandria city, VA"
Kaiser Permanente,VA,Alexandria city,"Alexandria city, VA"
Optima Health Plan,VA,Alleghany,"Alleghany, VA"
"HealthKeepers, Inc.",VA,Alleghany,"Alleghany, VA"
Aetna Life Insurance Company,VA,Amelia,"Amelia, VA"
"HealthKeepers, Inc.",VA,Amelia,"Amelia, VA"
Optima Health Plan,VA,Amelia,"Amelia, VA"
Optima Health Plan,VA,Amherst,"Amherst, VA"
"HealthKeepers, Inc.",VA,Amherst,"Amherst, VA"
Optima Health Plan,VA,Appomattox,"Appomattox, VA"
"HealthKeepers, Inc.",VA,Appomattox,"Appomattox, VA"
Group Hospitalization and Medical Services Inc.,VA,Arlington,"Arlington, VA"
Innovation Health Insurance Company,VA,Arlington,"Arlington, VA"
Kaiser Permanente,VA,Arlington,"Arlington, VA"
"CareFirst BlueChoice, Inc.",VA,Arlington,"Arlington, VA"
Optima Health Plan,VA,Augusta,"Augusta, VA"
"Coventry Health Care of Virginia, Inc",VA,Augusta,"Augusta, VA"
"HealthKeepers, Inc.",VA,Augusta,"Augusta, VA"
Optima Health Plan,VA,Bath,"Bath, VA"
"HealthKeepers, Inc.",VA,Bath,"Bath, VA"
Aetna Life Insurance Company,VA,Bedford,"Bedford, VA"
"HealthKeepers, Inc.",VA,Bedford,"Bedford, VA"
Optima Health Plan,VA,Bedford,"Bedford, VA"
"HealthKeepers, Inc.",VA,Bedford city,"Bedford city, VA"
Optima Health Plan,VA,Bedford city,"Bedford city, VA"
Aetna Life Insurance Company,VA,Bedford city,"Bedford city, VA"
"HealthKeepers, Inc.",VA,Bland,"Bland, VA"
Aetna Life Insurance Company,VA,Bland,"Bland, VA"
"Coventry Health Care of Virginia, Inc",VA,Botetourt,"Botetourt, VA"
Aetna Life Insurance Company,VA,Botetourt,"Botetourt, VA"
Optima Health Plan,VA,Botetourt,"Botetourt, VA"
"HealthKeepers, Inc.",VA,Botetourt,"Botetourt, VA"
"HealthKeepers, Inc.",VA,Bristol city,"Bristol city, VA"
Optima Health Plan,VA,Brunswick,"Brunswick, VA"
"HealthKeepers, Inc.",VA,Brunswick,"Brunswick, VA"
"HealthKeepers, Inc.",VA,Buchanan,"Buchanan, VA"
"HealthKeepers, Inc.",VA,Buckingham,"Buckingham, VA"
Optima Health Plan,VA,Buckingham,"Buckingham, VA"
Optima Health Plan,VA,Buena Vista city,"Buena Vista city, VA"
"HealthKeepers, Inc.",VA,Buena Vista city,"Buena Vista city, VA"
Optima Health Plan,VA,Campbell,"Campbell, VA"
"HealthKeepers, Inc.",VA,Campbell,"Campbell, VA"
Optima Health Plan,VA,Caroline,"Caroline, VA"
Kaiser Permanente,VA,Caroline,"Caroline, VA"
"HealthKeepers, Inc.",VA,Caroline,"Caroline, VA"
"HealthKeepers, Inc.",VA,Carroll,"Carroll, VA"
Aetna Life Insurance Company,VA,Carroll,"Carroll, VA"
Aetna Life Insurance Company,VA,Charles City,"Charles City, VA"
"HealthKeepers, Inc.",VA,Charles City,"Charles City, VA"
Optima Health Plan,VA,Charles City,"Charles City, VA"
"HealthKeepers, Inc.",VA,Charlotte,"Charlotte, VA"
Optima Health Plan,VA,Charlotte,"Charlotte, VA"
"HealthKeepers, Inc.",VA,Charlottesville city,"Charlottesville city, VA"
Optima Health Plan,VA,Charlottesville city,"Charlottesville city, VA"
"Coventry Health Care of Virginia, Inc",VA,Charlottesville city,"Charlottesville city, VA"
Optima Health Plan,VA,Chesapeake city,"Chesapeake city, VA"
"HealthKeepers, Inc.",VA,Chesapeake city,"Chesapeake city, VA"
"Coventry Health Care of Virginia, Inc",VA,Chesterfield,"Chesterfield, VA"
Aetna Life Insurance Company,VA,Chesterfield,"Chesterfield, VA"
Optima Health Plan,VA,Chesterfield,"Chesterfield, VA"
"HealthKeepers, Inc.",VA,Chesterfield,"Chesterfield, VA"
"HealthKeepers, Inc.",VA,Clarke,"Clarke, VA"
Optima Health Plan,VA,Clarke,"Clarke, VA"
Aetna Life Insurance Company,VA,Colonial Heights city,"Colonial Heights city, VA"
Optima Health Plan,VA,Colonial Heights city,"Colonial Heights city, VA"
"HealthKeepers, Inc.",VA,Colonial Heights city,"Colonial Heights city, VA"
Optima Health Plan,VA,Covington city,"Covington city, VA"
"HealthKeepers, Inc.",VA,Covington city,"Covington city, VA"
"HealthKeepers, Inc.",VA,Craig,"Craig, VA"
"Coventry Health Care of Virginia, Inc",VA,Craig,"Craig, VA"
Aetna Life Insurance Company,VA,Craig,"Craig, VA"
Optima Health Plan,VA,Craig,"Craig, VA"
Optima Health Plan,VA,Culpeper,"Culpeper, VA"
"HealthKeepers, Inc.",VA,Culpeper,"Culpeper, VA"
Kaiser Permanente,VA,Culpeper,"Culpeper, VA"
Optima Health Plan,VA,Cumberland,"Cumberland, VA"
"HealthKeepers, Inc.",VA,Cumberland,"Cumberland, VA"
Aetna Life Insurance Company,VA,Cumberland,"Cumberland, VA"
"HealthKeepers, Inc.",VA,Danville city,"Danville city, VA"
"Coventry Health Care of Virginia, Inc",VA,Danville city,"Danville city, VA"
"HealthKeepers, Inc.",VA,Dickenson,"Dickenson, VA"
Optima Health Plan,VA,Dickenson,"Dickenson, VA"
Aetna Life Insurance Company,VA,Dinwiddie,"Dinwiddie, VA"
"HealthKeepers, Inc.",VA,Dinwiddie,"Dinwiddie, VA"
Optima Health Plan,VA,Dinwiddie,"Dinwiddie, VA"
Optima Health Plan,VA,Emporia city,"Emporia city, VA"
"HealthKeepers, Inc.",VA,Emporia city,"Emporia city, VA"
Optima Health Plan,VA,Essex,"Essex, VA"
Aetna Life Insurance Company,VA,Essex,"Essex, VA"
"HealthKeepers, Inc.",VA,Essex,"Essex, VA"
Innovation Health Insurance Company,VA,Fairfax,"Fairfax, VA"
"HealthKeepers, Inc.",VA,Fairfax,"Fairfax, VA"
"CareFirst BlueChoice, Inc.",VA,Fairfax,"Fairfax, VA"
Kaiser Permanente,VA,Fairfax,"Fairfax, VA"
Group Hospitalization and Medical Services Inc.,VA,Fairfax,"Fairfax, VA"
Kaiser Permanente,VA,Fairfax city,"Fairfax city, VA"
Innovation Health Insurance Company,VA,Fairfax city,"Fairfax city, VA"
"CareFirst BlueChoice, Inc.",VA,Fairfax city,"Fairfax city, VA"
Group Hospitalization and Medical Services Inc.,VA,Fairfax city,"Fairfax city, VA"
Innovation Health Insurance Company,VA,Falls Church city,"Falls Church city, VA"
Group Hospitalization and Medical Services Inc.,VA,Falls Church city,"Falls Church city, VA"
"CareFirst BlueChoice, Inc.",VA,Falls Church city,"Falls Church city, VA"
Kaiser Permanente,VA,Falls Church city,"Falls Church city, VA"
Kaiser Permanente,VA,Fauquier,"Fauquier, VA"
"HealthKeepers, Inc.",VA,Fauquier,"Fauquier, VA"
Optima Health Plan,VA,Floyd,"Floyd, VA"
"HealthKeepers, Inc.",VA,Floyd,"Floyd, VA"
Aetna Life Insurance Company,VA,Floyd,"Floyd, VA"
Optima Health Plan,VA,Fluvanna,"Fluvanna, VA"
"HealthKeepers, Inc.",VA,Fluvanna,"Fluvanna, VA"
"Coventry Health Care of Virginia, Inc",VA,Fluvanna,"Fluvanna, VA"
"HealthKeepers, Inc.",VA,Franklin,"Franklin, VA"
Aetna Life Insurance Company,VA,Franklin,"Franklin, VA"
Optima Health Plan,VA,Franklin,"Franklin, VA"
"Coventry Health Care of Virginia, Inc",VA,Franklin,"Franklin, VA"
"HealthKeepers, Inc.",VA,Franklin city,"Franklin city, VA"
Optima Health Plan,VA,Franklin city,"Franklin city, VA"
Optima Health Plan,VA,Frederick,"Frederick, VA"
"HealthKeepers, Inc.",VA,Frederick,"Frederick, VA"
Optima Health Plan,VA,Fredericksburg city,"Fredericksburg city, VA"
Kaiser Permanente,VA,Fredericksburg city,"Fredericksburg city, VA"
"HealthKeepers, Inc.",VA,Fredericksburg city,"Fredericksburg city, VA"
Optima Health Plan,VA,Galax city,"Galax city, VA"
Aetna Life Insurance Company,VA,Galax city,"Galax city, VA"
"HealthKeepers, Inc.",VA,Galax city,"Galax city, VA"
Optima Health Plan,VA,Giles,"Giles, VA"
Aetna Life Insurance Company,VA,Giles,"Giles, VA"
"Coventry Health Care of Virginia, Inc",VA,Giles,"Giles, VA"
"HealthKeepers, Inc.",VA,Giles,"Giles, VA"
"HealthKeepers, Inc.",VA,Gloucester,"Gloucester, VA"
Aetna Life Insurance Company,VA,Gloucester,"Gloucester, VA"
Optima Health Plan,VA,Gloucester,"Gloucester, VA"
"HealthKeepers, Inc.",VA,Goochland,"Goochland, VA"
Aetna Life Insurance Company,VA,Goochland,"Goochland, VA"
Optima Health Plan,VA,Goochland,"Goochland, VA"
"HealthKeepers, Inc.",VA,Grayson,"Grayson, VA"
"Coventry Health Care of Virginia, Inc",VA,Greene,"Greene, VA"
"HealthKeepers, Inc.",VA,Greene,"Greene, VA"
Optima Health Plan,VA,Greene,"Greene, VA"
Optima Health Plan,VA,Greensville,"Greensville, VA"
"HealthKeepers, Inc.",VA,Greensville,"Greensville, VA"
"HealthKeepers, Inc.",VA,Halifax,"Halifax, VA"
Aetna Life Insurance Company,VA,Hampton city,"Hampton city, VA"
"HealthKeepers, Inc.",VA,Hampton city,"Hampton city, VA"
Optima Health Plan,VA,Hampton city,"Hampton city, VA"
"HealthKeepers, Inc.",VA,Hanover,"Hanover, VA"
Aetna Life Insurance Company,VA,Hanover,"Hanover, VA"
Optima Health Plan,VA,Hanover,"Hanover, VA"
"Coventry Health Care of Virginia, Inc",VA,Hanover,"Hanover, VA"
Kaiser Permanente,VA,Hanover,"Hanover, VA"
"HealthKeepers, Inc.",VA,Harrisonburg city,"Harrisonburg city, VA"
Optima Health Plan,VA,Harrisonburg city,"Harrisonburg city, VA"
Aetna Life Insurance Company,VA,Henrico,"Henrico, VA"
"Coventry Health Care of Virginia, Inc",VA,Henrico,"Henrico, VA"
Optima Health Plan,VA,Henrico,"Henrico, VA"
"HealthKeepers, Inc.",VA,Henrico,"Henrico, VA"
Optima Health Plan,VA,Henry,"Henry, VA"
"HealthKeepers, Inc.",VA,Henry,"Henry, VA"
"Coventry Health Care of Virginia, Inc",VA,Henry,"Henry, VA"
Aetna Life Insurance Company,VA,Henry,"Henry, VA"
Optima Health Plan,VA,Highland,"Highland, VA"
"HealthKeepers, Inc.",VA,Highland,"Highland, VA"
Optima Health Plan,VA,Hopewell city,"Hopewell city, VA"
Aetna Life Insurance Company,VA,Hopewell city,"Hopewell city, VA"
"HealthKeepers, Inc.",VA,Hopewell city,"Hopewell city, VA"
Aetna Life Insurance Company,VA,Isle of Wight,"Isle of Wight, VA"
Optima Health Plan,VA,Isle of Wight,"Isle of Wight, VA"
"HealthKeepers, Inc.",VA,Isle of Wight,"Isle of Wight, VA"
Aetna Life Insurance Company,VA,James City,"James City, VA"
"HealthKeepers, Inc.",VA,James City,"James City, VA"
Optima Health Plan,VA,James City,"James City, VA"
"HealthKeepers, Inc.",VA,King George,"King George, VA"
Optima Health Plan,VA,King George,"King George, VA"
Kaiser Permanente,VA,King George,"King George, VA"
Optima Health Plan,VA,King William,"King William, VA"
"HealthKeepers, Inc.",VA,King William,"King William, VA"
Aetna Life Insurance Company,VA,King William,"King William, VA"
Aetna Life Insurance Company,VA,King and Queen,"King and Queen, VA"
"HealthKeepers, Inc.",VA,King and Queen,"King and Queen, VA"
Optima Health Plan,VA,King and Queen,"King and Queen, VA"
Optima Health Plan,VA,Lancaster,"Lancaster, VA"
Aetna Life Insurance Company,VA,Lancaster,"Lancaster, VA"
"HealthKeepers, Inc.",VA,Lancaster,"Lancaster, VA"
"HealthKeepers, Inc.",VA,Lee,"Lee, VA"
Aetna Life Insurance Company,VA,Lexington city,"Lexington city, VA"
Optima Health Plan,VA,Lexington city,"Lexington city, VA"
"HealthKeepers, Inc.",VA,Lexington city,"Lexington city, VA"
"HealthKeepers, Inc.",VA,Loudoun,"Loudoun, VA"
"CareFirst BlueChoice, Inc.",VA,Loudoun,"Loudoun, VA"
Kaiser Permanente,VA,Loudoun,"Loudoun, VA"
Innovation Health Insurance Company,VA,Loudoun,"Loudoun, VA"
Group Hospitalization and Medical Services Inc.,VA,Loudoun,"Loudoun, VA"
Kaiser Permanente,VA,Louisa,"Louisa, VA"
Optima Health Plan,VA,Louisa,"Louisa, VA"
"HealthKeepers, Inc.",VA,Louisa,"Louisa, VA"
Optima Health Plan,VA,Lunenburg,"Lunenburg, VA"
"HealthKeepers, Inc.",VA,Lunenburg,"Lunenburg, VA"
Optima Health Plan,VA,Lynchburg city,"Lynchburg city, VA"
"HealthKeepers, Inc.",VA,Lynchburg city,"Lynchburg city, VA"
Optima Health Plan,VA,Madison,"Madison, VA"
"HealthKeepers, Inc.",VA,Madison,"Madison, VA"
Kaiser Permanente,VA,Manassas Park city,"Manassas Park city, VA"
"HealthKeepers, Inc.",VA,Manassas Park city,"Manassas Park city, VA"
"HealthKeepers, Inc.",VA,Manassas city,"Manassas city, VA"
Kaiser Permanente,VA,Manassas city,"Manassas city, VA"
"HealthKeepers, Inc.",VA,Martinsville city,"Martinsville city, VA"
"Coventry Health Care of Virginia, Inc",VA,Martinsville city,"Martinsville city, VA"
Optima Health Plan,VA,Martinsville city,"Martinsville city, VA"
Aetna Life Insurance Company,VA,Martinsville city,"Martinsville city, VA"
Optima Health Plan,VA,Mathews,"Mathews, VA"
"HealthKeepers, Inc.",VA,Mathews,"Mathews, VA"
Aetna Life Insurance Company,VA,Mathews,"Mathews, VA"
Optima Health Plan,VA,Mecklenburg,"Mecklenburg, VA"
"HealthKeepers, Inc.",VA,Mecklenburg,"Mecklenburg, VA"
"HealthKeepers, Inc.",VA,Middlesex,"Middlesex, VA"
Optima Health Plan,VA,Middlesex,"Middlesex, VA"
Aetna Life Insurance Company,VA,Middlesex,"Middlesex, VA"
Aetna Life Insurance Company,VA,Montgomery,"Montgomery, VA"
Optima Health Plan,VA,Montgomery,"Montgomery, VA"
"Coventry Health Care of Virginia, Inc",VA,Montgomery,"Montgomery, VA"
"HealthKeepers, Inc.",VA,Montgomery,"Montgomery, VA"
"Coventry Health Care of Virginia, Inc",VA,Nelson,"Nelson, VA"
